haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
H1a1ah1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1ai		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1ai'aj		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1aj		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1ak		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1al		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1al1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1am		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1ao		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1ap		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1ap1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1aq		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1ar		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1at		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1au		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1au1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1av		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1aw		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1ax		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1ax^		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1ay		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1ay1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1az		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1az1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1b	1718.5	34.2	3422.4	1.7185	0.0342	3.4224	3	rho_fallback_no_desc	NA	
H1a1b2	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a1b2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1b2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1b3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1b4		17.1			0.0171	NA	0	single_child_interpolation	NA	
H1a1b4a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1b6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1b7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1b_16362	4067.0	2665.2	5481.6	4.067	2.6652	5.4816	0	ancestor_only	NA	
H1a1b_200	4067.0	2665.2	5481.6	4.067	2.6652	5.4816	0	ancestor_only	NA	
H1a1ba		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bc		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bd		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1be		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bf		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bh		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bi		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bj		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bk		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bl		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bm		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1bm1		666.3			0.6663	NA	0	single_child_interpolation	NA	
H1a1bm1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bn		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bo		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bp		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bu		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1bu_228	4067.0	2665.2	5481.6	4.067	2.6652	5.4816	0	ancestor_only	NA	
H1a1bv		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bv1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bv2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bw		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bx		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1bx^		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1by		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1by^		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1bz		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1c	1934.8	0.0	4391.4	1.9348	0.0000	4.3914	4	rho_fallback_no_desc	NA	
H1a1c1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1a1c2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1c2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1c2c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1c2c^		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a1c2d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1c3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1c4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1c5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1c6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1c_16291	4067.0	2665.2	5481.6	4.067	2.6652	5.4816	0	ancestor_only	NA	
H1a1ca		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1cb		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1cd		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1ce		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1cf		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1d		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1d1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1g	2033.5	1332.6		2.0335	1.3326	NA	2	single_child_interpolation	NA	
H1a1g1		666.3			0.6663	NA	1	single_child_interpolation	NA	
H1a1g1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1h		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1i		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1i1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1j		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1k		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1k2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1n		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1n_152	4067.0	2665.2	5481.6	4.067	2.6652	5.4816	0	ancestor_only	NA	
H1a1o		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1r		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1r1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1t		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1u		1332.6			1.3326	NA	0	single_child_interpolation	NA	
H1a1u2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1v		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1w		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a1y		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a20		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a21	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a21a		0.0			0.0000	NA	1	single_child_interpolation	NA	
H1a21a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a21b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a22		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a24		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a24a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a24b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a25		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a26		3396.2			3.3962	NA	0	single_child_interpolation	NA	
H1a26a		1698.1			1.6981	NA	0	single_child_interpolation	NA	
H1a26a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a27		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a27a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a27b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a28		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2_16519	7667.1	6792.3	8546.4	7.6671	6.7923	8.5464	0	ancestor_only	NA	
H1a2b		0.0			0.0000	NA	1	single_child_interpolation	NA	
H1a2b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2h		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2j		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2m		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2n		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2o		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2p		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2q		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2r		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2s		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a2t		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	27	rho_direct	NA	
H1a3+93		2681.4			2.6814	NA	0	single_child_interpolation	NA	
H1a30		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a31		3396.2			3.3962	NA	0	single_child_interpolation	NA	
H1a31a		1698.1			1.6981	NA	0	single_child_interpolation	NA	
H1a31a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a32		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a34	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a35		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a35a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a35b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a36		3396.2			3.3962	NA	0	single_child_interpolation	NA	
H1a36a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a38		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3_152	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3_195	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3_498	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3_93_195	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3a	4334.4	1770.4	6941.4	4.3344	1.7704	6.9414	9	rho_fallback_no_desc	NA	
H1a3a1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1a3a10		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a10_150	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3a10_16362	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3a11		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a12		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a13		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a13^		885.2			0.8852	NA	0	single_child_interpolation	NA	
H1a3a14		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a15		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a16		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a17		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a18		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a19		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a1a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a1b	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3a2	0.0	0.0	0.0	0.0	0.0000	0.0000	2	rho_fallback_no_desc	NA	
H1a3a20		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a20'21		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a21		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a3	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3a3'7'8	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3a3_150	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3a3c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a3d	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3a3e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a3e^		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a3a3f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a4	3459.9	885.2		3.4599	0.8852	NA	2	single_child_interpolation	NA	
H1a3a4a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3a5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a8		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a3a8a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3a_16172	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3a_195	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3ac		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3ad	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3ae		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3af		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3ag		2681.4			2.6814	NA	0	single_child_interpolation	NA	
H1a3ag1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3ag1a		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a3ag1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3ag1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3ah		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3ai		2681.4			2.6814	NA	0	single_child_interpolation	NA	
H1a3ai1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3ai1'2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3ai2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3aj		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b	4158.6	695.2	7701.2	4.1586	0.6952	7.7012	5	rho_fallback_no_desc	NA	
H1a3b1	3372.0	347.6		3.372	0.3476	NA	2	single_child_interpolation	NA	
H1a3b10		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b10^		347.6			0.3476	NA	0	single_child_interpolation	NA	
H1a3b11		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b13		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b16		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b17		347.6			0.3476	NA	0	single_child_interpolation	NA	
H1a3b17a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b1a		173.8			0.1738	NA	1	single_child_interpolation	NA	
H1a3b1a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b3'8'9	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3b3_8_9_16519	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3b4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b5		347.6			0.3476	NA	0	single_child_interpolation	NA	
H1a3b5_16519	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3b6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b8	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3b9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3b_16172	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3c	6739.8	3767.6	9766.7	6.7398	3.7676	9.7667	7	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1a3c1	5216.4	2393.7	8090.1	5.2164	2.3937	8.0901	5	rho_fallback_no_desc	NA	
H1a3c10		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3c1_146	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3c1_16189	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3c1a	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1a3c1a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3c1a3		1292.7			1.2927	NA	2	single_child_interpolation	NA	
H1a3c1a3a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3c1b	2608.2	2608.2		2.6082	2.6082	NA	2	single_child_interpolation	NA	
H1a3c1b'd	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
H1a3c1b1	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3c1d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3c1e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3c2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3c3	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3c4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3c5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3c6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3c7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3c8		1883.8			1.8838	NA	0	single_child_interpolation	NA	
H1a3c8a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3d	856.7	0.0	2550.7	0.8567	0.0000	2.5507	3	rho_fallback_no_desc	NA	
H1a3e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f2		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a3f2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f2a^		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a3f3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f3'5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f7^		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a3f8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3f9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3h		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3h3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3h4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3i1		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a3i1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3i2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3i3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3j		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3j1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3j2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3j3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3j4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3l		2681.4			2.6814	NA	0	single_child_interpolation	NA	
H1a3l1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3m	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a3m1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3m_5295	6895.7	5362.9	8442.9	6.8957	5.3629	8.4429	0	ancestor_only	NA	
H1a3n		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3n1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3n2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3n2^		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a3o		2681.4			2.6814	NA	0	single_child_interpolation	NA	
H1a3o1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3p		2681.4			2.6814	NA	0	single_child_interpolation	NA	
H1a3p1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3q		2681.4			2.6814	NA	0	single_child_interpolation	NA	
H1a3q1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3q1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3q1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3r		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3s		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3t		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3u		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a3w		2681.4			2.6814	NA	0	single_child_interpolation	NA	
H1a3w1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a4	1718.5	34.2	3422.4	1.7185	0.0342	3.4224	3	rho_fallback_no_desc	NA	
H1a40		3396.2			3.3962	NA	0	single_child_interpolation	NA	
H1a40_146	7667.1	6792.3	8546.4	7.6671	6.7923	8.5464	0	ancestor_only	NA	
H1a41		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a42		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a43		3396.2			3.3962	NA	0	single_child_interpolation	NA	
H1a43b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a44		3396.2			3.3962	NA	0	single_child_interpolation	NA	
H1a44b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a45		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a46		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a48		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a49		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a4a		17.1			0.0171	NA	1	single_child_interpolation	NA	
H1a4a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a4b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a4c	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a5	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1a50		3396.2			3.3962	NA	0	single_child_interpolation	NA	
H1a50a		1698.1			1.6981	NA	0	single_child_interpolation	NA	
H1a50a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a52		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a55		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a57		1916.3			1.9163	NA	0	single_child_interpolation	NA	
H1a57+204		958.1			0.9581	NA	0	single_child_interpolation	NA	
H1a57_204_152	7667.1	6792.3	8546.4	7.6671	6.7923	8.5464	0	ancestor_only	NA	
H1a59		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a5_16162	7667.1	6792.3	8546.4	7.6671	6.7923	8.5464	0	ancestor_only	NA	
H1a5a		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a5a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a5b	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a5b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a5b2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a5d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a5e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a5f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a6		1698.1			1.6981	NA	0	single_child_interpolation	NA	
H1a60		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a62	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
H1a62^	4477.0	3396.2	6194.5	4.477	3.3962	6.1945	2	single_child_interpolation	NA	
H1a63		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a64		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a65		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a66	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
H1a66a		0.0			0.0000	NA	0	single_child_interpolation	NA	
H1a66a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a66b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a67		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a67a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a67b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
H1a6^		3396.2			3.3962	NA	0	single_child_interpolation	NA	
H1a6a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
"H1a6a""j"		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
