haplogroup	n_samples	rho_age_kya	rho_ci95_lower_kya	rho_ci95_upper_kya	confidence	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	calibration_method	diff_kya	rel_diff_pct
A	2335.0	22.129	21.7298	22.529	high	22.129	21.7298	22.529	rho_direct	0.0	0.0
A+16092	15.0	5.0396	3.2598	6.8396	medium	12.7932	11.7414	13.855	single_child_interpolation	7.7536000000000005	153.85348043495517
A+16092+150	3.0	3.4574	1.7531	5.181	low		5.8707		single_child_interpolation		
A+16092+150+152	0.0				no_ci						
A+3394	2.0	10.6101	0.2051	21.6601	very_low						
A1	20.0	10.7471	9.1249	12.3842	medium	10.7471	9.1249	12.3842	rho_direct	0.0	0.0
A10	6.0	9.2456	6.2734	12.2695	low	9.2456	6.2734	12.2695	rho_fallback_no_desc	0.0	0.0
A10a	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
A10b	4.0	7.8917	5.7475	10.0635	low	7.8917	5.7475	10.0635	rho_fallback_no_desc	0.0	0.0
A10b1	2.0	3.8953	1.3387	6.4951	very_low	5.2386	2.8737		single_child_interpolation	1.3432999999999997	34.48514876902934
A10b1a	1.0	2.5854			no_ci	2.6193	1.4369		single_child_interpolation	0.03390000000000004	1.31120909723834
A10b1a1	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
A10b3	0.0				no_ci		0.0		rho_fallback_no_desc		
A10b4	0.0				no_ci		0.0		rho_fallback_no_desc		
A11	91.0	11.5155	10.1324	12.9092	high	11.5155	10.1324	12.9092	rho_direct	0.0	0.0
A11'48	95.0	16.7963	15.4018	18.2004	high	16.7963	15.4018	18.2004	rho_direct	0.0	0.0
A11a	32.0	9.5857	7.9371	11.2499	medium	9.5857	7.9371	11.2499	rho_direct	0.0	0.0
A11a1	2.0	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
A11a2	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A11a3	3.0	8.7931	1.8569	16.0213	low	8.7931	1.8569	16.0213	rho_fallback_no_desc	0.0	0.0
A11a3a	2.0	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
A11a3b	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A11a4	0.0				no_ci		0.0		rho_fallback_no_desc		
A11a8	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
A11a9	3.0	6.1033	-1.312	13.8749	low		3.9686		single_child_interpolation		
A11a9b	0.0				no_ci		0.0		rho_fallback_no_desc		
A11b	11.0	7.402	4.5131	10.3419	medium	7.402	4.5131	10.3419	rho_direct	0.0	0.0
A11b1	5.0	4.1586	0.6952	7.7012	low	4.1586	0.6952	7.7012	rho_fallback_no_desc	0.0	0.0
A11b2	2.0	0.0	0.0	0.0	very_low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
A11b^	19.0	10.7543	8.5749	12.9605	low	9.4588	7.3228	11.6255	single_child_interpolation	-1.2955000000000005	12.04634425299648
A12	8.0	14.4162	12.372	16.4822	low	14.4162	12.372	16.4822	rho_fallback_no_desc	0.0	0.0
A12a	6.0	4.7748	3.1892	6.3766	low	4.7748	3.1892	6.3766	rho_fallback_no_desc	0.0	0.0
A12a1	3.0	0.8567	-0.8175	2.5507	low	0.8567	0.0	2.5507	rho_fallback_no_desc	0.0	0.0
A12a2	0.0				no_ci		1.5946		single_child_interpolation		
A12a2b	0.0				no_ci		0.7973		single_child_interpolation		
A12a2b1	0.0				no_ci		0.0		rho_fallback_no_desc		
A12a2b1+16188	0.0				no_ci		0.0		single_child_interpolation		
A12a2b1+16188+16189	0.0				no_ci						
A12a2b1_16188_16189						22.129	21.7298	22.529	ancestor_only		
A12a2b1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A12a2b1a+16188	0.0				no_ci						
A12a2b1a1	0.0				no_ci		0.0		rho_fallback_no_desc		
A12a2b1a_16188						22.129	21.7298	22.529	ancestor_only		
A12a3	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
A12b	2.0	5.2164	0.1025	10.5005	very_low		6.186		single_child_interpolation		
A12b2	0.0				no_ci		0.0		rho_fallback_no_desc		
A13	88.0	11.797	10.7064	12.8941	high	11.797	10.7064	12.8941	rho_direct	0.0	0.0
A13a	13.0	6.6515	5.6935	7.6151	medium	8.9501	7.3445	10.5731	single_child_interpolation	2.2986000000000004	34.55761858227468
A13a1	9.0	6.1033	3.9826	8.2521	low	7.5267	5.6635	9.4126	single_child_interpolation	1.4234	23.32180951288647
A13a1b	9.0	6.1033	3.9826	8.2521	low	6.1033	3.9826	8.2521	rho_fallback_no_desc	0.0	0.0
A13a1b1	0.0				no_ci		0.0		rho_fallback_no_desc		
A13a1b2	3.0	0.0	0.0	0.0	low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
A13b	50.0	11.544	10.3976	12.6976	high	11.544	10.3976	12.6976	rho_direct	0.0	0.0
A13b1	20.0	7.3531	5.4303	9.2984	medium	9.7179	5.1988		single_child_interpolation	2.3648	32.16058533135684
A13b1a	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A13b2	24.0	6.2145	4.8906	7.5493	medium	7.7196	6.4505	8.9987	single_child_interpolation	1.5050999999999997	24.219164856384257
A13b2b	18.0	3.8953	2.5033	5.2999	medium	3.8953	2.5033	5.2999	rho_direct	0.0	0.0
A14	172.0	13.8075	12.8257	14.7944	high	13.8075	12.8257	14.7944	rho_direct	0.0	0.0
A14n	147.0	8.4614	7.7101	9.2159	high	8.4614	7.7101	9.2159	rho_direct	0.0	0.0
A14n'o	161.0	10.8826	10.1573	11.6107	high	10.8826	10.1573	11.6107	rho_direct	0.0	0.0
A14n1	18.0	3.8953	2.0771	5.7352	medium	7.2824	6.0399	8.5358	single_child_interpolation	3.3870999999999998	86.95350807383255
A14n1a	3.0	6.1033	4.3696	7.8557	low	6.1033	4.3696	7.8557	rho_fallback_no_desc	0.0	0.0
A14n2	20.0	5.2164	3.0001	7.464	medium	5.2164	3.0001	7.464	rho_direct	0.0	0.0
A14n3	0.0				no_ci		0.0		rho_fallback_no_desc		
A14n4	2.0	0.0	0.0	0.0	very_low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
A14n5	7.0	10.2191	7.2798	13.2081	low	10.2191	7.2798	13.2081	rho_fallback_no_desc	0.0	0.0
A14n6	12.0	2.5854	2.5854	2.5854	medium		3.8551		single_child_interpolation		
A14n6a	0.0				no_ci		0.0		rho_fallback_no_desc		
A14o	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
A14p	1.0	7.8917			no_ci		6.4129		single_child_interpolation		
A14p1	0.0				no_ci		0.0		rho_fallback_no_desc		
A15	364.0	15.2052	14.685	15.7268	high	15.2052	14.685	15.7268	rho_direct	0.0	0.0
A15a	191.0	10.5527	9.7869	11.3219	high	11.4993	10.5203	12.4844	single_child_interpolation	0.9466000000000001	8.970216153211975
A15a'e	252.0	13.4477	12.7945	14.1032	high	13.4477	12.7945	14.1032	rho_direct	0.0	0.0
A15a6	14.0	7.3147	4.7345	9.9356	medium	7.3147	4.7345	9.9356	rho_direct	0.0	0.0
A15a6^	49.0	9.551	8.2461	10.8656	medium	9.407	7.6274	11.21	single_child_interpolation	-0.14400000000000013	1.5076955292639527
A15b	7.0	11.0019	6.4492	15.6725	low	11.0019	6.4492	15.6725	rho_fallback_no_desc	0.0	0.0
A15b1	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
A15b2	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
A15c	99.0	10.9979	10.2543	11.7446	high	10.9979	10.2543	11.7446	rho_direct	0.0	0.0
A15c1	49.0	1.3133	0.8439	1.7843	medium	1.3133	0.8439	1.7843	rho_direct	0.0	0.0
A15c1'3	66.0	6.9138	6.3292	7.5004	high	6.9138	6.3292	7.5004	rho_direct	0.0	0.0
A15c1+16311	0.0				no_ci						
A15c1^	50.0	3.8427	3.3497	4.3373	high	4.1136	3.5865	4.6423	single_child_interpolation	0.27090000000000014	7.049730658131005
A15c1_16311						1.3133	0.8439	1.7843	ancestor_only		
A15c1c	3.0	0.0	0.0	0.0	low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
A15c2	2.0	10.6101	10.6101	10.6101	very_low	10.6101	10.6101	10.6101	rho_fallback_no_desc	0.0	0.0
A15c3	9.0	4.6279	2.2383	7.0545	low	4.6279	2.2383	7.0545	rho_fallback_no_desc	0.0	0.0
A15c4	4.0	4.5544	1.3305	7.8462	low	4.5544	1.3305	7.8462	rho_fallback_no_desc	0.0	0.0
A15e	5.0	14.4861	8.2001	20.9829	low	14.4861	8.2001	20.9829	rho_fallback_no_desc	0.0	0.0
A16	7.0	3.7075	1.0117	6.4514	low	12.3572	10.8649		single_child_interpolation	8.649700000000001	233.30276466621714
A16b	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
A17	116.0	12.6526	11.6468	13.6639	high	12.6526	11.6468	13.6639	rho_direct	0.0	0.0
A17b	24.0	7.5549	6.0287	9.0951	medium	7.5549	6.0287	9.0951	rho_direct	0.0	0.0
A17b2	6.0	3.8953	1.3387	6.4951	low		3.0143		single_child_interpolation		
A17b2c	0.0				no_ci		0.0		rho_fallback_no_desc		
A17b6	0.0				no_ci		0.0		rho_fallback_no_desc		
A17b7	2.0	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
A17c	24.0	14.8828	12.4685	17.3273	low	12.2782	10.3367	14.2454	single_child_interpolation	-2.6045999999999996	17.50073910823232
A17c1	17.0	11.9039	9.0266	14.827	low	11.1024	8.1488	14.1144	single_child_interpolation	-0.8015000000000008	6.733087475533235
A17c1a	4.0	9.9265	5.961	13.9833	low	9.9265	5.961	13.9833	rho_fallback_no_desc	0.0	0.0
A17f	8.0	7.8917	4.467	11.3874	low	7.8917	4.467	11.3874	rho_fallback_no_desc	0.0	0.0
A17h	24.0	8.1166	6.6657	9.58	medium	6.3263	5.8234	6.8319	single_child_interpolation	-1.7903000000000002	22.05726535741567
A17h2	3.0	0.0	0.0	0.0	low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
A17i	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
A17j	2.0	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
A17j^	3.0	8.7931	5.2872	12.372	low	7.619	5.8234	10.7239	single_child_interpolation	-1.174100000000001	13.352515040201988
A18	19.0	9.3171	7.5325	11.1202	medium	9.3171	7.5325	11.1202	rho_direct	0.0	0.0
A19	26.0	7.788	6.1518	9.4402	medium	9.3328	7.1928	11.5037	single_child_interpolation	1.5448000000000004	19.835644581407298
A19'45	35.0	11.1588	9.7712	12.5572	medium	11.1588	9.7712	12.5572	rho_direct	0.0	0.0
A19b	7.0	7.5068	4.6144	10.4501	low	7.5068	4.6144	10.4501	rho_fallback_no_desc	0.0	0.0
A1a	18.0	6.1033	4.7719	7.4457	medium	6.1033	4.7719	7.4457	rho_direct	0.0	0.0
A1a1	10.0	3.8953	2.144	5.6667	medium	3.8953	2.144	5.6667	rho_direct	0.0	0.0
A1a1a	4.0	2.5854	0.513	4.687	low	2.5911	1.072	4.7547	single_child_interpolation	0.005700000000000038	0.220468786261315
A1a1a1	2.0	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
A1a1b	2.0	1.2869	-1.2245	3.8427	very_low	1.9477	1.072		single_child_interpolation	0.6608	51.34820110342685
A1a1b1	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
A1a2	2.0	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
A1a3	0.0				no_ci		0.0		rho_fallback_no_desc		
A1a3a	0.0				no_ci		0.0		rho_fallback_no_desc		
A1a3b	0.0				no_ci		0.0		rho_fallback_no_desc		
A1a3b^	0.0				no_ci		0.0		single_child_interpolation		
A1a5	2.0	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
A1b	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
A2	422.0	21.4939	20.7427	22.2475	high	21.4939	20.7427	22.2475	rho_direct	0.0	0.0
A2+13105	0.0				no_ci						
A2+15106	0.0				no_ci						
A2+51	0.0				no_ci						
A20	5.0	6.8163	2.9335	10.793	low	6.8163	2.9335	10.793	rho_fallback_no_desc	0.0	0.0
A20a	4.0	2.5854	-0.3368	5.566	low	2.5854	0.0	5.566	rho_fallback_no_desc	0.0	0.0
A20b	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
A21	16.0	5.7147	4.1996	7.2442	medium	12.2125	11.2279	13.2058	single_child_interpolation	6.497800000000001	113.70325651390276
A21c	9.0	2.2959	0.726	3.8825	low	6.1062	5.6139	6.6029	single_child_interpolation	3.8103000000000002	165.9610610218215
A21c1	2.0	0.0	0.0	0.0	very_low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
A22	3.0	2.5854	-0.3368	5.566	low	2.5854	0.0	5.566	rho_fallback_no_desc	0.0	0.0
A23	3.0	2.5854	2.5854	2.5854	low		6.6852		single_child_interpolation		
"A23""47"	8.0	13.0232	7.1734	19.0608	low	13.0232	7.1734	19.0608	rho_fallback_no_desc	0.0	0.0
A23'31	3.0	13.3705	13.3705	13.3705	low	13.3705	13.3705	13.3705	rho_fallback_no_desc	0.0	0.0
A23a	0.0				no_ci		0.0		rho_fallback_no_desc		
A24	14.0	2.3992	0.6779	4.1407	medium	2.3992	0.6779	4.1407	rho_direct	0.0	0.0
A25	41.0	4.9577	3.9546	5.9673	medium		10.8649		single_child_interpolation		
A25c	0.0				no_ci		0.0		rho_fallback_no_desc		
A26	3.0	1.7185	0.0342	3.4224	low	3.3189	2.1858	4.4678	single_child_interpolation	1.6004000000000003	93.12772766947923
A26'36'54	15.0	6.6378	4.3716	8.9356	medium	6.6378	4.3716	8.9356	rho_direct	0.0	0.0
A26c	2.0	0.0	0.0	0.0	very_low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
A28	9.0	20.6075	15.3396	26.0051	low	14.8179	13.9333	15.7085	single_child_interpolation	-5.789600000000002	28.094625743054717
A28a	7.0	7.5068	6.1369	8.888	low	10.0171	8.5205	11.531	single_child_interpolation	2.510299999999999	33.44034741834069
A28a1	4.0	5.2164	3.1076	7.3536	low	5.2164	3.1076	7.3536	rho_fallback_no_desc	0.0	0.0
A28a1a	4.0	2.5854	0.513	4.687	low	2.5854	0.513	4.687	rho_fallback_no_desc	0.0	0.0
A28a1b	0.0				no_ci		0.0		rho_fallback_no_desc		
A28a1c	0.0				no_ci		1.5538		single_child_interpolation		
A28a1c1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2_13105						21.4939	20.7427	22.2475	ancestor_only		
A2_15106						21.4939	20.7427	22.2475	ancestor_only		
A2_51						21.4939	20.7427	22.2475	ancestor_only		
A2a	27.0	12.7535	11.1895	14.3306	medium	12.7535	11.1895	14.3306	rho_direct	0.0	0.0
A2a1	4.0	5.8811	4.5809	7.1919	low	5.8811	4.5809	7.1919	rho_fallback_no_desc	0.0	0.0
"A2a1""12"	23.0	9.7782	8.9967	10.5633	medium	9.7782	8.9967	10.5633	rho_direct	0.0	0.0
A2a10	0.0				no_ci		0.0		rho_fallback_no_desc		
A2a11	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2a12	0.0				no_ci		0.0		rho_fallback_no_desc		
A2a13	0.0				no_ci		0.0		rho_fallback_no_desc		
A2a14	2.0	21.8918	16.2845	27.6427	very_low	13.062	9.5945	16.6143	single_child_interpolation	-8.8298	40.333823623457185
A2a2	4.0	9.2456	7.7143	10.7905	low	9.2456	7.7143	10.7905	rho_fallback_no_desc	0.0	0.0
A2a2a	2.0	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
A2a2b	2.0	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
A2a3	1.0	7.8917			no_ci	7.4973	4.4984		single_child_interpolation	-0.3944000000000001	4.997655764917573
A2a3a	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2a4	2.0	9.2456	6.6021	11.9299	very_low	9.2456	6.6021	11.9299	rho_fallback_no_desc	0.0	0.0
A2a4'9	3.0	10.6101	7.5371	13.7368	low	10.6101	7.5371	13.7368	rho_fallback_no_desc	0.0	0.0
A2a5	2.0	13.3705	13.3705	13.3705	very_low	12.3019	11.8685	12.7459	single_child_interpolation	-1.0686	7.992221682061254
A2a5^	2.0	16.1717	16.1717	16.1717	very_low	13.9937	13.1268	14.8818	single_child_interpolation	-2.178000000000001	13.46797182732799
A2a5^^	2.0	13.3705	7.9996	18.8981	very_low	14.6169	12.8831	16.393	single_child_interpolation	1.2463999999999995	9.322014883512205
A2a5b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2a5b'c'd'e	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2a5b'c'd'e'f	2.0	10.6101	10.6101	10.6101	very_low	10.6101	10.6101	10.6101	rho_fallback_no_desc	0.0	0.0
A2a5b'd'e	0.0				no_ci		0.0		rho_fallback_no_desc		
A2a5b'd'e+152	0.0				no_ci		0.0		single_child_interpolation		
A2a5b'd'e+152+16519	0.0				no_ci						
A2a5b_d_e_152_16519						12.7535	11.1895	14.3306	ancestor_only		
A2a5c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2a5d	0.0				no_ci		0.0		rho_fallback_no_desc		
A2a5e	0.0				no_ci		0.0		rho_fallback_no_desc		
A2a5f	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2a6	2.0	6.5486	3.9479	9.1912	very_low	8.985	5.5948		single_child_interpolation	2.436399999999999	37.20489875698621
A2a6a	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2a7	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2a8	9.0	6.4	5.4822	7.323	low	6.4	5.4822	7.323	rho_fallback_no_desc	0.0	0.0
A2a8a	3.0	5.2164	5.2164	5.2164	low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
A2a8b	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2a9	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2aa	3.0	13.3705	10.2499	16.5433	low	13.3705	10.2499	16.5433	rho_fallback_no_desc	0.0	0.0
"A2aa""im"	3.0	16.1717	13.0048	19.3893	low	16.1717	13.0048	19.3893	rho_fallback_no_desc	0.0	0.0
A2aa3	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
A2aa3a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2aa3b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2aa4	0.0				no_ci		0.0		rho_fallback_no_desc		
A2aa5	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ab	2.0	17.5872	14.8221	20.3898	very_low	17.6067	14.8422	20.4088	single_child_interpolation	0.01950000000000074	0.11087609170306098
"A2ab""fj"	5.0	24.8086	22.9964	26.6346	low	24.8086	22.9964	26.6346	rho_fallback_no_desc	0.0	0.0
A2ab'cs	2.0	20.4474	17.644	23.2873	very_low	20.4474	17.644	23.2873	rho_fallback_no_desc	0.0	0.0
A2ab3	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2ab3'4	2.0	14.766	12.0403	17.5304	very_low	14.766	12.0403	17.5304	rho_fallback_no_desc	0.0	0.0
A2ab4	1.0	10.6101			no_ci	11.3289	6.0201		single_child_interpolation	0.7188000000000017	6.774676958746871
A2ab4a	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2ac	7.0	17.7902	16.1394	19.4543	low	17.7902	16.1394	19.4543	rho_fallback_no_desc	0.0	0.0
A2ac'ai	11.0	21.1028	18.5757	23.6591	low	21.1028	18.5757	23.6591	rho_direct	0.0	0.0
A2ac1	5.0	8.9739	7.6758	10.2819	low	8.9739	7.6758	10.2819	rho_fallback_no_desc	0.0	0.0
A2ac10	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac13	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac13a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac13b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac14	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac1a	1.0	7.8917			no_ci		3.8379		single_child_interpolation		
A2ac1a1	0.0				no_ci		1.919		single_child_interpolation		
A2ac1a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac1b	3.0	5.2164	5.2164	5.2164	low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
A2ac1b+152	0.0				no_ci						
A2ac1b+16311	0.0				no_ci						
A2ac1b2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac1b3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac1b5	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac1b_152						21.1028	18.5757	23.6591	ancestor_only		
A2ac1b_16311						21.1028	18.5757	23.6591	ancestor_only		
A2ac1c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac2	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac3	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac3+16209	0.0				no_ci						
A2ac3_16209						21.1028	18.5757	23.6591	ancestor_only		
A2ac3a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac3b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac3c	0.0				no_ci		0.0		single_child_interpolation		
A2ac3c+16209	0.0				no_ci						
A2ac3c_16209						21.1028	18.5757	23.6591	ancestor_only		
A2ac4	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac5	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2ac5a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac5b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac5c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac5d	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac6	1.0	19.0125			no_ci	19.0125	0.0		rho_fallback_no_desc	0.0	0.0
A2ac6a	0.0				no_ci		0.0		single_child_interpolation		
A2ac6a1	0.0				no_ci		0.0		single_child_interpolation		
A2ac6a1^	0.0				no_ci		0.0		single_child_interpolation		
A2ac6a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac6b	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2ac6c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac7	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac7a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac7b	0.0				no_ci		0.0		single_child_interpolation		
A2ac7b1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ac9	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ad	5.0	19.0125	13.7618	24.3963	low	19.0125	13.7618	24.3963	rho_fallback_no_desc	0.0	0.0
"A2ad""ei"	5.0	21.8918	16.5687	27.3442	low	21.8918	16.5687	27.3442	rho_fallback_no_desc	0.0	0.0
"A2ad""ei^"	5.0	24.8086	19.415	30.3275	low	22.5215	18.3238	26.8158	single_child_interpolation	-2.287099999999999	9.21898051482147
"A2ad""ei^^"	5.0	27.7615	22.2996	33.345	low	23.1513	20.0788	26.2875	single_child_interpolation	-4.6102000000000025	16.606451380508986
A2ad1	2.0	7.8917	7.8917	7.8917	very_low		6.8809		single_child_interpolation		
A2ad1b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ad2	2.0	17.5872	9.4087	26.1035	very_low	17.5872	9.4087	26.1035	rho_fallback_no_desc	0.0	0.0
A2ad3	0.0				no_ci		6.8809		single_child_interpolation		
A2ad3a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ad4	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2ad4a	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
A2ad4e	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ad5	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ad5'6	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ad6	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ad7	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ad7a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ad7b	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ae	4.0	17.5872	14.0246	21.2123	low	17.5872	14.0246	21.2123	rho_fallback_no_desc	0.0	0.0
A2ae1	3.0	13.3705	10.2499	16.5433	low	13.3705	10.2499	16.5433	rho_fallback_no_desc	0.0	0.0
A2ae1a	2.0	11.9851	9.2999	14.71	very_low	11.9851	9.2999	14.71	rho_fallback_no_desc	0.0	0.0
A2ae1a1	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
A2ae1a2	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2ae1b	0.0				no_ci		5.125		single_child_interpolation		
A2ae1b1	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ae1c	0.0				no_ci		0.0		rho_fallback_no_desc		
A2ae2	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
A2af	16.0	27.2051	24.5045	29.9355	low	27.2051	24.5045	29.9355	rho_direct	0.0	0.0
A2af'cv	16.0	32.4455	29.979	34.9346	low	32.4455	29.979	34.9346	rho_direct	0.0	0.0
A2af1	15.0	21.5057	18.7091	24.3379	low	21.5057	18.7091	24.3379	rho_direct	0.0	0.0
A2af1a	6.0	14.2997	9.9535	18.746	low	14.2997	9.9535	18.746	rho_fallback_no_desc	0.0	0.0
A2af1a1	3.0	16.1717	13.0048	19.3893	low	16.1717	13.0048	19.3893	rho_fallback_no_desc	0.0	0.0
A2af1a1+152	0.0				no_ci		6.5024		single_child_interpolation		
A2af1a1+152+195	0.0				no_ci						
A2af1a1_152_195						21.5057	18.7091	24.3379	ancestor_only		
A2af1a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
A2af1a1d	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
A2af1a1e	0.0				no_ci		0.0		rho_fallback_no_desc		
A2af1a1f	0.0				no_ci		0.0		rho_fallback_no_desc		
A2af1a1g	1.0	13.3705			no_ci		6.5024		single_child_interpolation		
A2af1a1g+16519	0.0				no_ci						
A2af1a1g_16519						21.5057	18.7091	24.3379	ancestor_only		
A2af1a1h	0.0				no_ci		0.0		rho_fallback_no_desc		
A2af1a1i	0.0				no_ci		0.0		rho_fallback_no_desc		
A2af1a2	2.0	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
A2af1b	9.0	21.57	19.5859	23.5719	low	21.57	19.5859	23.5719	rho_fallback_no_desc	0.0	0.0
