haplogroup	n_samples	rho_age_kya	rho_ci95_lower_kya	rho_ci95_upper_kya	confidence	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	calibration_method	diff_kya	rel_diff_pct
K2b1a1a1b	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1a1c	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1a2	0.0				no_ci		0.1026		single_child_interpolation		
K2b1a1a2a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1a3	0.0				no_ci		0.1026		single_child_interpolation		
K2b1a1a3+16192	0.0				no_ci						
K2b1a1a3_16192						12.8498	10.0979	15.6426	ancestor_only		
K2b1a1a4	1.0	13.3705			no_ci	10.6101	0.1026		single_child_interpolation	-2.7604000000000006	20.645450805878617
K2b1a1a4a	1.0	10.6101			no_ci	7.9132	0.0513		single_child_interpolation	-2.6968999999999994	25.418233569900373
K2b1a1a4a1	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
K2b1a1a5	0.0				no_ci		0.1026		single_child_interpolation		
K2b1a1a5a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1a6	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1a7	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1a8	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1a9	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1b	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
K2b1a1b1	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1b2	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1c	0.0				no_ci		2.9121		single_child_interpolation		
K2b1a1c2	0.0				no_ci		1.456		single_child_interpolation		
K2b1a1c2a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1d	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1g	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1h	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1i	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1i1	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1i2	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1j	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1j1	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1j2	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1k	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1k1	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1k2	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1l	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1m	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a1n	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a2	3.0	6.995	5.2518	8.7569	low	6.995	5.2518	8.7569	rho_fallback_no_desc	0.0	0.0
K2b1a3	2.0	10.6101	5.3225	16.0588	very_low	10.6101	5.3225	16.0588	rho_fallback_no_desc	0.0	0.0
K2b1a3a	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
K2b1a3b	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a3c	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a3d	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
K2b1a4	2.0	14.766	6.7092	23.1707	very_low	14.766	6.7092	23.1707	rho_fallback_no_desc	0.0	0.0
K2b1a4'11'16	2.0	17.5872	9.4087	26.1035	very_low	17.5872	9.4087	26.1035	rho_fallback_no_desc	0.0	0.0
K2b1a4b	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
K2b1a4c	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a4d	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
K2b1a4e	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a5	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a5a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a5c	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a5c1	0.0				no_ci		0.0		single_child_interpolation		
K2b1a5c1a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a5c2	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a5d	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a6	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
K2b1a7	0.0				no_ci		5.0489		single_child_interpolation		
K2b1a7a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a8	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
K2b1a9	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a9'10	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a9a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a9b	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1a_16189						12.8498	10.0979	15.6426	ancestor_only		
K2b1b	2.0	9.2456	6.6021	11.9299	very_low	9.2456	6.6021	11.9299	rho_fallback_no_desc	0.0	0.0
K2b1b1	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
"K2b1b1""12"	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
K2b1b10	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b10a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b10b	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b11	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
K2b1b12	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b1a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b1a1	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b1a2	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b1b	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b1c	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b2	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b3	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b3a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b3b	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b4	0.0				no_ci		0.0		single_child_interpolation		
K2b1b4a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b5	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b6	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b7	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b8	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1b9	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1c	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
K2b1d	1.0	16.1717			no_ci	16.1717	0.0		rho_fallback_no_desc	0.0	0.0
K2b1d1	0.0				no_ci		0.0		single_child_interpolation		
K2b1d1a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1d2	0.0				no_ci		0.0		single_child_interpolation		
K2b1d2a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1d3	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1d4	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
K2b1e	0.0				no_ci		7.0308		single_child_interpolation		
K2b1e3	0.0				no_ci		3.5154		single_child_interpolation		
K2b1e3b	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1f	0.0				no_ci		7.0308		single_child_interpolation		
K2b1f3	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1i	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1j	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1k	0.0				no_ci		7.0308		single_child_interpolation		
K2b1k1	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1l	0.0				no_ci		7.0308		single_child_interpolation		
K2b1l1	0.0				no_ci		3.5154		single_child_interpolation		
K2b1l1a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1m	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1m1	0.0				no_ci		0.0		single_child_interpolation		
K2b1m1a	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1m2	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1n	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1n1	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1n2	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b1o	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b2	4.0	13.3705	11.1584	15.6087	low	13.3705	11.1584	15.6087	rho_fallback_no_desc	0.0	0.0
K2b2a	3.0	7.8917	4.8676	10.971	low	7.8917	4.8676	10.971	rho_fallback_no_desc	0.0	0.0
K2b2a2	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b2a3	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
K2b2a4	0.0				no_ci		0.0		rho_fallback_no_desc		
K2b2b	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
K2c	1.0	21.8918			no_ci	12.4292	9.2434		single_child_interpolation	-9.4626	43.22440365799066
K2c1	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
K3	2.0	16.1717	10.7197	21.7759	very_low	14.8113	6.7409		single_child_interpolation	-1.360400000000002	8.412226296555104
K3'4	2.0	19.0125	13.4817	24.6912	very_low	19.0125	13.4817	24.6912	rho_fallback_no_desc	0.0	0.0
K3b	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
K3b^	1.0	10.6101			no_ci	11.3515	3.3704		single_child_interpolation	0.7414000000000005	6.987681548713024
K4	0.0				no_ci		0.0		rho_fallback_no_desc		
L0	468.0	123.8753	122.4419	125.3106	high	123.8753	122.4419	125.3106	rho_direct	0.0	0.0
L0a	298.0	43.6219	42.1722	45.0778	high	43.6219	42.1722	45.0778	rho_direct	0.0	0.0
"L0a""m"	317.0	86.6034	84.8163	88.3954	high	86.6034	84.8163	88.3954	rho_direct	0.0	0.0
"L0a""m^"	342.0	113.8462	112.3052	115.3898	high	113.8462	112.3052	115.3898	rho_direct	0.0	0.0
L0a'b'g'l'm	303.0	65.0414	63.4055	66.6831	high	65.0414	63.4055	66.6831	rho_direct	0.0	0.0
L0a'g'l'm	299.0	58.2004	56.5959	59.811	high	58.2004	56.5959	59.811	rho_direct	0.0	0.0
L0a1	129.0	29.6338	28.3506	30.9233	high	29.6338	28.3506	30.9233	rho_direct	0.0	0.0
L0a1a	57.0	23.3712	21.6128	25.143	high	23.3712	21.6128	25.143	rho_direct	0.0	0.0
L0a1a1	5.0	27.1681	19.2129	35.387	low	27.1681	19.2129	35.387	rho_fallback_no_desc	0.0	0.0
L0a1a10	2.0	26.2806	23.4039	29.1915	very_low	21.9093	19.6284	24.2152	single_child_interpolation	-4.371299999999998	16.633181890824403
L0a1a10a	2.0	20.4474	17.644	23.2873	very_low	20.4474	17.644	23.2873	rho_fallback_no_desc	0.0	0.0
L0a1a11	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a11'15	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a12	2.0	17.5872	14.8221	20.3898	very_low	19.0686	16.8266	21.3367	single_child_interpolation	1.4814000000000007	8.423171397379917
L0a1a12a	2.0	14.766	12.0403	17.5304	very_low	14.766	12.0403	17.5304	rho_fallback_no_desc	0.0	0.0
L0a1a13	0.0				no_ci		10.8064		single_child_interpolation		
L0a1a13a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a14	0.0				no_ci		10.8064		single_child_interpolation		
L0a1a14a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a15	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a1a	1.0	27.7615			no_ci		9.6065		single_child_interpolation		
L0a1a1a1	0.0				no_ci		2.4016		single_child_interpolation		
L0a1a1a1^	0.0				no_ci		4.8032		single_child_interpolation		
L0a1a1a1a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a1b	1.0	16.1717			no_ci	16.1717	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a1c	2.0	23.3456	9.5176	38.0583	very_low	23.3456	9.5176	38.0583	rho_fallback_no_desc	0.0	0.0
L0a1a1c1	1.0	27.7615			no_ci	22.6187	4.7588		single_child_interpolation	-5.142800000000001	18.52493561226879
L0a1a1c1a	1.0	21.8918			no_ci	21.8918	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a1c2	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a1d	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a1e	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2	30.0	18.2511	16.2578	20.2637	medium	18.2511	16.2578	20.2637	rho_direct	0.0	0.0
L0a1a2+146	0.0				no_ci						
L0a1a2+207	0.0				no_ci						
L0a1a2_146						18.2511	16.2578	20.2637	ancestor_only		
L0a1a2_207						18.2511	16.2578	20.2637	ancestor_only		
L0a1a2a	0.0				no_ci		0.0		rho_fallback_no_desc		
"L0a1a2a""ay"	2.0	20.4474	17.644	23.2873	very_low	20.4474	17.644	23.2873	rho_fallback_no_desc	0.0	0.0
L0a1a2a2	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2a3	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2a4	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2ad	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2ag	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2ai	2.0	17.5872	14.8221	20.3898	very_low	17.5872	14.8221	20.3898	rho_fallback_no_desc	0.0	0.0
L0a1a2ak	2.0	17.5872	14.8221	20.3898	very_low	17.6067	14.8422	20.4088	single_child_interpolation	0.01950000000000074	0.11087609170306098
L0a1a2ak1	2.0	14.766	12.0403	17.5304	very_low	14.766	12.0403	17.5304	rho_fallback_no_desc	0.0	0.0
L0a1a2an	2.0	21.8918	16.2845	27.6427	very_low	17.2114	16.2147	18.2177	single_child_interpolation	-4.680399999999999	21.379694680199886
L0a1a2an1	2.0	16.1717	16.1717	16.1717	very_low	16.1717	16.1717	16.1717	rho_fallback_no_desc	0.0	0.0
L0a1a2ao	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2ap	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a2aq	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2ar	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2as	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2at	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2au	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2ax	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2ay	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2ay^	0.0				no_ci		4.411		single_child_interpolation		
L0a1a2ay^^	0.0				no_ci		8.822		single_child_interpolation		
L0a1a2az	2.0	14.766	6.7092	23.1707	very_low	14.766	6.7092	23.1707	rho_fallback_no_desc	0.0	0.0
L0a1a2b	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2b1	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2b2	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2ba	2.0	17.5872	14.8221	20.3898	very_low	17.5872	14.8221	20.3898	rho_fallback_no_desc	0.0	0.0
L0a1a2bb	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2c	2.0	16.1717	16.1717	16.1717	very_low	16.1717	16.1717	16.1717	rho_fallback_no_desc	0.0	0.0
L0a1a2c1	0.0				no_ci		8.0859		single_child_interpolation		
L0a1a2c1+185	0.0				no_ci						
L0a1a2c1_185						18.2511	16.2578	20.2637	ancestor_only		
L0a1a2c2	2.0	16.1717	16.1717	16.1717	very_low	16.1717	16.1717	16.1717	rho_fallback_no_desc	0.0	0.0
L0a1a2d	0.0				no_ci		8.822		single_child_interpolation		
L0a1a2d1	0.0				no_ci		4.411		single_child_interpolation		
L0a1a2d1a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2e	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2i	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a2j	0.0				no_ci		8.1289		single_child_interpolation		
L0a1a2j+195	0.0				no_ci						
L0a1a2j_195						18.2511	16.2578	20.2637	ancestor_only		
L0a1a2k	0.0				no_ci		8.1289		single_child_interpolation		
L0a1a2k2	0.0				no_ci		4.0644		single_child_interpolation		
L0a1a2k2a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2l	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2l'p	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2l'p+16187	0.0				no_ci						
L0a1a2l_p_16187						18.2511	16.2578	20.2637	ancestor_only		
L0a1a2m	2.0	20.4474	12.1508	29.072	very_low	16.5085	11.4835	21.7172	single_child_interpolation	-3.9388999999999967	19.26357385291038
L0a1a2m1	2.0	14.766	6.7092	23.1707	very_low	14.766	6.7092	23.1707	rho_fallback_no_desc	0.0	0.0
L0a1a2n	2.0	16.1717	10.7197	21.7759	very_low	16.1717	10.7197	21.7759	rho_fallback_no_desc	0.0	0.0
L0a1a2o	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2p	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2r	1.0	7.8917			no_ci	11.7338	8.1289		single_child_interpolation	3.8421000000000003	48.6853276226922
L0a1a2r1	1.0	5.2164			no_ci		4.0644		single_child_interpolation		
L0a1a2r1a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2t	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2u	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2w	3.0	22.86	19.0888	26.6943	low	22.86	19.0888	26.6943	rho_fallback_no_desc	0.0	0.0
L0a1a2w1	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a2w2	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a2w3	2.0	19.0125	19.0125	19.0125	very_low	19.0125	19.0125	19.0125	rho_fallback_no_desc	0.0	0.0
L0a1a3	3.0	24.8086	16.1887	33.7535	low	24.8086	16.1887	33.7535	rho_fallback_no_desc	0.0	0.0
L0a1a3a	2.0	20.4474	6.8163	34.9901	very_low	21.1979	10.1737	32.854	single_child_interpolation	0.7505000000000024	3.6703933018378985
L0a1a3a+185	2.0	17.5872	4.1586	31.9545	very_low						
L0a1a3a_185						23.3712	21.6128	25.143	ancestor_only		
L0a1a3b	1.0	24.8086			no_ci	24.8086	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a3b1	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a3b2	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a3b3	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a4	2.0	11.9851	-1.0212	25.9855	very_low	11.9851	0.0	25.9855	rho_fallback_no_desc	0.0	0.0
L0a1a5	4.0	15.4676	12.8476	18.1228	low	15.4676	12.8476	18.1228	rho_fallback_no_desc	0.0	0.0
L0a1a5a	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a5b	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a6	2.0	11.9851	9.2999	14.71	very_low		10.8064		single_child_interpolation		
L0a1a6+207	0.0				no_ci						
L0a1a6_207						23.3712	21.6128	25.143	ancestor_only		
L0a1a7	0.0				no_ci		10.8064		single_child_interpolation		
L0a1a7a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a8	1.0	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
L0a1a8a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1a8b	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b	62.0	17.5872	16.2142	18.9694	high	17.5872	16.2142	18.9694	rho_direct	0.0	0.0
L0a1b'e	64.0	27.3905	25.8767	28.9134	high	27.3905	25.8767	28.9134	rho_direct	0.0	0.0
L0a1b1	57.0	14.3978	13.1253	15.6787	high	14.3978	13.1253	15.6787	rho_direct	0.0	0.0
L0a1b1+185	0.0				no_ci						
L0a1b1_185						14.3978	13.1253	15.6787	ancestor_only		
L0a1b1a	55.0	11.8597	10.6105	13.1174	high	11.8597	10.6105	13.1174	rho_direct	0.0	0.0
L0a1b1a1	53.0	9.6307	8.2857	10.986	high	9.6307	8.2857	10.986	rho_direct	0.0	0.0
L0a1b1a1+709	0.0				no_ci						
L0a1b1a1_709						9.6307	8.2857	10.986	ancestor_only		
L0a1b1a1a	5.0	10.6101	6.4998	14.8171	low	10.6101	6.4998	14.8171	rho_fallback_no_desc	0.0	0.0
L0a1b1a1a+16519	0.0				no_ci						
L0a1b1a1a1	1.0	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
L0a1b1a1a^	5.0	13.3705	9.1961	17.6389	low	10.1204	7.3928	12.9015	single_child_interpolation	-3.2500999999999998	24.307991473766872
L0a1b1a1a_16519						9.6307	8.2857	10.986	ancestor_only		
L0a1b1a1d	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1a1f	0.0				no_ci		4.1429		single_child_interpolation		
L0a1b1a1f2	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1a1g	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1a1h	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1a1j	17.0	7.4164	5.6615	9.1899	medium	9.5	7.9254	11.0891	single_child_interpolation	2.0835999999999997	28.094493285151824
L0a1b1a1j1	2.0	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
L0a1b1a1j1'2'3	11.0	9.3692	7.565	11.1922	low	9.3692	7.565	11.1922	rho_direct	0.0	0.0
L0a1b1a1j2	3.0	4.3344	0.9254	7.8198	low	4.3344	0.9254	7.8198	rho_fallback_no_desc	0.0	0.0
L0a1b1a1j3	6.0	11.0673	8.9195	13.2409	low	11.0673	8.9195	13.2409	rho_fallback_no_desc	0.0	0.0
L0a1b1a1k	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1a1l	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
L0a1b1a1o	0.0				no_ci		4.1429		single_child_interpolation		
L0a1b1a1o1	0.0				no_ci		2.0714		single_child_interpolation		
L0a1b1a1o1a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1a1p	8.0	5.8811	3.9814	7.8035	low		4.1429		single_child_interpolation		
L0a1b1a1p1	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1a1q	11.0	12.6135	10.1917	15.0672	low		4.1429		single_child_interpolation		
L0a1b1a1q+16187	0.0				no_ci						
L0a1b1a1q_16187						9.6307	8.2857	10.986	ancestor_only		
L0a1b1a1r	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1a1s	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1a2	0.0				no_ci		5.3053		single_child_interpolation		
L0a1b1a2b	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1a3	2.0	9.2456	-3.5408	23.0541	very_low	12.6151	5.3053		single_child_interpolation	3.3695000000000004	36.444362723890286
L0a1b1a3a	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
L0a1b1a5	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1b	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
L0a1b1c	0.0				no_ci		6.5626		single_child_interpolation		
L0a1b1c1	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1d	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b1e	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2	3.0	10.6101	4.5195	16.9156	low	10.6101	4.5195	16.9156	rho_fallback_no_desc	0.0	0.0
L0a1b2a	2.0	7.8917	-2.3374	18.7838	very_low	7.8917	0.0	18.7838	rho_fallback_no_desc	0.0	0.0
L0a1b2a10	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2a2	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2a2'3'4'8	1.0	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
L0a1b2a3	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2a4	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2a5	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2a6	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2a7	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2a8	1.0	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
L0a1b2a9	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2b	1.0	7.8917			no_ci	7.9132	2.2597		single_child_interpolation	0.02149999999999963	0.27243813120113064
L0a1b2b2	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
L0a1b2b2a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2b2b	0.0				no_ci		0.0		single_child_interpolation		
L0a1b2b2b1	0.0				no_ci		0.0		single_child_interpolation		
L0a1b2b2b1b	0.0				no_ci		0.0		single_child_interpolation		
L0a1b2b2b1b1	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2c	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b2d	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b5	0.0				no_ci		8.1071		single_child_interpolation		
L0a1b5a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b6	0.0				no_ci		8.1071		single_child_interpolation		
L0a1b6a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1b7	0.0				no_ci		8.1071		single_child_interpolation		
L0a1b7a	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1c	3.0	31.7533	29.7897	33.7314	low	31.7533	29.7897	33.7314	rho_fallback_no_desc	0.0	0.0
L0a1c1	2.0	19.0125	19.0125	19.0125	very_low	19.0125	19.0125	19.0125	rho_fallback_no_desc	0.0	0.0
L0a1c1^	2.0	21.8918	21.8918	21.8918	very_low	25.3829	24.4011	26.372	single_child_interpolation	3.4910999999999994	15.947066938305666
L0a1c1a	1.0	16.1717			no_ci	16.1915	9.5062		single_child_interpolation	0.01980000000000004	0.12243610752116374
L0a1c1a1	1.0	13.3705			no_ci	13.3705	0.0		rho_fallback_no_desc	0.0	0.0
L0a1c1b	0.0				no_ci		9.5062		single_child_interpolation		
L0a1c1b1	0.0				no_ci		0.0		rho_fallback_no_desc		
L0a1c1c	1.0	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
L0a1c3	1.0	33.7719			no_ci	23.9625	14.8948		single_child_interpolation	-9.809400000000004	29.046041235464997
L0a1c3a	1.0	16.1717			no_ci	16.1717	0.0		rho_fallback_no_desc	0.0	0.0
