Category	Group	Window Type	Time Window	Window Start (Years)	Window End (Years)	Feature	Median	Lower 95% HPD	Upper 95% HPD	Directional Posterior Probability	Probability Statement	Reliable Window Coverage	Usable	At Window Boundary
Sichuan Basin	Sichuan Region	Time Period	13000-13500 Years	13000	13500	Mean Log Effective Population Size	10.54133	9.26927	12.30576			0.000	No	
Sichuan Basin	Sichuan Region	Time Period	13000-13500 Years	13000	13500	Net Change in Log Effective Population Size	0.51515	-0.26512	1.20432	0.915	Net increase over the window	0.000	No	
Sichuan Basin	Sichuan Region	Time Period	13000-13500 Years	13000	13500	Mean Rate of Change	0.00129	-0.00066	0.00301	0.915	Positive mean rate of change	0.000	No	
Sichuan Basin	Sichuan Region	Time Period	13000-13500 Years	13000	13500	Fluctuation Amplitude	0.52164	0.05076	1.09005			0.000	No	
Sichuan Basin	Sichuan Region	Time Period	13000-13500 Years	13000	13500	Time of Maximum Expansion	13400.00000	13000.00000	13400.00000	0.990	An expansion occurs within the window	0.000	No	Yes
Sichuan Basin	Sichuan Region	Time Period	13000-13500 Years	13000	13500	Maximum Expansion Rate	1.38053	0.30145	2.36541	0.990	An expansion occurs within the window	0.000	No	
Sichuan Basin	Sichuan Region	Time Period	13000-13500 Years	13000	13500	Time of Maximum Contraction	13000.00000	13000.00000	13400.00000	0.080	A contraction occurs within the window	0.000	No	Yes
Sichuan Basin	Sichuan Region	Time Period	13000-13500 Years	13000	13500	Maximum Contraction Rate	0.78007	-0.39484	1.83211	0.080	A contraction occurs within the window	0.000	No	
Southern Segment	Corridor Segment	Time Period	13000-13500 Years	13000	13500	Mean Log Effective Population Size	9.87463	8.99345	11.13044			0.000	No	
Southern Segment	Corridor Segment	Time Period	13000-13500 Years	13000	13500	Net Change in Log Effective Population Size	0.14257	-0.58581	0.86190	0.645	Net increase over the window	0.000	No	
Southern Segment	Corridor Segment	Time Period	13000-13500 Years	13000	13500	Mean Rate of Change	0.00036	-0.00146	0.00215	0.645	Positive mean rate of change	0.000	No	
Southern Segment	Corridor Segment	Time Period	13000-13500 Years	13000	13500	Fluctuation Amplitude	0.26896	0.01548	0.80603			0.000	No	
Southern Segment	Corridor Segment	Time Period	13000-13500 Years	13000	13500	Time of Maximum Expansion	13400.00000	13000.00000	13400.00000	0.840	An expansion occurs within the window	0.000	No	Yes
Southern Segment	Corridor Segment	Time Period	13000-13500 Years	13000	13500	Maximum Expansion Rate	0.59906	-0.42888	1.52202	0.840	An expansion occurs within the window	0.000	No	
Southern Segment	Corridor Segment	Time Period	13000-13500 Years	13000	13500	Time of Maximum Contraction	13000.00000	13000.00000	13400.00000	0.410	A contraction occurs within the window	0.000	No	Yes
Southern Segment	Corridor Segment	Time Period	13000-13500 Years	13000	13500	Maximum Contraction Rate	0.10765	-1.02694	1.12136	0.410	A contraction occurs within the window	0.000	No	
Western Highland	Highland	Time Period	13000-13500 Years	13000	13500	Mean Log Effective Population Size	9.33912	8.48086	10.04394			1.000	Yes	
Western Highland	Highland	Time Period	13000-13500 Years	13000	13500	Net Change in Log Effective Population Size	0.00367	-0.26944	0.26751	0.515	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Period	13000-13500 Years	13000	13500	Mean Rate of Change	0.00001	-0.00067	0.00067	0.515	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Period	13000-13500 Years	13000	13500	Fluctuation Amplitude	0.08518	0.00461	0.27220			1.000	Yes	
Western Highland	Highland	Time Period	13000-13500 Years	13000	13500	Time of Maximum Expansion	13200.00000	13000.00000	13400.00000	0.600	An expansion occurs within the window	1.000	Yes	No
Western Highland	Highland	Time Period	13000-13500 Years	13000	13500	Maximum Expansion Rate	0.05933	-0.44732	0.52789	0.600	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Period	13000-13500 Years	13000	13500	Time of Maximum Contraction	13000.00000	13000.00000	13400.00000	0.625	A contraction occurs within the window	1.000	Yes	Yes
Western Highland	Highland	Time Period	13000-13500 Years	13000	13500	Maximum Contraction Rate	-0.06368	-0.57952	0.40779	0.625	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Mean Log Effective Population Size	8.73710	8.13677	9.35728			1.000	Yes	
Central Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Net Change in Log Effective Population Size	-0.00374	-0.23393	0.36733	0.485	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Mean Rate of Change	-0.00001	-0.00058	0.00092	0.485	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Fluctuation Amplitude	0.08421	0.00314	0.32804			1.000	Yes	
Central Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Time of Maximum Expansion	13600.00000	13600.00000	14000.00000	0.530	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Maximum Expansion Rate	0.01773	-0.49180	0.44722	0.530	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Time of Maximum Contraction	14000.00000	13600.00000	14000.00000	0.625	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Maximum Contraction Rate	-0.09326	-0.57357	0.37998	0.625	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Period	13500-14000 Years	13500	14000	Mean Log Effective Population Size	9.98087	9.32502	10.80735			1.000	Yes	
North China	Northern Lowland	Time Period	13500-14000 Years	13500	14000	Net Change in Log Effective Population Size	0.04542	-0.42701	0.33884	0.570	Net increase over the window	1.000	Yes	
North China	Northern Lowland	Time Period	13500-14000 Years	13500	14000	Mean Rate of Change	0.00011	-0.00107	0.00085	0.570	Positive mean rate of change	1.000	Yes	
North China	Northern Lowland	Time Period	13500-14000 Years	13500	14000	Fluctuation Amplitude	0.11762	0.00441	0.40739			1.000	Yes	
North China	Northern Lowland	Time Period	13500-14000 Years	13500	14000	Time of Maximum Expansion	14000.00000	13600.00000	14000.00000	0.770	An expansion occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Period	13500-14000 Years	13500	14000	Maximum Expansion Rate	0.20758	-0.38796	0.77290	0.770	An expansion occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Period	13500-14000 Years	13500	14000	Time of Maximum Contraction	13600.00000	13600.00000	14000.00000	0.490	A contraction occurs within the window	1.000	Yes	Yes
North China	Northern Lowland	Time Period	13500-14000 Years	13500	14000	Maximum Contraction Rate	0.01924	-0.87464	0.56847	0.490	A contraction occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Mean Log Effective Population Size	9.74342	9.31841	10.40805			1.000	Yes	
Northern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Net Change in Log Effective Population Size	0.02008	-0.23831	0.27645	0.595	Net increase over the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Mean Rate of Change	0.00005	-0.00060	0.00069	0.595	Positive mean rate of change	1.000	Yes	
Northern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Fluctuation Amplitude	0.07583	0.00359	0.26637			1.000	Yes	
Northern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Time of Maximum Expansion	14000.00000	13600.00000	14000.00000	0.745	An expansion occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Maximum Expansion Rate	0.11976	-0.40986	0.56129	0.745	An expansion occurs within the window	1.000	Yes	
Northern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Time of Maximum Contraction	13600.00000	13600.00000	14000.00000	0.535	A contraction occurs within the window	1.000	Yes	Yes
Northern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Maximum Contraction Rate	-0.01858	-0.49591	0.46140	0.535	A contraction occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Mean Log Effective Population Size	8.76685	7.99597	9.51402			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Net Change in Log Effective Population Size	-0.03203	-0.33872	0.15450	0.350	Net increase over the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Mean Rate of Change	-0.00008	-0.00085	0.00039	0.350	Positive mean rate of change	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Fluctuation Amplitude	0.06956	0.00179	0.28274			1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Time of Maximum Expansion	14000.00000	13600.00000	14000.00000	0.310	An expansion occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Maximum Expansion Rate	-0.07018	-0.44589	0.38630	0.310	An expansion occurs within the window	1.000	Yes	
Panxi and Liangshan	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Time of Maximum Contraction	13600.00000	13600.00000	14000.00000	0.785	A contraction occurs within the window	1.000	Yes	Yes
Panxi and Liangshan	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Maximum Contraction Rate	-0.14605	-0.84695	0.21251	0.785	A contraction occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	13500-14000 Years	13500	14000	Mean Log Effective Population Size	9.46713	8.89794	10.28388			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	13500-14000 Years	13500	14000	Net Change in Log Effective Population Size	0.00801	-0.27543	0.36802	0.515	Net increase over the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	13500-14000 Years	13500	14000	Mean Rate of Change	0.00002	-0.00069	0.00092	0.515	Positive mean rate of change	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	13500-14000 Years	13500	14000	Fluctuation Amplitude	0.10942	0.00096	0.34519			1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	13500-14000 Years	13500	14000	Time of Maximum Expansion	13800.00000	13600.00000	14000.00000	0.585	An expansion occurs within the window	1.000	Yes	No
Qinghai-Tibet Plateau Core	Highland	Time Period	13500-14000 Years	13500	14000	Maximum Expansion Rate	0.08369	-0.33570	0.75099	0.585	An expansion occurs within the window	1.000	Yes	
Qinghai-Tibet Plateau Core	Highland	Time Period	13500-14000 Years	13500	14000	Time of Maximum Contraction	13800.00000	13600.00000	14000.00000	0.555	A contraction occurs within the window	1.000	Yes	No
Qinghai-Tibet Plateau Core	Highland	Time Period	13500-14000 Years	13500	14000	Maximum Contraction Rate	-0.02696	-0.44963	0.65809	0.555	A contraction occurs within the window	1.000	Yes	
Sichuan Basin	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Mean Log Effective Population Size	9.65534	8.69618	10.82680			0.000	No	
Sichuan Basin	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Net Change in Log Effective Population Size	0.55093	-0.47215	1.56616	0.850	Net increase over the window	0.000	No	
Sichuan Basin	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Mean Rate of Change	0.00138	-0.00118	0.00392	0.850	Positive mean rate of change	0.000	No	
Sichuan Basin	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Fluctuation Amplitude	0.57183	0.02640	1.28924			0.000	No	
Sichuan Basin	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Time of Maximum Expansion	13600.00000	13600.00000	14000.00000	0.965	An expansion occurs within the window	0.000	No	Yes
Sichuan Basin	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Maximum Expansion Rate	1.40282	0.03524	2.67623	0.965	An expansion occurs within the window	0.000	No	
Sichuan Basin	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Time of Maximum Contraction	14000.00000	13600.00000	14000.00000	0.170	A contraction occurs within the window	0.000	No	Yes
Sichuan Basin	Sichuan Region	Time Period	13500-14000 Years	13500	14000	Maximum Contraction Rate	0.86180	-0.36001	2.41771	0.170	A contraction occurs within the window	0.000	No	
Southern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Mean Log Effective Population Size	9.66049	8.48812	10.65085			0.000	No	
Southern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Net Change in Log Effective Population Size	0.26774	-0.68335	1.09847	0.695	Net increase over the window	0.000	No	
Southern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Mean Rate of Change	0.00067	-0.00171	0.00275	0.695	Positive mean rate of change	0.000	No	
Southern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Fluctuation Amplitude	0.33653	0.01937	0.95279			0.000	No	
Southern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Time of Maximum Expansion	13800.00000	13600.00000	14000.00000	0.880	An expansion occurs within the window	0.000	No	No
Southern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Maximum Expansion Rate	0.72450	-0.58367	2.10408	0.880	An expansion occurs within the window	0.000	No	
Southern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Time of Maximum Contraction	13700.00000	13600.00000	14000.00000	0.325	A contraction occurs within the window	0.000	No	No
Southern Segment	Corridor Segment	Time Period	13500-14000 Years	13500	14000	Maximum Contraction Rate	0.29738	-1.15389	1.51511	0.325	A contraction occurs within the window	0.000	No	
Western Highland	Highland	Time Period	13500-14000 Years	13500	14000	Mean Log Effective Population Size	9.35769	8.54935	10.04110			1.000	Yes	
Western Highland	Highland	Time Period	13500-14000 Years	13500	14000	Net Change in Log Effective Population Size	0.00143	-0.24546	0.35134	0.510	Net increase over the window	1.000	Yes	
Western Highland	Highland	Time Period	13500-14000 Years	13500	14000	Mean Rate of Change	0.00000	-0.00061	0.00088	0.510	Positive mean rate of change	1.000	Yes	
Western Highland	Highland	Time Period	13500-14000 Years	13500	14000	Fluctuation Amplitude	0.09859	0.00210	0.32700			1.000	Yes	
Western Highland	Highland	Time Period	13500-14000 Years	13500	14000	Time of Maximum Expansion	13800.00000	13600.00000	14000.00000	0.625	An expansion occurs within the window	1.000	Yes	No
Western Highland	Highland	Time Period	13500-14000 Years	13500	14000	Maximum Expansion Rate	0.04915	-0.44601	0.58534	0.625	An expansion occurs within the window	1.000	Yes	
Western Highland	Highland	Time Period	13500-14000 Years	13500	14000	Time of Maximum Contraction	13800.00000	13600.00000	14000.00000	0.600	A contraction occurs within the window	1.000	Yes	No
Western Highland	Highland	Time Period	13500-14000 Years	13500	14000	Maximum Contraction Rate	-0.03367	-0.46157	0.47887	0.600	A contraction occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	14000-14500 Years	14000	14500	Mean Log Effective Population Size	8.74150	8.09757	9.36340			1.000	Yes	
Central Segment	Corridor Segment	Time Period	14000-14500 Years	14000	14500	Net Change in Log Effective Population Size	-0.01516	-0.21094	0.16743	0.435	Net increase over the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	14000-14500 Years	14000	14500	Mean Rate of Change	-0.00004	-0.00053	0.00042	0.435	Positive mean rate of change	1.000	Yes	
Central Segment	Corridor Segment	Time Period	14000-14500 Years	14000	14500	Fluctuation Amplitude	0.06041	0.00150	0.19642			1.000	Yes	
Central Segment	Corridor Segment	Time Period	14000-14500 Years	14000	14500	Time of Maximum Expansion	14000.00000	14000.00000	14400.00000	0.575	An expansion occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Period	14000-14500 Years	14000	14500	Maximum Expansion Rate	0.03448	-0.37535	0.50320	0.575	An expansion occurs within the window	1.000	Yes	
Central Segment	Corridor Segment	Time Period	14000-14500 Years	14000	14500	Time of Maximum Contraction	14400.00000	14000.00000	14400.00000	0.715	A contraction occurs within the window	1.000	Yes	Yes
Central Segment	Corridor Segment	Time Period	14000-14500 Years	14000	14500	Maximum Contraction Rate	-0.10694	-0.58008	0.36946	0.715	A contraction occurs within the window	1.000	Yes	
North China	Northern Lowland	Time Period	14000-14500 Years	14000	14500	Mean Log Effective Population Size	9.87888	9.17387	10.58460			1.000	Yes	
