Id	Source	Data	Haplogroup	Fasta-8M	Fasta-2.3M	Placement	Population	Province	Population_Province	City	Latitude	Longitude	Province_latitude	Province_longitude	Elevation	Elevation_source	Country	Continent	Language_family_geo	Language	Language_simplify	Tiplabel_base	Tiplabel_unique	Corridor_and_key_regions	Corridor_subregion	Corridor_NCS	Sichuan_geographic_regions	Elevation_group
GSRD008135A00_BB0_02	Published_TP_FYH	Published	O2a2b1a1a1a4a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Nyingchi	29.654	94.362	29.65	91.1409	4536.064453	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Nyingchi_O2a2b1a1a1a4a	Tibetan_Xizang_Nyingchi_O2a2b1a1a1a4a_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
XiZ-046_BB0_00	Published_TP_FYH	Published	O2a2b1a1a1a4a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Chamdo	31.14	97.18	29.65	91.1409	3671.410889	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Chamdo_O2a2b1a1a1a4a	Tibetan_Xizang_Chamdo_O2a2b1a1a1a4a_1	Zang_Yi_Corridor_Core	West_Highland	Northern	Non_Sichuan	High
GSRD008115A00_BB0_01	Published_TP_FYH	Published	O2a2b1a1a1a4a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Chamdo	31.14	97.18	29.65	91.1409	3362.157227	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Chamdo_O2a2b1a1a1a4a	Tibetan_Xizang_Chamdo_O2a2b1a1a1a4a_2	Zang_Yi_Corridor_Core	West_Highland	Northern	Non_Sichuan	High
GSRD008130A00_BB0_01	Published_TP_FYH	Published	O2a2b1a1a1a4a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Chamdo	31.14	97.18	29.65	91.1409	3237.488525	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Chamdo_O2a2b1a1a1a4a	Tibetan_Xizang_Chamdo_O2a2b1a1a1a4a_3	Zang_Yi_Corridor_Core	West_Highland	Northern	Non_Sichuan	High
111-1258-6009	Published_MBE	Published	O2a2b1a1a1a4a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	31.260864	88.894703	29.65	91.1409	5072	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a1a1a4a	Tibetan_Xizang_Shigatse_O2a2b1a1a1a4a_19	QTP_Core	West_Highland	Northern	Non_Sichuan	High
111-1252-6340	Published_MBE	Published	O2a2b1a1a1a4a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	31.260864	88.894703	29.65	91.1409	5072	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a1a1a4a	Tibetan_Xizang_Shigatse_O2a2b1a1a1a4a_20	QTP_Core	West_Highland	Northern	Non_Sichuan	High
111-1268-5504	Published_MBE	Published	O2a2b1a1a1a4a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	31.260864	88.894703	29.65	91.1409	5072	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a1a1a4a	Tibetan_Xizang_Shigatse_O2a2b1a1a1a4a_21	QTP_Core	West_Highland	Northern	Non_Sichuan	High
CRR007153	New_Xibe	New	O2a2b1a1a1a4a2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	28.8992	88.0217	29.65	91.1409	3854	queried_opentopodata_aster30m	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a1a1a4a2	Tibetan_Xizang_Shigatse_O2a2b1a1a1a4a2_1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
XiZ-219_BB0_00	Published_TP_FYH	Published	O2a2b1a1a1a4a2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	28.8992	88.0217	29.65	91.1409	4082.391113	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a1a1a4a2	Tibetan_Xizang_Shigatse_O2a2b1a1a1a4a2_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020345A00_BB1_01	Published_TP_FYH	Published	O2a2b1a1a1a4a2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a1a1a4a2	Tibetan_Xizang_Lhasa_O2a2b1a1a1a4a2_1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Cntl-1872_BB0_00	Published_TP_FYH	Published	O2a2b1a1a1a4a2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3661.25	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a1a1a4a2	Tibetan_Xizang_Lhasa_O2a2b1a1a1a4a2_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Cntl-1841_BB0_00	Published_TP_FYH	Published	O2a2b1a1a1a4a2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3661.25	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a1a1a4a2	Tibetan_Xizang_Lhasa_O2a2b1a1a1a4a2_3	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Cntl-1874_BB0_00	Published_TP_FYH	Published	O2a2b1a1a1a4a2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3661.25	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a1a1a4a2	Tibetan_Xizang_Lhasa_O2a2b1a1a1a4a2_4	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Cntl-1830_BB0_00	Published_TP_FYH	Published	O2a2b1a1a1a4a2a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3661.25	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a1a1a4a2a	Tibetan_Xizang_Lhasa_O2a2b1a1a1a4a2a	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD009884A00_BB0_00	Published_TP_FYH	Published	O2a2b1a1a1a4a2a3	Yes	Yes	No	Yi	Xizang	Yi_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.945313	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Yi_Xizang_Lhasa_O2a2b1a1a1a4a2a3	Yi_Xizang_Lhasa_O2a2b1a1a1a4a2a3	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020498A00_BB1_01	Published_TP_FYH	Published	O2a2b1a1a1b2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a1a1b2	Tibetan_Xizang_Lhasa_O2a2b1a1a1b2_1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020493A00_BB1_01	Published_TP_FYH	Published	O2a2b1a1a1b2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a1a1b2	Tibetan_Xizang_Lhasa_O2a2b1a1a1b2_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD021015A00_BB1_01	Published_TP_FYH	Published	O2a2b1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a1b	Tibetan_Xizang_Lhasa_O2a2b1a1b	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020679A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1a1	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a1	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a1_1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020628A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1a1	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a1	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a1_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD021023A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1a1	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a1	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a1_3	QTP_Core	West_Highland	Northern	Non_Sichuan	High
111-1379-4861	Published_MBE	Published	O2a2b1a2a1a1a1a1a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	31.260864	88.894703	29.65	91.1409	5072	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a2a1a1a1a1a	Tibetan_Xizang_Shigatse_O2a2b1a2a1a1a1a1a	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD021051A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1a1a1a1a1a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a1a1a1a1a	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a1a1a1a1a_1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020592A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1a1a1a1a1a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a1a1a1a1a	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a1a1a1a1a_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Cntl-1880_BB0_00	Published_TP_FYH	Published	O2a2b1a2a1a1a2a1	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3661.25	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a2a1	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1a2a1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Cntl-1790_BB0_00	Published_TP_FYH	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	28.8992	88.0217	29.65	91.1409	4082.391113	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a2a1a1b	Tibetan_Xizang_Shigatse_O2a2b1a2a1a1b_1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Cntl-1942_BB0_00	Published_TP_FYH	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3661.25	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b_1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Cntl-1887_BB0_00	Published_TP_FYH	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3661.25	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020322A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b_3	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020687A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b_4	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020348A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b_5	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD021008A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b_6	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD021083A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b_7	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020376A00_BB1_01	Published_TP_FYH	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b	Tibetan_Xizang_Lhasa_O2a2b1a2a1a1b_8	QTP_Core	West_Highland	Northern	Non_Sichuan	High
111-1291-4543	Published_MBE	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	31.260864	88.894703	29.65	91.1409	5072	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a2a1a1b	Tibetan_Xizang_Shigatse_O2a2b1a2a1a1b_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Y7284	Published_MBE	Published	O2a2b1a2a1a1b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	31.260864	88.894703	29.65	91.1409	5072	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a2a1a1b	Tibetan_Xizang_Shigatse_O2a2b1a2a1a1b_3	QTP_Core	West_Highland	Northern	Non_Sichuan	High
111-1486-0343	Published_MBE	Published	O2a2b1a2a1a3	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	31.260864	88.894703	29.65	91.1409	5072	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a2a1a3	Tibetan_Xizang_Shigatse_O2a2b1a2a1a3	QTP_Core	West_Highland	Northern	Non_Sichuan	High
111-1738-8325	Published_MBE	Published	O2a2b1a2a2a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	31.260864	88.894703	29.65	91.1409	5072	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_O2a2b1a2a2a	Tibetan_Xizang_Shigatse_O2a2b1a2a2a	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020370A00_BB1_01	Published_TP_FYH	Published	Q1a1a1a	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_Q1a1a1a	Tibetan_Xizang_Lhasa_Q1a1a1a	QTP_Core	West_Highland	Northern	Non_Sichuan	High
111-1828-6118	Published_MBE	Published	Q1a1a1b1	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	31.260864	88.894703	29.65	91.1409	5072	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_Q1a1a1b1	Tibetan_Xizang_Shigatse_Q1a1a1b1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020603A00_BB1_01	Published_TP_FYH	Published	Q1b1b1	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_Q1b1b1	Tibetan_Xizang_Lhasa_Q1b1b1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020249A00_BB1_01	Published_TP_FYH	Published	Q2a1c1b1	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	28.8992	88.0217	29.65	91.1409	4349.73	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_Q2a1c1b1	Tibetan_Xizang_Shigatse_Q2a1c1b1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Cntl-1937_BB0_00	Published_TP_FYH	Published	R1a1a1b2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3661.25	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_R1a1a1b2	Tibetan_Xizang_Lhasa_R1a1a1b2_1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
Cntl-1925_BB0_00	Published_TP_FYH	Published	R1a1a1b2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3661.25	metadata_existing	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_R1a1a1b2	Tibetan_Xizang_Lhasa_R1a1a1b2_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020381A00_BB1_01	Published_TP_FYH	Published	R1a1a1b2a1a2c2d	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_R1a1a1b2a1a2c2d	Tibetan_Xizang_Lhasa_R1a1a1b2a1a2c2d_1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020380A00_BB1_01	Published_TP_FYH	Published	R1a1a1b2a1a2c2d	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_R1a1a1b2a1a2c2d	Tibetan_Xizang_Lhasa_R1a1a1b2a1a2c2d_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
CRR007157	New_Xibe	New	R1a1a1b2a1a2c2d4	Yes	Yes	No	Sherpa	Xizang	Sherpa_Xizang	Shigatse	28.8992	88.0217	29.65	91.1409	3854	queried_opentopodata_aster30m	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Sherpa_Xizang_Shigatse_R1a1a1b2a1a2c2d4	Sherpa_Xizang_Shigatse_R1a1a1b2a1a2c2d4	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020375A00_BB1_01	Published_TP_FYH	Published	R1a1a1b2a2a1d5	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_R1a1a1b2a2a1d5	Tibetan_Xizang_Lhasa_R1a1a1b2a2a1d5	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020652A00_BB1_01	Published_TP_FYH	Published	R1a1a1b2a2b	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_R1a1a1b2a2b	Tibetan_Xizang_Lhasa_R1a1a1b2a2b	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020386A00_BB1_01	Published_TP_FYH	Published	R1b1a2b1	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_R1b1a2b1	Tibetan_Xizang_Lhasa_R1b1a2b1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020255A00_BB1_01	Published_TP_FYH	Published	R1b2b2	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Shigatse	28.8992	88.0217	29.65	91.1409	4349.73	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Shigatse_R1b2b2	Tibetan_Xizang_Shigatse_R1b2b2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020847A00_BB1_01	Published_TP_FYH	Published	R2b1	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_R2b1	Tibetan_Xizang_Lhasa_R2b1_1	QTP_Core	West_Highland	Northern	Non_Sichuan	High
GSRD020882A00_BB1_01	Published_TP_FYH	Published	R2b1	Yes	Yes	No	Tibetan	Xizang	Tibetan_Xizang	Lhasa	29.6441	91.1145	29.65	91.1409	3651.4	clean_city_level_metadata_20260626	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Tibetan_Xizang_Lhasa_R2b1	Tibetan_Xizang_Lhasa_R2b1_2	QTP_Core	West_Highland	Northern	Non_Sichuan	High
023-0001-8673	New_Yunnan	New	C1b1a2b	Yes	Yes	No	Miao	Yunnan	Miao_Yunnan	Qujing	24.88861	104.30417	25.0389	102.7183	1491	queried_opentopodata_aster30m	China	East_Asia	North_Hmong_Mien	Hmong_Mien	Hmong_Mien	Miao_Yunnan_Qujing_C1b1a2b	Miao_Yunnan_Qujing_C1b1a2b	South_China	South_Corridor	Southern	Non_Sichuan	Low
111-1589-8581	New_Cohort_YHC	New	C1b1a2b	Yes	Yes	No	Han	Yunnan	Han_Yunnan	Qujing	25.49002	103.79625	25.0389	102.7183	1873	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Yunnan_Qujing_C1b1a2b	Han_Yunnan_Qujing_C1b1a2b	South_China	South_Corridor	Southern	Non_Sichuan	Middle
111-1584-0337	New_Cohort_YHC	New	C1b1a2b	Yes	Yes	No	Han	Yunnan	Han_Yunnan	Zhaotong	27.33817	103.7168	25.0389	102.7183	1935	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Yunnan_Zhaotong_C1b1a2b	Han_Yunnan_Zhaotong_C1b1a2b	South_China	South_Corridor	Southern	Non_Sichuan	Middle
023-0001-8773	New_Yunnan	New	C1b1a2b	Yes	Yes	No	Yi	Yunnan	Yi_Yunnan	Dali	26.113057	99.956675	25.0389	102.7183	2059	queried_opentopodata_aster30m	China	East_Asia	North_Tibeto_Burman	Tibeto_Burman	Sino_Tibetan	Yi_Yunnan_Dali_C1b1a2b	Yi_Yunnan_Dali_C1b1a2b_1	Zang_Yi_Corridor_Core	South_Corridor	Southern	Non_Sichuan	Middle
