Id	Source	Data	Haplogroup	Fasta-8M	Fasta-2.3M	Placement	Population	Province	Population_Province	City	Latitude	Longitude	Province_latitude	Province_longitude	Elevation	Elevation_source	Country	Continent	Language_family_geo	Language	Language_simplify	Tiplabel_base	Tiplabel_unique	Corridor_and_key_regions	Corridor_subregion	Corridor_NCS	Sichuan_geographic_regions	Elevation_group
2BD20220300007	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_5	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300030	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_6	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300037	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_7	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300065	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_8	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
WDC11806290189	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_9	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
WDC11806290190	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_10	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
WDC11806290193	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_11	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
WDC11806290201	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_12	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
WDC11806290207	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_13	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300006	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_14	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300023	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_15	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300005	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_16	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300018	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_17	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300046	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_18	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300044	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_19	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300045	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_20	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300010	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_21	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300028	Published_SA_M7	Published	O1b1a1a1a1b2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1	Li_Hainan_Haikou_O1b1a1a1a1b2a1a1_22	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1709-0488	Published_MBE	Published	O2a1b1a1a1a1h1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	222	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O2a1b1a1a1a1h1a1	Li_Hainan_Haikou_O2a1b1a1a1a1h1a1	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2W651811582234	Published_SA_M7	Published	O2a2a1a2a1a1a2a1a1	Yes	Yes	No	Miao	Hainan	Miao_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Hmong_Mien	Hmong_Mien	Hmong_Mien	Miao_Hainan_Haikou_O2a2a1a2a1a1a2a1a1	Miao_Hainan_Haikou_O2a2a1a2a1a1a2a1a1_1	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2W761811581182	Published_SA_M7	Published	O2a2a1a2a1a1a2a1a1	Yes	Yes	No	Miao	Hainan	Miao_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Hmong_Mien	Hmong_Mien	Hmong_Mien	Miao_Hainan_Haikou_O2a2a1a2a1a1a2a1a1	Miao_Hainan_Haikou_O2a2a1a2a1a1a2a1a1_2	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300013	Published_SA_M7	Published	O2a2a1a2a1b	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O2a2a1a2a1b	Li_Hainan_Haikou_O2a2a1a2a1b_1	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300031	Published_SA_M7	Published	O2a2a1a2a1b	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O2a2a1a2a1b	Li_Hainan_Haikou_O2a2a1a2a1b_2	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300036	Published_SA_M7	Published	O2a2a1a2a1b	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O2a2a1a2a1b	Li_Hainan_Haikou_O2a2a1a2a1b_3	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300051	Published_SA_M7	Published	O2a2b1a1a1a3a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O2a2b1a1a1a3a1a1	Li_Hainan_Haikou_O2a2b1a1a1a3a1a1_1	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300027	Published_SA_M7	Published	O2a2b1a1a1a3a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O2a2b1a1a1a3a1a1	Li_Hainan_Haikou_O2a2b1a1a1a3a1a1_2	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300003	Published_SA_M7	Published	O2a2b1a1a1a4a2a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O2a2b1a1a1a4a2a1	Li_Hainan_Haikou_O2a2b1a1a1a4a2a1	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
2BD20220300029	Published_SA_M7	Published	O2a2b1a1a1d2a	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	16	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O2a2b1a1a1d2a	Li_Hainan_Haikou_O2a2b1a1a1d2a	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1592-9995	Published_MBE	Published	O2a2b1a2a1a1a2a1a1	Yes	Yes	No	Li	Hainan	Li_Hainan	Haikou	20.031	110.1983	20.0444	110.1989	222	clean_city_level_metadata_20260626	China	East_Asia	North_Tai_Kadai	Tai_Kadai	Tai_Kadai	Li_Hainan_Haikou_O2a2b1a2a1a1a2a1a1	Li_Hainan_Haikou_O2a2b1a2a1a1a2a1a1	South_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1261-2081	Published_MBE	Published	C2a1a1b1a	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_C2a1a1b1a	Man_Hebei_Qinhuangdao_C2a1a1b1a_1	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1424-0831	Published_MBE	Published	C2a1a1b1a	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_C2a1a1b1a	Man_Hebei_Qinhuangdao_C2a1a1b1a_2	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1820-4792	Published_MBE	Published	C2b1a2a2	Yes	Yes	No	Hui	Hebei	Hui_Hebei	Handan	36.436311	115.30034	38.0428	114.5149	47	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Hui_Hebei_Handan_C2b1a2a2	Hui_Hebei_Handan_C2b1a2a2	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1788-2007	Published_MBE	Published	J2a1a1a2b2a2b3a	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_J2a1a1a2b2a2b3a	Man_Hebei_Qinhuangdao_J2a1a1a2b2a2b3a	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1775-2614	Published_MBE	Published	J2a1a1b1a1a	Yes	Yes	No	Hui	Hebei	Hui_Hebei	Handan	36.436311	115.30034	38.0428	114.5149	47	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Hui_Hebei_Handan_J2a1a1b1a1a	Hui_Hebei_Handan_J2a1a1b1a1a	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1761-9283	Published_MBE	Published	J2a2a1a1a	Yes	Yes	No	Hui	Hebei	Hui_Hebei	Handan	36.436311	115.30034	38.0428	114.5149	47	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Hui_Hebei_Handan_J2a2a1a1a	Hui_Hebei_Handan_J2a2a1a1a	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
HeB-312_BB0_00	Published_SA_FN	Published	N1a2a	Yes	Yes	No	Han	Hebei	Han_Hebei		38.0428	114.5149	38.0428	114.5149	10	queried_opentopodata_aster30m	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_N1a2a	Han_Hebei_N1a2a	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
HeB-291_BB1_02-jiace1	Published_SA_FN	Published	N1a2a1	Yes	Yes	No	Han	Hebei	Han_Hebei		38.0428	114.5149	38.0428	114.5149	52	queried_opentopodata_aster30m	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_N1a2a1	Han_Hebei_N1a2a1	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1770-1025	Published_MBE	Published	N1a2a1a2	Yes	Yes	No	Hui	Hebei	Hui_Hebei	Handan	36.436311	115.30034	38.0428	114.5149	47	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Hui_Hebei_Handan_N1a2a1a2	Hui_Hebei_Handan_N1a2a1a2	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1223-6164	Published_MBE	Published	N1a2a1a2	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_N1a2a1a2	Man_Hebei_Qinhuangdao_N1a2a1a2	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
HeB-332_BB0_00	Published_SA_FN	Published	N1a3	Yes	Yes	No	Han	Hebei	Han_Hebei		38.0428	114.5149	38.0428	114.5149	77	queried_opentopodata_aster30m	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_N1a3	Han_Hebei_N1a3	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1291-2419	Published_MBE	Published	O1a3a	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_O1a3a	Man_Hebei_Qinhuangdao_O1a3a	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1812-1549	Published_MBE	Published	O1b1a1a1b	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_O1b1a1a1b	Man_Hebei_Qinhuangdao_O1b1a1a1b	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1790-6314	Published_MBE	Published	O1b2a1a2a1	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_O1b2a1a2a1	Man_Hebei_Qinhuangdao_O1b2a1a2a1	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1743-7474	Published_MBE	Published	O2a1b1a1a1a1e1b	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_O2a1b1a1a1a1e1b	Man_Hebei_Qinhuangdao_O2a1b1a1a1a1e1b	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1379-5370	Published_MBE	Published	O2a1b1a2a1a1a1	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_O2a1b1a2a1a1a1	Man_Hebei_Qinhuangdao_O2a1b1a2a1a1a1	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1828-8792	Published_MBE	Published	O2a1b1a2a1a1a1b1	Yes	Yes	No	Hui	Hebei	Hui_Hebei	Handan	36.436311	115.30034	38.0428	114.5149	47	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Hui_Hebei_Handan_O2a1b1a2a1a1a1b1	Hui_Hebei_Handan_O2a1b1a2a1a1a1b1	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1357-5484	Published_MBE	Published	O2a1b1a2b1	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_O2a1b1a2b1	Man_Hebei_Qinhuangdao_O2a1b1a2b1	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1601-8476	Published_SA_M7	Published	O2a2a1a2a1a1a1a	Yes	Yes	No	Han	Hebei	Han_Hebei	Tangshan	39.63045	118.18022	38.0428	114.5149	39	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Tangshan_O2a2a1a2a1a1a1a	Han_Hebei_Tangshan_O2a2a1a2a1a1a1a_1	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1818-7941	Published_SA_M7	Published	O2a2a1a2a1a1a1a	Yes	Yes	No	Han	Hebei	Han_Hebei	Cangzhou	38.30441	116.83869	38.0428	114.5149	12	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Cangzhou_O2a2a1a2a1a1a1a	Han_Hebei_Cangzhou_O2a2a1a2a1a1a1a_1	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1825-1611	Published_SA_M7	Published	O2a2a1a2a1a1a1a	Yes	Yes	No	Han	Hebei	Han_Hebei	Cangzhou	38.30441	116.83869	38.0428	114.5149	12	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Cangzhou_O2a2a1a2a1a1a1a	Han_Hebei_Cangzhou_O2a2a1a2a1a1a1a_2	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1829-7466	Published_SA_M7	Published	O2a2a1a2a1a1a1a	Yes	Yes	No	Han	Hebei	Han_Hebei	Tangshan	39.63045	118.18022	38.0428	114.5149	39	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Tangshan_O2a2a1a2a1a1a1a	Han_Hebei_Tangshan_O2a2a1a2a1a1a1a_2	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1831-1896	Published_SA_M7	Published	O2a2a1a2a1a1a1a	Yes	Yes	No	Han	Hebei	Han_Hebei	Cangzhou	38.30441	116.83869	38.0428	114.5149	12	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Cangzhou_O2a2a1a2a1a1a1a	Han_Hebei_Cangzhou_O2a2a1a2a1a1a1a_3	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1834-0933	Published_SA_M7	Published	O2a2a1a2a1a1a1a	Yes	Yes	No	Han	Hebei	Han_Hebei	Chengde	40.9515	117.9634	38.0428	114.5149	324	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Chengde_O2a2a1a2a1a1a1a	Han_Hebei_Chengde_O2a2a1a2a1a1a1a	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1821-8591	Published_SA_M7	Published	O2a2a1a2a1a1a2a1a1a	Yes	Yes	No	Han	Hebei	Han_Hebei	Chengde	40.9515	117.9634	38.0428	114.5149	324	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Chengde_O2a2a1a2a1a1a2a1a1a	Han_Hebei_Chengde_O2a2a1a2a1a1a2a1a1a	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1665-7880	Published_SA_M7	Published	O2a2a1a2a1a1a2a1b	Yes	Yes	No	Han	Hebei	Han_Hebei	Baoding	38.87396	115.46459	38.0428	114.5149	24	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Baoding_O2a2a1a2a1a1a2a1b	Han_Hebei_Baoding_O2a2a1a2a1a1a2a1b	Others	Others	Others	Non_Sichuan	Low
111-1857-5151	Published_SA_M7	Published	O2a2a1a2a1b1	Yes	Yes	No	Han	Hebei	Han_Hebei	Xingtai	37.07055	114.50443	38.0428	114.5149	73	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Xingtai_O2a2a1a2a1b1	Han_Hebei_Xingtai_O2a2a1a2a1b1	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1788-5718	Published_SA_M7	Published	O2a2a1a2a1b1a	Yes	Yes	No	Han	Hebei	Han_Hebei	Cangzhou	38.30441	116.83869	38.0428	114.5149	12	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Cangzhou_O2a2a1a2a1b1a	Han_Hebei_Cangzhou_O2a2a1a2a1b1a	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1835-9577	Published_SA_M7	Published	O2a2a1a2a1b1a	Yes	Yes	No	Han	Hebei	Han_Hebei	Langfang	39.53775	116.68376	38.0428	114.5149	18	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Han_Hebei_Langfang_O2a2a1a2a1b1a	Han_Hebei_Langfang_O2a2a1a2a1b1a	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1322-2623	Published_MBE	Published	O2a2b1a1a1a1a1b1a2b	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_O2a2b1a1a1a1a1b1a2b	Man_Hebei_Qinhuangdao_O2a2b1a1a1a1a1b1a2b	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1265-7624	Published_MBE	Published	O2a2b1a1a1a3a1a	Yes	Yes	No	Man	Hebei	Man_Hebei	Qinhuangdao	40.40633	118.952629	38.0428	114.5149	232	clean_city_level_metadata_20260626	China	East_Asia	Altaic	Tungusic	Altaic	Man_Hebei_Qinhuangdao_O2a2b1a1a1a3a1a	Man_Hebei_Qinhuangdao_O2a2b1a1a1a3a1a	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
990-0000-1780	Published_MBE	Published	O2a2b1a1a1a3a1a1	Yes	Yes	No	Hui	Hebei	Hui_Hebei	Handan	36.436311	115.30034	38.0428	114.5149	47	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Hui_Hebei_Handan_O2a2b1a1a1a3a1a1	Hui_Hebei_Handan_O2a2b1a1a1a3a1a1_1	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
111-1699-3537	Published_MBE	Published	O2a2b1a1a1a3a1a1	Yes	Yes	No	Hui	Hebei	Hui_Hebei	Handan	36.436311	115.30034	38.0428	114.5149	47	clean_city_level_metadata_20260626	China	East_Asia	Sinitic	Sinitic	Sino_Tibetan	Hui_Hebei_Handan_O2a2b1a1a1a3a1a1	Hui_Hebei_Handan_O2a2b1a1a1a3a1a1_2	North_China	Non_Corridor_China	Others	Non_Sichuan	Low
