haplogroup	n_samples	rho_age_kya	rho_ci95_lower_kya	rho_ci95_upper_kya	confidence	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	calibration_method	diff_kya	rel_diff_pct
U5a1a1c	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5a1a1d	5	3.6324	0.5751	6.752	low	4.8806	2.5601	7.24	single_child_interpolation	1.2482000000000002	34.36295562162758
U5a1a1d1	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
U5a1a1e	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
U5a1a1g	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
U5a1a1h	3	3.4574	1.7531	5.181	low	3.4574	1.7531	5.181	rho_fallback_no_desc	0.0	0.0
U5a1a1i	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
U5a1a2	23	12.6464	11.0806	14.2254	medium	12.6464	11.0806	14.2254	rho_direct	0.0	0.0
U5a1a2a	13	4.6053	2.5738	6.6634	medium	8.2709	6.7473	9.8082	single_child_interpolation	3.6655999999999995	79.5952489522941
U5a1a2a1	4	3.8953	2.4139	5.3911	low	4.7789	3.3736	6.8255	single_child_interpolation	0.8835999999999999	22.683747079814133
U5a1a2a1a	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5a1a2b	10	9.7901	7.4097	12.2032	medium	8.2709	6.2097	10.3603	single_child_interpolation	-1.5192000000000014	15.517716877253566
U5a1a2b1	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
U5a1b	78	10.6452	8.3772	12.9424	high	10.6452	8.3772	12.9424	rho_direct	0.0	0.0
U5a1b1	57	9.4126	6.5065	12.3679	high	9.4126	6.5065	12.3679	rho_direct	0.0	0.0
U5a1b1a	7	6.3576	2.992	9.7941	low	6.3576	2.992	9.7941	rho_fallback_no_desc	0.0	0.0
U5a1b1a1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5a1b1a2	1	10.6101			no_ci	10.6101	0.0		rho_fallback_no_desc	0.0	0.0
U5a1b1b	4	3.8953	-0.5049	8.4249	low	6.654	3.2532	12.0938	single_child_interpolation	2.7586999999999997	70.82124611711549
U5a1b1b1	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
U5a1b1c	11	5.6995	3.4029	8.0295	medium	5.6995	3.4029	8.0295	rho_direct	0.0	0.0
U5a1b1c1	6	3.8953	2.144	5.6667	low	3.8953	2.144	5.6667	rho_fallback_no_desc	0.0	0.0
U5a1b1c2	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
U5a1b1d	5	7.3531	2.5949	12.2513	low	7.6469	3.5481	11.86	single_child_interpolation	0.2937999999999992	3.995593695176173
U5a1b1d1	3	5.2164	0.1025	10.5005	low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
U5a1b1d_T16093C	4	5.8811	0.5897	11.3522	low	6.4316	1.8253	11.1803	single_child_interpolation	0.5505000000000004	9.36049378517625
U5a1b1e	4	5.2164	3.1076	7.3536	low	5.2164	3.1076	7.3536	rho_fallback_no_desc	0.0	0.0
U5a1b1f	3	6.995	2.4241	11.6961	low	6.995	2.4241	11.6961	rho_fallback_no_desc	0.0	0.0
U5a1b1g	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
U5a1b1h	4	1.9348	-0.4816	4.3914	low	1.9348	0.0	4.3914	rho_fallback_no_desc	0.0	0.0
U5a1b2	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
U5a1b3	4	3.8953	0.603	7.2595	low	4.5559	2.2327	6.9145	single_child_interpolation	0.6606000000000001	16.958899186198753
U5a1b3a	2	3.8953	1.3387	6.4951	very_low	2.9214	1.1163	5.3786	single_child_interpolation	-0.9739	25.001925397273634
U5a1b3a1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5a1b4	3	4.3344	2.6202	6.0677	low	4.3344	2.6202	6.0677	rho_fallback_no_desc	0.0	0.0
U5a1b_T16362C	11	5.2164	3.1267	7.3339	medium	5.2164	3.1267	7.3339	rho_direct	0.0	0.0
U5a1c	21	15.0998	12.5297	17.704	medium	15.0998	12.5297	17.704	rho_direct	0.0	0.0
U5a1c1	8	4.8851	2.8327	6.9645	low	8.8426	7.5575	10.1447	single_child_interpolation	3.9574999999999987	81.01164766330267
U5a1c1a	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
U5a1c2	9	17.4294	14.0994	20.8142	low	13.0263	10.1933	15.9035	single_child_interpolation	-4.4031	25.262487521085063
U5a1c2a	8	10.9529	7.8569	14.103	low	11.0389	8.1152	14.0114	single_child_interpolation	0.0860000000000003	0.7851801805914443
U5a1c2a1	7	9.0515	6.0372	12.1192	low	9.0515	6.0372	12.1192	rho_fallback_no_desc	0.0	0.0
U5a1d	25	23.0541	19.2843	26.8868	low	23.0541	19.2843	26.8868	rho_direct	0.0	0.0
U5a1d1	4	8.5673	4.0962	13.1583	low	8.5673	4.0962	13.1583	rho_fallback_no_desc	0.0	0.0
U5a1d2	21	21.8918	17.9115	25.944	low	21.8918	17.9115	25.944	rho_direct	0.0	0.0
U5a1d2a	7	7.1228	3.0798	11.2671	low	12.6746	8.9899	16.4337	single_child_interpolation	5.5518	77.94406693996743
U5a1d2a1	3	3.4574	0.0683	6.9235	low	3.4574	0.0683	6.9235	rho_fallback_no_desc	0.0	0.0
U5a1d2b	11	12.8655	9.631	16.1568	medium	12.8655	9.631	16.1568	rho_direct	0.0	0.0
U5a1e	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
U5a1f	13	21.669	19.4123	23.9487	low	21.669	19.4123	23.9487	rho_direct	0.0	0.0
U5a1f1	10	15.3271	11.4262	19.3066	low	15.6841	11.4056	20.0917	single_child_interpolation	0.3570000000000011	2.329207743147765
U5a1f1a	6	9.6992	3.3989	16.2346	low	12.4649	6.0234	19.1956	single_child_interpolation	2.7657000000000007	28.514722863741348
U5a1f1a1	4	9.2456	0.6413	18.2995	low	9.2456	0.6413	18.2995	rho_fallback_no_desc	0.0	0.0
U5a1f2	3	4.3344	2.6202	6.0677	low	4.3344	2.6202	6.0677	rho_fallback_no_desc	0.0	0.0
U5a1g	15	9.155	6.5829	11.7658	medium	9.155	6.5829	11.7658	rho_direct	0.0	0.0
U5a1g1	6	8.3418	5.1868	11.5563	low	8.3418	5.1868	11.5563	rho_fallback_no_desc	0.0	0.0
U5a1g2	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
U5a1h	4	0.642	-0.6136	1.9088	low	0.642	0.0	1.9088	rho_fallback_no_desc	0.0	0.0
U5a1i	9	13.0617	10.4447	15.7156	low	13.0593	10.967	15.1837	single_child_interpolation	-0.0023999999999997357	0.01837433105950784
U5a1i1	6	8.3418	5.1868	11.5563	low	8.3418	5.1868	11.5563	rho_fallback_no_desc	0.0	0.0
U5a1j	4	6.5486	3.1992	9.9679	low	6.5486	3.1992	9.9679	rho_fallback_no_desc	0.0	0.0
U5a2	161	16.4347	15.2604	17.6159	high	16.4347	15.2604	17.6159	rho_direct	0.0	0.0
U5a2_C16294T	63	16.1717	14.5093	17.8479	low	14.9733	13.5756	16.3815	single_child_interpolation	-1.1984000000000012	7.410476325927398
U5a2_T16362C	7	16.9793	12.706	21.3441	low	10.3845	7.7497	13.0782	single_child_interpolation	-6.594799999999999	38.84023487422921
U5a2a	59	13.5119	11.8909	15.147	high	13.5119	11.8909	15.147	rho_direct	0.0	0.0
U5a2a1	53	7.7899	6.538	9.0512	high	7.7899	6.538	9.0512	rho_direct	0.0	0.0
U5a2a1_T152C!	8	6.5486	3.1522	10.0169	low	5.6236	3.3032	7.9874	single_child_interpolation	-0.9250000000000007	14.125156522004714
U5a2a1a	5	2.0647	-0.8758	5.0649	low	2.0647	0.0	5.0649	rho_fallback_no_desc	0.0	0.0
U5a2a1b	7	2.9585	1.2257	4.7114	low	5.1876	4.5617	5.8183	single_child_interpolation	2.2291	75.34561433158696
U5a2a1b1	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
U5a2a1c	3	4.3344	0.9254	7.8198	low	4.3344	0.9254	7.8198	rho_fallback_no_desc	0.0	0.0
U5a2a1d	3	5.2164	2.2425	8.247	low	5.2164	2.2425	8.247	rho_fallback_no_desc	0.0	0.0
U5a2a1e	3	3.4574	0.0683	6.9235	low	3.4574	0.0683	6.9235	rho_fallback_no_desc	0.0	0.0
U5a2a2	4	18.2986	4.8405	32.6856	low	14.8418	5.9609	24.4411	single_child_interpolation	-3.456800000000001	18.891062704250604
U5a2a2a	3	16.1717	0.031	33.7351	low	16.1717	0.031	33.7351	rho_fallback_no_desc	0.0	0.0
U5a2b	64	10.8671	9.133	12.6181	high	10.8671	9.133	12.6181	rho_direct	0.0	0.0
U5a2b1	12	6.3258	5.1315	7.5288	medium	6.3258	5.1315	7.5288	rho_direct	0.0	0.0
U5a2b1a	1	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
U5a2b1b	0				no_ci		0.0		rho_fallback_no_desc		
U5a2b1c	7	3.3325	1.4967	5.1908	low	3.3325	1.4967	5.1908	rho_fallback_no_desc	0.0	0.0
U5a2b1d	4	1.2869	-0.1685	2.7572	low	1.2869	0.0	2.7572	rho_fallback_no_desc	0.0	0.0
U5a2b2	6	9.2456	6.6021	11.9299	low	8.0418	7.1747	8.9172	single_child_interpolation	-1.2037999999999993	13.020247469066359
U5a2b2a	3	5.2164	5.2164	5.2164	low	5.3136	4.88	5.7513	single_child_interpolation	0.09719999999999995	1.8633540372670798
U5a2b2a1	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
U5a2b3	8	10.6101	7.592	13.68	low	9.3794	6.1819	12.6515	single_child_interpolation	-1.2306999999999988	11.599325171299036
U5a2b3a	5	7.8917	3.2309	12.685	low	8.6355	4.4359	12.9554	single_child_interpolation	0.7438000000000002	9.425092185460676
U5a2b3a1	2	7.8917	2.6898	13.2593	very_low	7.8917	2.6898	13.2593	rho_fallback_no_desc	0.0	0.0
U5a2b4	2	7.8917	2.6898	13.2593	very_low	8.0418	4.6178	11.5593	single_child_interpolation	0.15010000000000012	1.9019983020135092
U5a2b4a	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
U5a2b5	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
U5a2c	16	10.268	6.7465	13.8607	medium	10.268	6.7465	13.8607	rho_direct	0.0	0.0
U5a2c1	4	1.2869	-1.2245	3.8427	low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5a2c2	2	7.8917	-2.3374	18.7838	very_low	7.8917	0.0	18.7838	rho_fallback_no_desc	0.0	0.0
U5a2c3	5	12.8151	10.1717	15.4963	low	8.4083	5.3472	11.5259	single_child_interpolation	-4.406799999999999	34.38755842716794
U5a2c3a	4	6.5486	3.9479	9.1912	low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
U5a2c4	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5a2d	9	20.2875	16.9111	23.7171	low	9.8368	8.6105	11.072	single_child_interpolation	-10.450700000000001	51.513000616142946
U5a2d1	4	3.2389	1.9607	4.528	low	5.3468	4.3053	6.8113	single_child_interpolation	2.1079	65.08073728735064
U5a2d1a	3	0.8567	-0.8175	2.5507	low	0.8567	0.0	2.5507	rho_fallback_no_desc	0.0	0.0
U5a2e	6	4.3344	0.2391	8.5405	low	4.3344	0.2391	8.5405	rho_fallback_no_desc	0.0	0.0
U5b	448	23.1699	22.4172	23.9251	high	23.1699	22.4172	23.9251	rho_direct	0.0	0.0
U5b1	205	20.4545	19.4681	21.4453	high	20.4545	19.4681	21.4453	rho_direct	0.0	0.0
U5b1_T16189C!	135	16.9883	15.904	18.0784	high	16.9883	15.904	18.0784	rho_direct	0.0	0.0
U5b1_T16189C!_T16192C!	37	14.1991	11.9099	16.5157	medium	14.1991	11.9099	16.5157	rho_direct	0.0	0.0
U5b1a	6	9.2456	5.7085	12.8562	low	9.2456	5.7085	12.8562	rho_fallback_no_desc	0.0	0.0
U5b1b	77	13.9855	12.5274	15.4547	high	13.9855	12.5274	15.4547	rho_direct	0.0	0.0
U5b1b1	54	10.9147	9.3597	12.4834	high	10.9147	9.3597	12.4834	rho_direct	0.0	0.0
U5b1b1_T152C!	3	3.4574	-1.009	8.0587	low	6.75	4.6799	10.1336	single_child_interpolation	3.2926	95.23341239081392
U5b1b1_T16192C!	43	7.3906	6.3379	8.45	medium	7.3906	6.3379	8.45	rho_direct	0.0	0.0
U5b1b1a	32	4.5544	3.4676	5.6489	medium	4.5544	3.4676	5.6489	rho_direct	0.0	0.0
U5b1b1a1	11	3.7757	2.3312	5.234	medium	3.7757	2.3312	5.234	rho_direct	0.0	0.0
U5b1b1a1a	6	3.0208	2.1687	3.8777	low	2.5313	1.1656	4.5384	single_child_interpolation	-0.48950000000000005	16.20431673728814
U5b1b1a1a1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5b1b1a1b	3	1.7185	0.0342	3.4224	low	1.7185	0.0342	3.4224	rho_fallback_no_desc	0.0	0.0
U5b1b1a2	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
U5b1b1a3	3	1.7185	0.0342	3.4224	low	1.7185	0.0342	3.4224	rho_fallback_no_desc	0.0	0.0
U5b1b1b	3	0.8567	-0.8175	2.5507	low	0.8567	0.0	2.5507	rho_fallback_no_desc	0.0	0.0
U5b1b1d	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
U5b1b1e	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
U5b1b1f	5	7.3531	4.3093	10.4536	low	7.3531	4.3093	10.4536	rho_fallback_no_desc	0.0	0.0
U5b1b1g	4	16.1717	13.927	18.4417	low	11.2202	9.5477	12.9084	single_child_interpolation	-4.951500000000001	30.618302342981877
U5b1b1g1	3	11.5256	9.7356	13.3334	low	9.5559	8.7197	10.4	single_child_interpolation	-1.9697000000000013	17.089782744499214
U5b1b1g1a	2	7.8917	7.8917	7.8917	very_low	7.8917	7.8917	7.8917	rho_fallback_no_desc	0.0	0.0
U5b1b2	22	5.5786	3.6717	7.5085	medium	5.5786	3.6717	7.5085	rho_direct	0.0	0.0
U5b1b2a	8	5.8811	2.136	9.7153	low	5.8811	2.136	9.7153	rho_fallback_no_desc	0.0	0.0
U5b1b2b	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
U5b1c	20	12.3996	10.8685	13.9435	medium	12.3996	10.8685	13.9435	rho_direct	0.0	0.0
U5b1c1	7	9.8291	7.0627	12.6397	low	11.2768	8.9168	13.6725	single_child_interpolation	1.4476999999999993	14.728713717430885
U5b1c1a	6	10.1541	6.9651	13.4015	low	6.9311	4.7149	9.1798	single_child_interpolation	-3.223	31.740873144838044
U5b1c1a1	4	2.5854	0.513	4.687	low	2.5854	0.513	4.687	rho_fallback_no_desc	0.0	0.0
U5b1c2	12	7.2188	5.3818	9.0763	medium	7.2188	5.3818	9.0763	rho_direct	0.0	0.0
U5b1c2a	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
U5b1c2b	4	2.5854	0.513	4.687	low	2.5854	0.513	4.687	rho_fallback_no_desc	0.0	0.0
U5b1d	10	15.6082	11.3223	19.9888	medium	15.6082	11.3223	19.9888	rho_direct	0.0	0.0
U5b1d1	8	13.0232	8.3237	17.843	low	13.0232	8.3237	17.843	rho_fallback_no_desc	0.0	0.0
U5b1d1a	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
U5b1d1b	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
U5b1d1c	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5b1d2	2	9.2456	-3.5408	23.0541	very_low	9.2456	0.0	23.0541	rho_fallback_no_desc	0.0	0.0
U5b1e	21	14.5661	12.2601	16.8998	low	14.5661	12.2601	16.8998	rho_direct	0.0	0.0
U5b1e1	17	6.3127	2.9569	9.7391	medium	7.7114	6.13	9.7253	single_child_interpolation	1.3986999999999998	22.156921760894697
U5b1e1a	3	0.8567	-0.8175	2.5507	low	0.8567	0.0	2.5507	rho_fallback_no_desc	0.0	0.0
U5b1e2	3	8.7931	7.0308	10.5736	low	8.7931	7.0308	10.5736	rho_fallback_no_desc	0.0	0.0
U5b1f	9	8.7931	6.824	10.7849	low	13.2789	11.8171	14.7546	single_child_interpolation	4.485799999999999	51.015000398039355
U5b1f1	9	6.1033	4.1662	8.0638	low	8.4229	6.6192	10.2487	single_child_interpolation	2.3196000000000003	38.00566906427671
U5b1f1a	8	3.5668	1.4213	5.7428	low	3.5668	1.4213	5.7428	rho_fallback_no_desc	0.0	0.0
U5b1g	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
U5b1h	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5b1i	42	12.8415	12.1946	13.4906	medium	12.8415	12.1946	13.4906	rho_direct	0.0	0.0
U5b2	128	23.3912	22.1876	24.601	low	23.3912	22.1876	24.601	rho_direct	0.0	0.0
U5b2a	65	18.6608	17.0832	20.2502	high	18.6608	17.0832	20.2502	rho_direct	0.0	0.0
U5b2a1	28	18.8083	16.665	20.9735	low	18.8083	16.665	20.9735	rho_direct	0.0	0.0
U5b2a1a	23	13.976	11.5858	16.3963	medium	13.976	11.5858	16.3963	rho_direct	0.0	0.0
U5b2a1a1	14	7.3147	4.7929	9.8754	medium	7.3147	4.7929	9.8754	rho_direct	0.0	0.0
U5b2a1a1a	4	5.2164	-0.2996	10.931	low	5.2164	0.0	10.931	rho_fallback_no_desc	0.0	0.0
U5b2a1a1b	0				no_ci		0.0		rho_fallback_no_desc		
U5b2a1a1d	2	5.2164	-4.832	15.9461	very_low	5.2164	0.0	15.9461	rho_fallback_no_desc	0.0	0.0
U5b2a1a2	6	4.3344	-0.3441	9.158	low	4.3344	0.0	9.158	rho_fallback_no_desc	0.0	0.0
U5b2a1a_T16311C	16	9.4155	6.9998	11.8652	medium	10.6454	8.1893	13.1358	single_child_interpolation	1.2299000000000007	13.062503318995281
U5b2a1b	5	3.6324	-0.1709	7.5326	low	3.6324	0.0	7.5326	rho_fallback_no_desc	0.0	0.0
U5b2a2	22	11.4839	9.0566	13.944	medium	11.4839	9.0566	13.944	rho_direct	0.0	0.0
U5b2a2a	7	4.8378	2.2223	7.4975	low	4.8378	2.2223	7.4975	rho_fallback_no_desc	0.0	0.0
U5b2a2a1	4	1.2869	-0.1685	2.7572	low	1.2869	0.0	2.7572	rho_fallback_no_desc	0.0	0.0
U5b2a2a2	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
U5b2a2b	7	5.2164	4.0856	6.3553	low	7.4707	5.4049	9.5625	single_child_interpolation	2.2542999999999997	43.215627635917485
U5b2a2b1	3	3.4574	1.7531	5.181	low	3.4574	1.7531	5.181	rho_fallback_no_desc	0.0	0.0
U5b2a2c	4	5.2164	0.5411	10.0336	low	5.2164	0.5411	10.0336	rho_fallback_no_desc	0.0	0.0
U5b2a2d	4	9.9265	2.1261	18.0888	low	9.9265	2.1261	18.0888	rho_fallback_no_desc	0.0	0.0
U5b2a3	4	10.6101	1.5591	20.1448	low	14.6355	8.5416	26.7682	single_child_interpolation	4.025400000000001	37.93932196680523
U5b2a3a	2	10.6101	-9.4832	33.2861	very_low	10.6101	0.0	33.2861	rho_fallback_no_desc	0.0	0.0
U5b2a4	3	5.2164	2.2425	8.247	low	8.1044	5.4231	12.1128	single_child_interpolation	2.888	55.36385246530173
U5b2a4a	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
U5b2a5	4	11.2963	7.9371	14.7188	low	11.4345	6.1442	16.9293	single_child_interpolation	0.13819999999999943	1.2234094349477211
U5b2a5a	2	9.2456	1.4422	17.4168	very_low	9.2456	1.4422	17.4168	rho_fallback_no_desc	0.0	0.0
U5b2a6	4	6.5486	3.1992	9.9679	low	6.5486	3.1992	9.9679	rho_fallback_no_desc	0.0	0.0
U5b2a_T16192C!	11	13.6235	10.8462	16.4418	medium	13.6235	10.8462	16.4418	rho_direct	0.0	0.0
U5b2b	49	14.909	12.8925	16.9465	medium	14.909	12.8925	16.9465	rho_direct	0.0	0.0
U5b2b1	7	15.3672	10.5161	20.3406	low	15.3672	10.5161	20.3406	rho_fallback_no_desc	0.0	0.0
U5b2b1a	5	12.8151	8.5185	17.2125	low	12.8151	8.5185	17.2125	rho_fallback_no_desc	0.0	0.0
U5b2b1a1	3	7.8917	1.9004	14.1039	low	7.8917	1.9004	14.1039	rho_fallback_no_desc	0.0	0.0
U5b2b1a2	2	10.6101	10.6101	10.6101	very_low	10.6101	10.6101	10.6101	rho_fallback_no_desc	0.0	0.0
U5b2b1b	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
U5b2b2	3	7.8917	2.6898	13.2593	low	7.8917	2.6898	13.2593	rho_fallback_no_desc	0.0	0.0
U5b2b3	11	11.6091	8.7862	14.4763	medium	11.6091	8.7862	14.4763	rho_direct	0.0	0.0
U5b2b3a	7	6.3576	4.8075	7.9225	low	8.4128	5.5144	11.3616	single_child_interpolation	2.055200000000001	32.326664149993725
U5b2b3a1	3	5.2164	2.2425	8.247	low	6.154	3.4265	8.9284	single_child_interpolation	0.9375999999999998	17.97408174219768
U5b2b3a1a	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
U5b2b3b	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5b2b4	8	4.2245	1.8632	6.6223	low	8.7472	6.4463	11.0976	single_child_interpolation	4.5226999999999995	107.05882352941177
U5b2b4a	6	2.5854	-0.0311	5.2486	low	2.5854	0.0	5.2486	rho_fallback_no_desc	0.0	0.0
U5b2b5	14	5.027	2.1994	7.906	medium	5.027	2.1994	7.906	rho_direct	0.0	0.0
U5b2c	12	13.3705	10.4687	16.3174	medium	13.3705	10.4687	16.3174	rho_direct	0.0	0.0
U5b2c1	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
U5b2c2	9	6.995	4.2473	9.7892	low	6.995	4.2473	9.7892	rho_fallback_no_desc	0.0	0.0
U5b2c2a	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5b2c2b	6	6.5486	4.3189	8.809	low	6.5486	4.3189	8.809	rho_fallback_no_desc	0.0	0.0
U5b3	115	16.1962	15.1397	17.2583	high	16.1962	15.1397	17.2583	rho_direct	0.0	0.0
U5b3a	89	15.4439	14.4718	16.4209	high	15.4439	14.4718	16.4209	rho_direct	0.0	0.0
U5b3a1	81	15.8237	14.8401	16.8121	low	15.8237	14.8401	16.8121	rho_direct	0.0	0.0
U5b3a1a	79	7.7893	6.8816	8.7019	high	7.7893	6.8816	8.7019	rho_direct	0.0	0.0
U5b3a1b	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
U5b3a2	8	8.9061	5.6149	12.2614	low	8.9061	5.6149	12.2614	rho_fallback_no_desc	0.0	0.0
U5b3b	8	8.9061	4.2644	13.6763	low	8.9061	4.2644	13.6763	rho_fallback_no_desc	0.0	0.0
U5b3b1	4	8.5673	2.4143	14.95	low	8.5673	2.4143	14.95	rho_fallback_no_desc	0.0	0.0
U5b3b2	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
U5b3c	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
U5b3d	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
U5b3e	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
U5b3f	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
U5b3g	2	11.9851	4.0532	20.2747	very_low	11.9851	4.0532	20.2747	rho_fallback_no_desc	0.0	0.0
U5b3h	2	5.2164	-4.832	15.9461	very_low	5.2164	0.0	15.9461	rho_fallback_no_desc	0.0	0.0
U6	173	34.2466	32.9532	35.5459	high	34.2466	32.9532	35.5459	rho_direct	0.0	0.0
U6a	142	24.54	23.3345	25.7517	high	24.54	23.3345	25.7517	rho_direct	0.0	0.0
U6a'b'd	169	31.2481	29.9327	32.5699	high	31.2481	29.9327	32.5699	rho_direct	0.0	0.0
U6a'b'd_T16311C!	27	18.3778	15.7708	21.0176	medium	18.3778	15.7708	21.0176	rho_direct	0.0	0.0
U6a1	25	20.6203	18.0867	23.1835	medium	20.6203	18.0867	23.1835	rho_direct	0.0	0.0
U6a1a	13	15.3055	12.6509	17.9963	medium	15.3055	12.6509	17.9963	rho_direct	0.0	0.0
U6a1a1	11	7.402	3.8994	10.9798	medium	7.402	3.8994	10.9798	rho_direct	0.0	0.0
U6a1a2	2	13.3705	7.9996	18.8981	very_low	13.3705	7.9996	18.8981	rho_fallback_no_desc	0.0	0.0
U6a1b	11	19.0125	15.1934	22.9015	medium	19.0125	15.1934	22.9015	rho_direct	0.0	0.0
U6a1b1	5	11.1588	8.0458	14.3264	low	11.1588	8.0458	14.3264	rho_fallback_no_desc	0.0	0.0
U6a1b1a	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
U6a1b1b	3	2.5854	2.5854	2.5854	low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
U6a1b2	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
U6a1b3	2	9.2456	6.6021	11.9299	very_low	9.2456	6.6021	11.9299	rho_fallback_no_desc	0.0	0.0
U6a1b4	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
U6a2	12	16.1717	13.227	19.1602	medium	16.1717	13.227	19.1602	rho_direct	0.0	0.0
