haplogroup	n_samples	rho_age_kya	rho_ci95_lower_kya	rho_ci95_upper_kya	confidence	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	calibration_method	diff_kya	rel_diff_pct
G7	0				no_ci		0.0		rho_fallback_no_desc		
H	3565	14.8073	14.5679	15.047	high	14.8073	14.5679	15.047	rho_direct	0.0	0.0
H1	1093	9.9796	9.6758	10.2839	high	9.9796	9.6758	10.2839	rho_direct	0.0	0.0
H10	59	8.5329	7.3247	9.7496	high	8.5329	7.3247	9.7496	rho_direct	0.0	0.0
H100	1	7.8917			no_ci	7.8917	0.0		rho_fallback_no_desc	0.0	0.0
H101	4	5.2164	1.5822	8.9357	low	5.2164	1.5822	8.9357	rho_fallback_no_desc	0.0	0.0
H102	1	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
H103	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
H104	3	11.5256	5.1572	18.1247	low	8.0471	7.2839	9.4449	single_child_interpolation	-3.4785000000000004	30.180641354896924
H104a	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H105	2	3.8953	1.3387	6.4951	very_low	8.6964	7.2839		single_child_interpolation	4.8011	123.25366467281083
H105a	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
H106	2	7.8917	2.6898	13.2593	very_low	7.8917	2.6898	13.2593	rho_fallback_no_desc	0.0	0.0
H107	5	3.6324	1.0302	6.2797	low	3.6324	1.0302	6.2797	rho_fallback_no_desc	0.0	0.0
H108	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
H10_(T16093C)	22	7.402	5.9117	8.9058	medium	7.402	5.9117	8.9058	rho_direct	0.0	0.0
H10a	19	6.7599	4.6004	8.9481	medium	7.5408	5.8496	9.2508	single_child_interpolation	0.7808999999999999	11.551946034704654
H10a1	12	6.5486	4.3745	8.7519	medium	6.5486	4.3745	8.7519	rho_direct	0.0	0.0
H10a1a	4	2.5854	0.513	4.687	low	3.9177	2.1873	6.2973	single_child_interpolation	1.3323	51.53167788349966
H10a1a1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H10a1b	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H10b	4	4.5544	1.3305	7.8462	low	6.2141	4.3317	8.1224	single_child_interpolation	1.6597	36.44168276831196
H10b1	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
H10c	3	11.5256	0.126	23.6886	low	10.259	8.3123	12.2298	single_child_interpolation	-1.2666000000000004	10.989449573124178
H10c1	2	11.9851	9.2999	14.71	very_low	11.9851	9.2999	14.71	rho_fallback_no_desc	0.0	0.0
H10d	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
H10e	19	5.3561	3.5653	7.1673	medium	5.3561	3.5653	7.1673	rho_direct	0.0	0.0
H10e1	6	3.0208	0.9769	5.0927	low	3.9707	1.7827	7.4756	single_child_interpolation	0.9499	31.4453125
H10e1a	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
H10e2	3	3.4574	1.7531	5.181	low	3.4574	1.7531	5.181	rho_fallback_no_desc	0.0	0.0
H10e3	2	10.6101	10.6101	10.6101	very_low	6.6239	5.7285	7.5295	single_child_interpolation	-3.9861999999999993	37.569862678014346
H10e3a	2	7.8917	7.8917	7.8917	very_low	7.8917	7.8917	7.8917	rho_fallback_no_desc	0.0	0.0
H10f	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
H10g	1	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
H10h	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H11	72	14.8439	13.5904	16.1054	low	14.8439	13.5904	16.1054	rho_direct	0.0	0.0
H11a	65	10.063	8.8023	11.3328	high	10.063	8.8023	11.3328	rho_direct	0.0	0.0
H11a1	22	6.0629	4.5554	7.5844	medium	6.0629	4.5554	7.5844	rho_direct	0.0	0.0
H11a2	20	7.8917	5.8392	9.9694	medium	8.1516	6.1896	10.1403	single_child_interpolation	0.2599	3.2933335022872137
H11a2a	13	6.2402	3.5769	8.9478	medium	6.2402	3.5769	8.9478	rho_direct	0.0	0.0
H11a2a1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H11a2a2	5	3.108	1.2007	5.0397	low	3.108	1.2007	5.0397	rho_fallback_no_desc	0.0	0.0
H11a2a3	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
H11a3	2	0.0	0.0	0.0	very_low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
H11a4	0				no_ci		0.0		rho_fallback_no_desc		
H11a5	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
H11a6	3	3.4574	1.7531	5.181	low	3.4574	1.7531	5.181	rho_fallback_no_desc	0.0	0.0
H11a7	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
H11a8	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
H11a_T152C!	4	4.5544	0.7193	8.4861	low	7.6397	7.0093	8.2746	single_child_interpolation	3.0853	67.743281222554
H11b	5	6.8163	4.7289	8.9305	low	9.5013	7.8483	11.172	single_child_interpolation	2.6850000000000005	39.39087188063906
H11b1	5	4.1586	2.1063	6.2385	low	4.1586	2.1063	6.2385	rho_fallback_no_desc	0.0	0.0
H12	6	4.3344	2.6202	6.0677	low	11.3606	9.7291	13.2571	single_child_interpolation	7.0262	162.10317460317464
H12a	4	1.9348	-0.4816	4.3914	low	1.9348	0.0	4.3914	rho_fallback_no_desc	0.0	0.0
H13	147	19.6946	18.6179	20.7768	low	19.6946	18.6179	20.7768	rho_direct	0.0	0.0
H13a	124	17.4956	16.392	18.6051	low	17.4956	16.392	18.6051	rho_direct	0.0	0.0
H13a1	73	14.1722	12.8755	15.4776	low	14.1722	12.8755	15.4776	rho_direct	0.0	0.0
H13a1_T152C!	8	5.5484	3.7329	7.3847	low	8.5965	6.7346	10.4825	single_child_interpolation	3.0481000000000007	54.936558287073765
H13a1a	60	12.3535	10.9475	13.7703	high	12.3535	10.9475	13.7703	rho_direct	0.0	0.0
H13a1a1	39	7.8917	6.668	9.1243	medium	7.8917	6.668	9.1243	rho_direct	0.0	0.0
H13a1a1a	6	6.5486	5.3803	7.7253	low	6.5486	5.3803	7.7253	rho_fallback_no_desc	0.0	0.0
H13a1a1b	3	4.3344	2.6202	6.0677	low	4.3344	2.6202	6.0677	rho_fallback_no_desc	0.0	0.0
H13a1a1c	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
H13a1a1d	5	3.6324	2.3766	4.8986	low	4.3742	3.334	5.8375	single_child_interpolation	0.7418	20.421759718092723
H13a1a1d1	3	0.8567	-0.8175	2.5507	low	0.8567	0.0	2.5507	rho_fallback_no_desc	0.0	0.0
H13a1a1e	3	3.4574	0.0683	6.9235	low	3.4574	0.0683	6.9235	rho_fallback_no_desc	0.0	0.0
H13a1a2	10	14.2066	11.2812	17.1771	low	14.2066	11.2812	17.1771	rho_direct	0.0	0.0
H13a1a2_T16311C!	4	14.766	12.0403	17.5304	low	10.3776	7.6146	13.1841	single_child_interpolation	-4.388400000000001	29.719626168224305
H13a1a2a	4	6.5486	3.9479	9.1912	low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
H13a1a2b	4	3.8953	2.4139	5.3911	low	3.8953	2.4139	5.3911	rho_fallback_no_desc	0.0	0.0
H13a1a3	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
H13a1a4	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
H13a1a5	1	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
H13a1a6	1	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
H13a1b	3	2.5854	2.5854	2.5854	low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
H13a1c	2	9.2456	6.6021	11.9299	very_low	9.2456	6.6021	11.9299	rho_fallback_no_desc	0.0	0.0
H13a1d	6	3.0208	0.5937	5.4875	low	3.0208	0.5937	5.4875	rho_fallback_no_desc	0.0	0.0
H13a2	51	15.7296	13.813	17.6649	low	15.7296	13.813	17.6649	rho_direct	0.0	0.0
H13a2a	25	10.5005	8.8263	12.1906	medium	10.5005	8.8263	12.1906	rho_direct	0.0	0.0
H13a2a1	5	7.3531	4.7919	9.9543	low	7.3531	4.7919	9.9543	rho_fallback_no_desc	0.0	0.0
H13a2a2	5	1.0286	-0.2051	2.273	low	1.0286	0.0	2.273	rho_fallback_no_desc	0.0	0.0
H13a2b	20	11.7093	9.7836	13.6554	medium	11.7093	9.7836	13.6554	rho_direct	0.0	0.0
H13a2b1	4	3.2389	-1.5419	8.1754	low	3.2389	0.0	8.1754	rho_fallback_no_desc	0.0	0.0
H13a2b2	8	6.8833	4.4816	9.3205	low	8.1319	5.9394	10.3542	single_child_interpolation	1.2485999999999997	18.13955515523077
H13a2b2a	4	4.5544	2.0951	7.053	low	4.5544	2.0951	7.053	rho_fallback_no_desc	0.0	0.0
H13a2b3	3	6.995	5.2518	8.7569	low	6.995	5.2518	8.7569	rho_fallback_no_desc	0.0	0.0
H13a2b4	2	5.2164	0.1025	10.5005	very_low	5.2164	0.1025	10.5005	rho_fallback_no_desc	0.0	0.0
H13a2b5	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
H13a2c	6	19.0125	14.4852	23.6384	low	15.388	12.5831	18.2377	single_child_interpolation	-3.6244999999999994	19.0637738330046
H13a2c1	5	15.0464	11.3531	18.8105	low	15.0464	11.3531	18.8105	rho_fallback_no_desc	0.0	0.0
H13b	14	17.7902	14.6832	20.9445	low	17.7902	14.6832	20.9445	rho_direct	0.0	0.0
H13b1	12	14.5327	11.6545	17.4543	low	15.0258	11.9112	18.1908	single_child_interpolation	0.4931000000000001	3.3930377699945646
H13b1_A200G	10	12.2614	9.1392	15.437	low	12.2614	9.1392	15.437	rho_direct	0.0	0.0
H13b1a	3	6.1033	-0.7156	13.2222	low	6.1033	0.0	13.2222	rho_fallback_no_desc	0.0	0.0
H13b1b	3	8.7931	5.2872	12.372	low	8.7931	5.2872	12.372	rho_fallback_no_desc	0.0	0.0
H13b2	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
H13c	5	15.6082	11.5982	19.7009	low	15.6082	11.5982	19.7009	rho_fallback_no_desc	0.0	0.0
H13c1	3	12.4458	6.0438	19.0763	low	11.75	5.7991	19.2423	single_child_interpolation	-0.6958000000000002	5.5906410194603815
H13c1a	2	7.8917	-2.3374	18.7838	very_low	7.8917	0.0	18.7838	rho_fallback_no_desc	0.0	0.0
H13c2	2	7.8917	2.6898	13.2593	very_low	7.8917	2.6898	13.2593	rho_fallback_no_desc	0.0	0.0
H14	49	16.0565	14.4679	17.6579	low	16.0565	14.4679	17.6579	rho_direct	0.0	0.0
H14a	27	12.9589	10.9235	15.0167	medium	12.9589	10.9235	15.0167	rho_direct	0.0	0.0
H14a1	1	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
H14a2	6	10.6101	5.8729	15.4763	low	10.6101	5.8729	15.4763	rho_fallback_no_desc	0.0	0.0
H14a2a	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
H14a2b	2	0.0	0.0	0.0	very_low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
H14a2c	2	10.6101	0.2051	21.6601	very_low	10.6101	0.2051	21.6601	rho_fallback_no_desc	0.0	0.0
H14a3	6	0.0	0.0	0.0	low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
H14a4	9	1.4307	-0.2734	3.1549	low	1.4307	0.0	3.1549	rho_fallback_no_desc	0.0	0.0
H14a_T146C!	12	13.6024	11.2462	15.9881	low	13.6024	11.2462	15.9881	rho_direct	0.0	0.0
H14b	16	10.6101	8.3258	12.9239	medium	10.6101	8.3258	12.9239	rho_direct	0.0	0.0
H14b1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H14b2	3	10.6101	7.5371	13.7368	low	6.5977	4.1629		single_child_interpolation	-4.0123999999999995	37.816797202665384
H14b2a	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
H14b3	2	7.8917	2.6898	13.2593	very_low	7.8917	2.6898	13.2593	rho_fallback_no_desc	0.0	0.0
H14b4	3	8.7931	2.5273	15.2961	low	8.7931	2.5273	15.2961	rho_fallback_no_desc	0.0	0.0
H14c	4	0.0	0.0	0.0	low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
H15	50	15.3271	13.8715	16.7935	low	15.3271	13.8715	16.7935	rho_direct	0.0	0.0
H15a	39	13.5845	12.0204	15.1616	low	13.149	11.6441	14.666	single_child_interpolation	-0.4355000000000011	3.205859619419199
H15a1	38	10.9709	9.4168	12.5386	medium	10.9709	9.4168	12.5386	rho_direct	0.0	0.0
H15a1a	17	7.7331	5.7468	9.7432	medium	8.1822	6.4447	9.938	single_child_interpolation	0.4490999999999996	5.807502812584858
H15a1a1	15	5.3934	3.4727	7.3375	medium	5.3934	3.4727	7.3375	rho_direct	0.0	0.0
H15a1b	14	6.3576	5.0504	7.6753	medium	6.3576	5.0504	7.6753	rho_direct	0.0	0.0
H15b	11	8.8752	6.3822	11.4049	medium	8.8752	6.3822	11.4049	rho_direct	0.0	0.0
H15b1	5	6.8163	3.2931	10.4166	low	6.8163	3.2931	10.4166	rho_fallback_no_desc	0.0	0.0
H15b2	1	5.2164			no_ci	5.2164	0.0		rho_fallback_no_desc	0.0	0.0
H16	39	8.1685	6.3974	9.9584	medium	8.1685	6.3974	9.9584	rho_direct	0.0	0.0
H16_T152C!	28	6.9312	4.8642	9.0244	medium	6.9312	4.8642	9.0244	rho_direct	0.0	0.0
H16a	5	3.6324	1.5872	5.7053	low	4.3249	2.4492	6.2234	single_child_interpolation	0.6925000000000003	19.064530338068504
H16a1	3	1.7185	0.0342	3.4224	low	1.7185	0.0342	3.4224	rho_fallback_no_desc	0.0	0.0
H16b	4	2.5854	0.513	4.687	low	2.5854	0.513	4.687	rho_fallback_no_desc	0.0	0.0
H16c	8	8.5673	6.3954	10.7671	low	8.5673	6.3954	10.7671	rho_fallback_no_desc	0.0	0.0
H16d	6	5.6592	1.5812	9.8436	low	5.6592	1.5812	9.8436	rho_fallback_no_desc	0.0	0.0
H16e	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
H17	19	7.8917	5.9642	9.8414	medium	7.8917	5.9642	9.8414	rho_direct	0.0	0.0
H17a	15	5.7479	3.8406	7.6781	medium	5.7479	3.8406	7.6781	rho_direct	0.0	0.0
H17a1	2	7.8917	2.6898	13.2593	very_low	7.8917	2.6898	13.2593	rho_fallback_no_desc	0.0	0.0
H17a2	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
H17b	2	5.2164	-4.832	15.9461	very_low	5.2164	0.0	15.9461	rho_fallback_no_desc	0.0	0.0
H17c	1	0.0			no_ci	0.0	0.0		rho_fallback_no_desc	0.0	
H18	13	6.2402	4.3278	8.1752	medium	6.7774	4.7214	8.8627	single_child_interpolation	0.5372000000000003	8.608698439152597
H18b	7	4.4601	1.7839	7.183	low	4.4601	1.7839	7.183	rho_fallback_no_desc	0.0	0.0
H19	5	4.1586	2.8985	5.4291	low	4.1586	2.8985	5.4291	rho_fallback_no_desc	0.0	0.0
H1_C16239T	17	7.5747	5.8384	9.3291	medium	7.5747	5.8384	9.3291	rho_direct	0.0	0.0
H1_C16278T!	15	8.0716	5.7515	10.4239	low	8.0716	5.7515	10.4239	rho_direct	0.0	0.0
H1_C16355T	6	6.995	5.2518	8.7569	low	6.995	5.2518	8.7569	rho_fallback_no_desc	0.0	0.0
H1_T152C!	32	6.465	5.3905	7.5465	medium	6.465	5.3905	7.5465	rho_direct	0.0	0.0
H1_T16189C!	162	9.3799	8.7685	9.9934	high	9.3799	8.7685	9.9934	rho_direct	0.0	0.0
H1_T16311C!	51	6.4699	5.0579	7.8942	high	6.4699	5.0579	7.8942	rho_direct	0.0	0.0
H1a	101	7.252	6.4284	8.0797	high	7.252	6.4284	8.0797	rho_direct	0.0	0.0
H1a1	24	4.005	2.6577	5.3641	medium	4.005	2.6577	5.3641	rho_direct	0.0	0.0
H1a1a	6	5.6592	4.0646	7.2698	low	3.2952	1.5853	5.0255	single_child_interpolation	-2.3640000000000003	41.77268871925361
H1a1a1	4	2.5854	0.513	4.687	low	2.5854	0.513	4.687	rho_fallback_no_desc	0.0	0.0
H1a1b	3	1.7185	0.0342	3.4224	low	1.7185	0.0342	3.4224	rho_fallback_no_desc	0.0	0.0
H1a1c	4	1.9348	-0.4816	4.3914	low	1.9348	0.0	4.3914	rho_fallback_no_desc	0.0	0.0
H1a2	8	1.6105	0.2806	2.9526	low	1.6105	0.2806	2.9526	rho_fallback_no_desc	0.0	0.0
H1a3	30	6.9057	5.4327	8.3918	low	6.9057	5.4327	8.3918	rho_direct	0.0	0.0
H1a3a	10	4.9513	2.3543	7.5917	medium	4.9513	2.3543	7.5917	rho_direct	0.0	0.0
H1a3a1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1a3a2	2	0.0	0.0	0.0	very_low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
H1a3a3	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
H1a3a4	2	6.5486	3.9479	9.1912	very_low	6.5486	3.9479	9.1912	rho_fallback_no_desc	0.0	0.0
H1a3b	5	4.1586	0.6952	7.7012	low	6.061	5.3245	6.8041	single_child_interpolation	1.9024	45.74616457461646
H1a3b1	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
H1a3c	7	6.7398	3.7676	9.7667	low	6.061	3.9132	8.241	single_child_interpolation	-0.6787999999999998	10.071515475236652
H1a3c1	5	5.2164	2.3937	8.0901	low	5.2164	2.3937	8.0901	rho_fallback_no_desc	0.0	0.0
H1a3d	3	0.8567	-0.8175	2.5507	low	0.8567	0.0	2.5507	rho_fallback_no_desc	0.0	0.0
H1a4	3	1.7185	0.0342	3.4224	low	1.7185	0.0342	3.4224	rho_fallback_no_desc	0.0	0.0
H1a5	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1a6	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1a7	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
H1a8	6	2.5854	0.3167	4.8891	low	4.4852	3.2142	6.6126	single_child_interpolation	1.8998	73.48185967355148
H1a8a	3	1.7185	-1.6302	5.1456	low	1.7185	0.0	5.1456	rho_fallback_no_desc	0.0	0.0
H1a9	2	0.0	0.0	0.0	very_low	0.0	0.0	0.0	rho_fallback_no_desc	0.0	
H1aa	2	5.2164	0.1025	10.5005	very_low	5.9826	4.3842	8.8886	single_child_interpolation	0.7661999999999995	14.688290775247287
H1aa1	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
H1ab	3	4.3344	2.6202	6.0677	low	5.3334	4.3842	6.918	single_child_interpolation	0.9990000000000006	23.0481727574751
H1ab1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1ac	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
H1ad	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1ae	11	6.427	4.6545	8.219	medium	6.427	4.6545	8.219	rho_direct	0.0	0.0
H1ae1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1ae2	5	4.6866	2.1681	7.2462	low	5.1611	2.9966	7.3571	single_child_interpolation	0.4744999999999999	10.124610591900309
H1ae2a	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
H1ae3	3	4.3344	2.6202	6.0677	low	3.8569	2.3272	6.0309	single_child_interpolation	-0.4774999999999996	11.016519010705048
H1ae3a	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1af	9	6.1033	3.8139	8.4255	low	6.1033	3.8139	8.4255	rho_fallback_no_desc	0.0	0.0
H1af1	6	5.2164	3.3289	7.1266	low	5.2164	3.3289	7.1266	rho_fallback_no_desc	0.0	0.0
H1af1a	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1af1b	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
H1af2	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
H1ag	15	8.7931	7.2731	10.3266	low	8.7931	7.2731	10.3266	rho_direct	0.0	0.0
H1ag1	6	4.3344	1.4769	7.2454	low	4.3344	1.4769	7.2454	rho_fallback_no_desc	0.0	0.0
H1ag1a	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1ag1b	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
H1ag2	7	2.5854	2.5854	2.5854	low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
H1ah	7	8.2774	5.3715	11.2339	low	8.2774	5.3715	11.2339	rho_fallback_no_desc	0.0	0.0
H1ah1	2	2.5854	2.5854	2.5854	very_low	2.5854	2.5854	2.5854	rho_fallback_no_desc	0.0	0.0
H1ah2	2	2.5854	-2.4381	7.7838	very_low	2.5854	0.0	7.7838	rho_fallback_no_desc	0.0	0.0
H1ai	3	7.8917	0.0155	16.1546	low	7.598	4.8379	11.8188	single_child_interpolation	-0.2937000000000003	3.721631587617374
H1ai1	3	5.2164	-2.5235	13.3537	low	5.2164	0.0	13.3537	rho_fallback_no_desc	0.0	0.0
H1aj	5	12.8151	5.7868	20.1177	low	12.3728	8.1925	16.7273	single_child_interpolation	-0.44229999999999947	3.4513971798893457
H1aj1	2	14.766	6.7092	23.1707	very_low	8.134	4.0963	14.2735	single_child_interpolation	-6.632	44.91399160232967
H1aj1a	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
H1ak	12	5.8811	3.5693	8.2265	medium	5.8811	3.5693	8.2265	rho_direct	0.0	0.0
H1ak1	4	7.2188	3.9397	10.5639	low	7.2188	3.9397	10.5639	rho_fallback_no_desc	0.0	0.0
H1ak2	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1am	3	2.5854	-0.3368	5.566	low	5.6333	4.8379	7.0633	single_child_interpolation	3.0479000000000003	117.88891467471186
H1am1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1an	4	7.2188	5.9077	8.5402	low	7.2188	5.9077	8.5402	rho_fallback_no_desc	0.0	0.0
H1an1	3	4.3344	2.6202	6.0677	low	4.2529	2.9539	6.1915	single_child_interpolation	-0.08149999999999924	1.8803063861203222
H1an1a	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1an2	1	2.5854			no_ci	2.5854	0.0		rho_fallback_no_desc	0.0	0.0
H1ao	6	5.2164	2.9078	7.559	low	6.644	5.484	7.8201	single_child_interpolation	1.4276	27.36753316463461
H1ao1	2	5.2164	5.2164	5.2164	very_low	5.2164	5.2164	5.2164	rho_fallback_no_desc	0.0	0.0
H1ap	4	11.2963	7.9371	14.7188	low	6.6093	4.8595	8.3937	single_child_interpolation	-4.687	41.49146180607809
H1ap1	4	3.2389	0.0432	6.5035	low	3.2389	0.0432	6.5035	rho_fallback_no_desc	0.0	0.0
H1aq	5	5.7479	3.8075	7.712	low	5.6333	4.8379	7.0633	single_child_interpolation	-0.11459999999999937	1.993771638337469
H1aq1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1ar	3	6.995	5.2518	8.7569	low	5.6333	4.8379	7.0633	single_child_interpolation	-1.3617	19.46676197283774
H1ar1	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1as	6	6.995	2.8288	11.2691	low	6.995	2.8288	11.2691	rho_fallback_no_desc	0.0	0.0
H1as1	3	6.1033	4.3696	7.8557	low	5.4451	2.0838	8.8821	single_child_interpolation	-0.6581999999999999	10.784329788802777
H1as1a	2	3.8953	1.3387	6.4951	very_low	3.8953	1.3387	6.4951	rho_fallback_no_desc	0.0	0.0
H1as2	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1at	8	5.2164	3.8326	6.6123	low	6.2825	5.346	7.2276	single_child_interpolation	1.0660999999999996	20.437466451959196
H1at1	7	2.5854	1.0161	4.1714	low	3.7847	2.673	5.5352	single_child_interpolation	1.1993	46.387406204069
H1at1a	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1au	6	8.7931	5.5581	12.0901	low	8.2641	5.8736	10.7178	single_child_interpolation	-0.5290000000000017	6.016080790619937
H1au1	4	6.5486	2.0714	11.1517	low	6.5486	2.0714	11.1517	rho_fallback_no_desc	0.0	0.0
H1au1a	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
H1au1b	2	3.8953	-3.6406	11.8196	very_low	3.8953	0.0	11.8196	rho_fallback_no_desc	0.0	0.0
H1av	6	4.7748	2.7071	6.87	low	6.6093	5.2384	8.0003	single_child_interpolation	1.8345000000000002	38.42045740135713
H1av1	4	3.2389	0.801	5.7167	low	3.9481	2.6192	5.9215	single_child_interpolation	0.7092	21.896322825650685
H1av1a	2	1.2869	-1.2245	3.8427	very_low	1.2869	0.0	3.8427	rho_fallback_no_desc	0.0	0.0
H1aw	5	5.2164	2.9078	7.559	low	6.2825	4.8379	7.9249	single_child_interpolation	1.0660999999999996	20.437466451959196
H1aw1	3	2.5854	-0.3368	5.566	low	2.5854	0.0	5.566	rho_fallback_no_desc	0.0	0.0
H1ax	4	7.8917	5.7475	10.0635	low	8.2641	6.8118	9.7375	single_child_interpolation	0.37239999999999895	4.718881863223373
