haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
A17e	6548.6	5041.9	8069.2	6.5486	5.0419	8.0692	4	rho_fallback_no_desc	NA	
A18	12907.5	10279.5	15572.9	12.9075	10.2795	15.5729	30	rho_direct	NA	
A19	16317.6	15118.4	17527.1	16.3176	15.1183	17.5271	47	single_child_interpolation	NA	
A19b	9245.6	7435.2	11075.0	9.2456	7.4352	11.0750	6	rho_fallback_no_desc	NA	
A1a	16301.9	6900.7	26236.5	16.3019	6.9007	26.2365	26	single_child_interpolation	low	ci_exceeds_ancestor
A1a1	13927.5	1465.2	27260.3	13.9275	1.4652	27.2603	15	rho_direct	low	ci_exceeds_ancestor
A1b	16736.7	6039.7	28030.5	16.7367	6.0397	28.0305	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2	16499.1	15778.0	17222.8	16.4991	15.7780	17.2228	457	rho_direct	NA	
A20	12865.5	5446.6	20590.5	12.8655	5.4466	20.5905	11	rho_direct	NA	
A21	16362.9	15105.6	17631.7	16.3629	15.1056	17.6317	76	single_child_interpolation	NA	
A21a	9336.2	7409.7	11284.2	9.3362	7.4097	11.2842	15	rho_direct	NA	
A22	6548.6	499.9	12829.7	6.5486	0.4999	12.8297	6	rho_fallback_no_desc	NA	
A23	4774.8	2319.4	7269.2	4.7748	2.3194	7.2692	6	rho_fallback_no_desc	NA	
A24	4460.1	2186.2	6767.6	4.4601	2.1862	6.7676	21	rho_direct	NA	
A25	11882.9	7737.7	16123.8	11.8829	7.7377	16.1238	54	rho_direct	NA	
A26	7891.7	0.0	20725.8	7.8917	0.0000	20.7258	4	rho_fallback_no_desc	NA	
A27	19012.5	19012.5	19012.5	19.0125	19.0125	19.0125	4	rho_fallback_no_desc	NA	
A28	11433.8	6606.2	16393.1	11.4338	6.6062	16.3931	10	rho_direct	NA	
A29	17232.4	5622.2	29542.0	17.2324	5.6222	29.5420	16	rho_direct	low	ci_exceeds_ancestor
A2_C64T	17003.1	16031.0	17980.0	17.0031	16.0310	17.9800	289	rho_direct	low	ci_exceeds_ancestor
A2_C64T_G153A!	13238.1	11425.7	15068.0	13.2381	11.4257	15.0680	21	rho_direct	NA	
A2_C64T_G16129A!	10610.1	8128.3	13126.8	10.6101	8.1283	13.1268	16	rho_direct	NA	
A2_C64T_T16111C!	16595.3	13253.4	19993.3	16.5953	13.2534	19.9933	40	rho_direct	low	ci_exceeds_ancestor
A2_C64T_T16189C!	13533.0	12051.2	15028.6	13.533	12.0512	15.0286	7	single_child_interpolation	NA	
A2a	4334.4	3193.5	5483.7	4.3344	3.1935	5.4837	39	rho_direct	NA	
A2a1	642.0	0.0	1908.8	0.642	0.0000	1.9088	4	rho_fallback_no_desc	NA	
A2a2	3895.3	2413.9	5391.1	3.8953	2.4139	5.3911	4	rho_fallback_no_desc	NA	
A2a3	3457.4	0.0	8058.7	3.4574	0.0000	8.0587	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2a4	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
A2a5	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2aa	5216.4	2242.5	8247.0	5.2164	2.2425	8.2470	3	rho_fallback_no_desc	NA	
A2ab	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
A2ac	10580.8	9464.8	11704.5	10.5808	9.4648	11.7045	7	single_child_interpolation	NA	
A2ac1	4158.6	2898.5	5429.1	4.1586	2.8985	5.4291	5	rho_fallback_no_desc	NA	
A2ad	14486.1	8925.2	20211.3	14.4861	8.9252	20.2113	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2ad1	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
A2ad2	11985.1	4053.2	20274.7	11.9851	4.0532	20.2747	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2ae	9245.6	3790.0	14878.2	9.2456	3.7900	14.8782	4	rho_fallback_no_desc	NA	
A2af	24258.9	20801.1	27768.3	24.2589	20.8011	27.7683	16	rho_direct	low	ci_exceeds_ancestor
A2af1	19012.5	15580.8	22500.5	19.0125	15.5808	22.5005	15	rho_direct	low	ci_exceeds_ancestor
A2af1a	10610.1	6280.3	15047.3	10.6101	6.2803	15.0473	6	rho_fallback_no_desc	NA	
A2af1a1	13370.5	7999.6	18898.1	13.3705	7.9996	18.8981	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2af1a2	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
A2af1b	19968.1	17020.7	22956.1	19.9681	17.0207	22.9561	9	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2af1b1	12261.4	7912.4	16714.9	12.2614	7.9124	16.7149	5	rho_fallback_no_desc	NA	
A2af1b1a	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
A2af1b1b	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
A2af1b2	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
A2af2	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
A2ag	3895.3	0.0	11819.6	3.8953	0.0000	11.8196	2	rho_fallback_no_desc	NA	
A2ah	9245.6	4220.4	14420.6	9.2456	4.2204	14.4206	4	rho_fallback_no_desc	NA	
A2ai	5881.1	2629.4	9199.7	5.8811	2.6294	9.1997	4	rho_fallback_no_desc	NA	
A2aj	1718.5	34.2	3422.4	1.7185	0.0342	3.4224	3	rho_fallback_no_desc	NA	
A2ak	13370.5	13370.5	13370.5	13.3705	13.3705	13.3705	3	rho_fallback_no_desc	NA	
A2al	8501.5	8015.5	8990.0	8.5015	8.0155	8.9900	5	single_child_interpolation	NA	
A2am	366.5	0.0	1087.6	0.3665	0.0000	1.0876	7	rho_fallback_no_desc	NA	
A2an	8793.1	5287.2	12372.0	8.7931	5.2872	12.3720	3	rho_fallback_no_desc	NA	
A2ao	9227.2	5764.1	12784.2	9.2272	5.7641	12.7843	3	single_child_interpolation	NA	
A2ao1	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
A2ap	10063.0	8071.5	12077.2	10.063	8.0715	12.0772	5	rho_fallback_no_desc	NA	
A2aq	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
A2ar	0.0	0.0	0.0	0.0	0.0000	0.0000	4	rho_fallback_no_desc	NA	
A2b	9487.9	8631.4	10349.2	9.4879	8.6314	10.3492	26	single_child_interpolation	NA	
A2b1	2476.8	1484.7	3475.6	2.4768	1.4847	3.4756	24	rho_direct	NA	
A2c	11985.1	9299.9	14710.0	11.9851	9.2999	14.7100	2	rho_fallback_no_desc	NA	
A2d	9245.6	7235.9	11278.7	9.2456	7.2359	11.2787	12	rho_direct	NA	
A2d1	6570.5	3919.4	9269.1	6.5705	3.9194	9.2691	6	single_child_interpolation	NA	
A2d1a	3895.3	603.0	7259.5	3.8953	0.6030	7.2595	4	rho_fallback_no_desc	NA	
A2d2	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
A2e	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
A2f	20653.2	15954.1	25455.2	20.6532	15.9541	25.4552	7	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2f1	10970.1	7977.1	14649.0	10.9701	7.9771	14.6490	3	single_child_interpolation	NA	
A2f1a	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
A2f2	9245.6	6602.1	11929.9	9.2456	6.6021	11.9299	2	rho_fallback_no_desc	NA	
A2f3	9245.6	1442.2	17416.8	9.2456	1.4422	17.4168	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2g	8501.5	8015.5	8990.0	8.5015	8.0155	8.9900	9	single_child_interpolation	NA	
A2g1	0.0	0.0	0.0	0.0	0.0000	0.0000	3	rho_fallback_no_desc	NA	
A2h	11553.2	10200.3	12917.9	11.5532	10.2003	12.9178	5	single_child_interpolation	NA	
A2h1	6103.3	4369.6	7855.7	6.1033	4.3696	7.8557	3	rho_fallback_no_desc	NA	
A2i	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
A2j	9794.2	9308.2	10282.7	9.7942	9.3082	10.2827	6	single_child_interpolation	NA	
A2j1	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
A2k	9645.8	7158.1	12169.3	9.6458	7.1581	12.1693	17	rho_direct	NA	
A2k1	5574.2	3751.8	7419.1	5.5742	3.7518	7.4191	13	single_child_interpolation	NA	
A2k1a	1502.6	345.5	2668.9	1.5026	0.3455	2.6689	12	rho_direct	NA	
A2k2	4554.4	3265.1	5854.4	4.5544	3.2651	5.8544	4	rho_fallback_no_desc	NA	
A2l	2585.4	1271.3	3911.3	2.5854	1.2713	3.9113	6	rho_fallback_no_desc	NA	
A2m	17587.2	15178.3	20024.5	17.5872	15.1783	20.0245	12	rho_direct	low	ci_exceeds_ancestor
A2m1	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
A2m2	10610.1	10610.1	10610.1	10.6101	10.6101	10.6101	4	rho_fallback_no_desc	NA	
A2n	22860.0	17885.1	27945.5	22.86	17.8851	27.9455	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2o	9156.9	6643.8	11707.9	9.1569	6.6438	11.7079	5	single_child_interpolation	NA	
A2o1	1718.5	34.2	3422.4	1.7185	0.0342	3.4224	3	rho_fallback_no_desc	NA	
A2p	9699.2	5667.3	13826.1	9.6992	5.6673	13.8261	9	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2p1	4554.4	2095.1	7053.0	4.5544	2.0951	7.0530	4	rho_fallback_no_desc	NA	
A2p2	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
A2q	14130.4	11285.4	17018.1	14.1304	11.2854	17.0181	11	rho_direct	NA	
A2q1	13370.5	0.0	30389.3	13.3705	0.0000	30.3893	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2q2	427.7	0.0	1269.7	0.4277	0.0000	1.2697	6	rho_fallback_no_desc	NA	
A2r	9869.0	8289.5	11469.8	9.869	8.2895	11.4697	6	single_child_interpolation	NA	
A2r1	3238.9	801.0	5716.7	3.2389	0.8010	5.7167	4	rho_fallback_no_desc	NA	
A2s	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
A2t	10610.1	6854.0	14446.8	10.6101	6.8540	14.4468	4	rho_fallback_no_desc	NA	
A2u	19370.3	13984.6	24895.2	19.3703	13.9846	24.8952	8	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2u1	12815.1	7356.3	18437.8	12.8151	7.3563	18.4378	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2u2	19012.5	13481.7	24691.2	19.0125	13.4817	24.6912	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2v	13806.6	11874.6	15764.7	13.8066	11.8746	15.7647	15	single_child_interpolation	NA	
A2v1	11074.2	8146.5	14061.2	11.0742	8.1465	14.0612	13	single_child_interpolation	NA	
A2v1_T152C!!!	8341.8	4418.4	12357.7	8.3418	4.4184	12.3577	6	rho_fallback_no_desc	NA	
A2v1a	4554.4	719.3	8486.1	4.5544	0.7193	8.4861	4	rho_fallback_no_desc	NA	
A2v1b	7891.7	0.0	18783.8	7.8917	0.0000	18.7838	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
A2w	17437.3	14927.2	19990.0	17.4373	14.9272	19.9901	43	single_child_interpolation	low	ci_exceeds_ancestor
A2w1	14023.7	12768.7	15300.1	14.0237	12.7687	15.3001	10	single_child_interpolation	NA	
A2w1a	10610.1	10610.1	10610.1	10.6101	10.6101	10.6101	4	rho_fallback_no_desc	NA	
A2x	8793.1	4171.2	13542.7	8.7931	4.1712	13.5427	3	rho_fallback_no_desc	NA	
A2y	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
A2z	2238.0	606.3	3887.9	2.238	0.6063	3.8879	15	rho_direct	NA	
A3	16603.1	12390.4	21009.8	16.6031	12.3904	21.0098	13	single_child_interpolation	NA	
A30	7293.4	1524.6	13269.6	7.2934	1.5246	13.2696	9	rho_fallback_no_desc	NA	
A31	9439.8	5478.4	13493.4	9.4398	5.4784	13.4934	7	rho_fallback_no_desc	NA	
A32	7218.8	3441.9	11083.5	7.2188	3.4419	11.0835	8	rho_fallback_no_desc	NA	
A33	3457.4	1753.1	5181.0	3.4574	1.7531	5.1810	3	rho_fallback_no_desc	NA	
A34	35550.2	12839.3	60225.2	35.5502	12.8393	60.2252	12	rho_direct	low	ci_exceeds_ancestor
A35	8567.3	7245.6	9899.2	8.5673	7.2456	9.8992	4	rho_fallback_no_desc	NA	
A36	9245.6	3241.5	15464.9	9.2456	3.2415	15.4649	6	rho_fallback_no_desc	NA	
A37	18298.6	10127.6	26801.9	18.2986	10.1276	26.8019	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
A38	7891.7	2689.8	13259.3	7.8917	2.6898	13.2593	3	rho_fallback_no_desc	NA	
A39	0.0	0.0	0.0	0.0	0.0000	0.0000	3	rho_fallback_no_desc	NA	
A3a	7891.7	15.5	16154.6	7.8917	0.0155	16.1546	3	rho_fallback_no_desc	NA	
A4	18061.2	15289.6	20870.1	18.0612	15.2896	20.8701	9	rho_fallback_no_desc	NA	
A5	21394.4	20219.8	22575.1	21.3944	20.2198	22.5751	483	rho_direct	NA	
A5a	11480.8	9861.4	13114.8	11.4808	9.8614	13.1148	82	rho_direct	NA	
A5a1	12700.4	10718.3	14703.7	12.7004	10.7183	14.7037	29	rho_direct	low	ci_exceeds_ancestor
A5a1a	10820.9	8994.0	12666.7	10.8209	8.9940	12.6667	26	rho_direct	NA	
A5a1a1	6196.9	4012.7	8411.0	6.1969	4.0127	8.4110	19	rho_direct	NA	
A5a1a1a	2585.4	0.0	6243.7	2.5854	0.0000	6.2437	4	rho_fallback_no_desc	NA	
A5a1a1b	4334.4	0.0	8961.0	4.3344	0.0000	8.9610	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
A5a1a2	8018.6	7105.2	8941.5	8.0186	7.1052	8.9415	4	single_child_interpolation	NA	
A5a1a2a	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
A5a1b	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
A5a2	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
A5a3	7033.1	6223.4	7850.1	7.0331	6.2234	7.8501	3	single_child_interpolation	NA	
A5a3a	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
A5a4	2585.4	0.0	5566.0	2.5854	0.0000	5.5660	3	rho_fallback_no_desc	NA	
A5a5	3108.0	615.8	5642.0	3.108	0.6158	5.6420	5	rho_fallback_no_desc	NA	
A5a6	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	3	rho_fallback_no_desc	NA	
A5b	18599.8	17016.7	20195.9	18.5998	17.0167	20.1959	223	single_child_interpolation	NA	
A5b1	15805.1	13813.5	17816.8	15.8051	13.8135	17.8168	223	rho_direct	NA	
A5b1a	9850.2	8113.7	11604.0	9.8502	8.1137	11.6040	7	single_child_interpolation	NA	
A5b1a1	3895.3	2413.9	5391.1	3.8953	2.4139	5.3911	4	rho_fallback_no_desc	NA	
A5b1b	18559.0	6906.8	36294.7	18.559	6.9067	36.2947	152	single_child_interpolation	low	ci_exceeds_ancestor
A5b1b3	21312.9	0.0	54772.5	21.3129	0.0000	54.7725	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
A5b1c	11344.2	8628.8	14106.3	11.3442	8.6288	14.1063	26	single_child_interpolation	NA	
A5b1c1	6883.3	3444.1	10395.9	6.8833	3.4441	10.3959	24	rho_direct	NA	
A5c	19348.8	10109.9	37524.3	19.3488	10.1099	37.5243	36	single_child_interpolation	low	ci_exceeds_ancestor
A5c1	17303.3	0.0	52473.5	17.3033	0.0000	52.4735	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
A5f	10610.1	8431.5	12815.6	10.6101	8.4315	12.8156	4	rho_fallback_no_desc	NA	
A5g	12445.8	10646.6	14262.5	12.4458	10.6466	14.2625	3	rho_fallback_no_desc	NA	
A6	18607.7	15575.8	21683.8	18.6077	15.5758	21.6838	120	rho_direct	NA	
A6a	9480.1	7483.5	11499.7	9.4801	7.4835	11.4997	29	rho_direct	NA	
A6b	9756.0	4415.4	15264.3	9.756	4.4154	15.2643	16	rho_direct	NA	
A6e	11831.8	2669.5	21476.9	11.8318	2.6695	21.4769	9	rho_fallback_no_desc	NA	
A7	15983.7	11739.0	20320.4	15.9837	11.7390	20.3204	45	rho_direct	NA	
A8	24271.9	22562.5	26001.3	24.2719	22.5625	26.0013	63	single_child_interpolation	NA	
A8a	21739.4	18800.9	24716.9	21.7394	18.8009	24.7169	57	rho_direct	NA	
A8a1	8460.4	5232.4	11750.7	8.4604	5.2324	11.7507	19	rho_direct	NA	
A8a5	22029.9	16452.4	27749.1	22.0299	16.4524	27.7491	21	rho_direct	low	ci_exceeds_ancestor
A9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
A_T152C	25314.5	24765.3	25865.0	25.3145	24.7653	25.8650	3037	rho_direct	NA	
A_T152C_T16362C	23389.6	22801.5	23979.2	23.3896	22.8015	23.9792	2685	rho_direct	NA	
A_T152C_T16362C_A200G	17799.7	16507.2	19100.3	17.7997	16.5072	19.1003	642	rho_direct	NA	
A_T152C_T16362C_T16189C	17318.6	14599.0	20074.7	17.3186	14.5990	20.0747	37	rho_direct	NA	
B2	18845.9	18022.1	19672.8	18.8459	18.0221	19.6728	326	rho_direct	NA	
B2_C16278T!	11370.6	9680.4	13084.0	11.3706	9.6804	13.0840	5	single_child_interpolation	NA	
B2a	11934.0	10225.0	13659.0	11.934	10.2250	13.6590	27	rho_direct	NA	
B2a1	8492.1	6205.9	10809.3	8.4921	6.2059	10.8093	9	rho_fallback_no_desc	NA	
B2a1a	5538.8	3102.9	9296.5	5.5388	3.1029	9.2965	2	single_child_interpolation	NA	
B2a1a1	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
B2a1b	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
B2a2	11525.6	9735.6	13333.4	11.5256	9.7356	13.3334	3	rho_fallback_no_desc	NA	
B2a3	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	4	rho_fallback_no_desc	NA	
B2a4	11959.5	9762.5	14184.5	11.9596	9.7625	14.1845	5	single_child_interpolation	low	ci_exceeds_ancestor
B2a4a	8588.0	7489.4	9700.5	8.588	7.4894	9.7005	4	single_child_interpolation	NA	
B2a4a1	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	3	rho_fallback_no_desc	NA	
B2a5	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
B2b	20342.1	18328.4	22374.6	20.3421	18.3284	22.3746	82	rho_direct	low	ci_exceeds_ancestor
B2b1	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
B2b2	12118.7	9833.6	14434.8	12.1187	9.8336	14.4348	3	single_child_interpolation	NA	
B2b2a	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
B2b3	15887.9	14470.1	17317.2	15.8879	14.4701	17.3172	11	single_child_interpolation	NA	
B2b3a	8372.3	7243.6	9509.2	8.3723	7.2436	9.5092	10	single_child_interpolation	NA	
B2b3a1	856.7	17.1	1701.2	0.8567	0.0171	1.7012	9	rho_fallback_no_desc	NA	
B2b4	0.0	0.0	0.0	0.0	0.0000	0.0000	2	rho_fallback_no_desc	NA	
B2b5	19421.5	16857.8	22016.3	19.4215	16.8578	22.0163	7	rho_fallback_no_desc	low	ci_exceeds_ancestor
B2b6	10610.1	10610.1	10610.1	10.6101	10.6101	10.6101	3	rho_fallback_no_desc	NA	
B2b_T152C!	10171.0	9164.2		10.171	9.1642	NA	10	single_child_interpolation	NA	
B2c	13989.5	11850.1	16153.0	13.9895	11.8501	16.1530	27	rho_direct	NA	
B2c1	8099.3	5685.4	10548.0	8.0993	5.6854	10.5480	13	rho_direct	NA	
B2c1a	3238.9	801.0	5716.7	3.2389	0.8010	5.7167	4	rho_fallback_no_desc	NA	
B2c1b	5216.4	0.0	11332.6	5.2164	0.0000	11.3326	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
B2c1c	6103.3	4369.6	7855.7	6.1033	4.3696	7.8557	3	rho_fallback_no_desc	NA	
B2c2	10154.1	8318.6	12008.8	10.1541	8.3186	12.0088	12	rho_direct	NA	
B2c2a	2585.4	1271.3	3911.3	2.5854	1.2713	3.9113	6	rho_fallback_no_desc	NA	
B2c2b	1934.8	667.8	3212.8	1.9348	0.6678	3.2128	4	rho_fallback_no_desc	NA	
B2d	4640.6	3541.4	5747.6	4.6406	3.5414	5.7476	46	rho_direct	NA	
B2e	8567.3	3619.0	13663.0	8.5673	3.6190	13.6630	4	rho_fallback_no_desc	NA	
B2f	4334.4	2620.2	6067.7	4.3344	2.6202	6.0677	3	rho_fallback_no_desc	NA	
B2g	22981.3	13959.9	32372.6	22.9813	13.9599	32.3726	8	rho_fallback_no_desc	low	ci_exceeds_ancestor
B2g1	21891.8	9212.2	35332.9	21.8918	9.2122	35.3329	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
B2g2	6995.0	2424.1	11696.1	6.995	2.4241	11.6961	3	rho_fallback_no_desc	NA	
B2h	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
B2i	20362.8	17768.2	22988.6	20.3628	17.7682	22.9886	17	rho_direct	low	ci_exceeds_ancestor
B2i1	6995.0	2424.1	11696.1	6.995	2.4241	11.6961	3	rho_fallback_no_desc	NA	
B2i2	12379.9	9526.2	15278.2	12.3799	9.5262	15.2782	14	rho_direct	NA	
B2i2a	10328.6	8213.7	12471.5	10.3286	8.2137	12.4715	9	single_child_interpolation	NA	
B2i2a1	8277.4	6901.1	9664.9	8.2774	6.9011	9.6649	7	rho_fallback_no_desc	NA	
B2i2a1a	3457.4	68.3	6923.5	3.4574	0.0683	6.9235	3	rho_fallback_no_desc	NA	
B2i2a1b	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
B2i2b	9464.2	6737.1	12234.7	9.4642	6.7370	12.2347	4	single_child_interpolation	NA	
B2i2b1	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
B2j	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
B2k	7891.7	15.5	16154.6	7.8917	0.0155	16.1546	3	rho_fallback_no_desc	NA	
B2l	9699.2	7927.6	11488.9	9.6992	7.9276	11.4889	3	rho_fallback_no_desc	NA	
B2m	11985.1	9299.9	14710.0	11.9851	9.2999	14.7100	4	rho_fallback_no_desc	NA	
B2n	11985.1	4053.2	20274.7	11.9851	4.0532	20.2747	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
B2o	13368.8	9961.2	16888.3	13.3688	9.9612	16.8883	5	single_child_interpolation	NA	
B2o1	9292.6	5031.9	13694.4	9.2926	5.0319	13.6944	3	single_child_interpolation	NA	
B2o1a	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
B2p	9245.6	6602.1	11929.9	9.2456	6.6021	11.9299	2	rho_fallback_no_desc	NA	
B2q	13370.5	8461.1	18410.5	13.3705	8.4611	18.4105	4	rho_fallback_no_desc	NA	
B2r		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
B2s	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	NA	
B2t	3457.4	1753.1	5181.0	3.4574	1.7531	5.1810	3	rho_fallback_no_desc	NA	
B2u	7891.7	15.5	16154.6	7.8917	0.0155	16.1546	3	rho_fallback_no_desc	NA	
B2v	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
B2w	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
B2x	6995.0	5251.8	8756.9	6.995	5.2518	8.7569	3	rho_fallback_no_desc	NA	
B2y	14045.8	12312.1	15801.3	14.0457	12.3121	15.8013	12	single_child_interpolation	NA	
B2y1	9245.6	6602.1	11929.9	9.2456	6.6021	11.9299	2	rho_fallback_no_desc	NA	
B4	38309.5	37899.8	38719.9	38.3095	37.8998	38.7199	6090	rho_direct	NA	
B4'5	46659.2	46229.6	47089.4	46.6592	46.2296	47.0894	8940	rho_direct	low	ci_exceeds_ancestor
B4_C16261T	29417.7	28949.3	29886.9	29.4177	28.9493	29.8869	3000	rho_direct	NA	
B4a	25305.8	24831.5	25781.0	25.3058	24.8315	25.7810	2210	rho_direct	NA	
B4a1	22927.7	22464.0	23392.5	22.9277	22.4640	23.3925	1604	rho_direct	NA	
B4a1_T16311C	21230.4	19027.1	23455.7	21.2304	19.0271	23.4557	70	rho_direct	low	ci_exceeds_ancestor
B4a1a	11761.6	11517.3	12006.3	11.7616	11.5173	12.0063	1074	rho_direct	NA	
B4a1a1	7130.5	6919.6	7341.7	7.1305	6.9196	7.3417	1004	rho_direct	NA	
B4a1a1_C151T	5644.6	3807.4	7521.4	5.6446	3.8074	7.5214	9	single_child_interpolation	low	ci_exceeds_ancestor
B4a1a1_T152C!	4208.7	3459.8	5592.2	4.2087	3.4598	5.5922	12	single_child_interpolation	NA	
B4a1a1_T16126C		3459.8			3.4598	NA	5	single_child_interpolation	NA	
B4a1a1a	6057.4	5465.1	6651.8	6.0574	5.4651	6.6518	155	rho_direct	NA	
B4a1a1a1	6867.4	5316.4	8433.1	6.8674	5.3164	8.4331	21	rho_direct	low	ci_exceeds_ancestor
B4a1a1a10	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
B4a1a1a11	6548.6	3334.6	9827.0	6.5486	3.3346	9.8270	6	rho_fallback_no_desc	low	ci_exceeds_ancestor
B4a1a1a11a	7891.7	2689.8	13259.3	7.8917	2.6898	13.2593	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
B4a1a1a11b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
B4a1a1a12	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
B4a1a1a13	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
B4a1a1a14	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
B4a1a1a15	6548.6	0.0	14598.0	6.5486	0.0000	14.5980	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
B4a1a1a16	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
B4a1a1a17	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
