tip_name	owner_core_subtree_id	appearing_baseml_subtree_ids	roles
111-1174-6848	core_subtree_0055	"[""baseml_subtree_0055""]"	"[""core""]"
111-1178-6141	core_subtree_0025	"[""baseml_subtree_0023"", ""baseml_subtree_0025"", ""baseml_subtree_0028"", ""baseml_subtree_0029"", ""baseml_subtree_0030"", ""baseml_subtree_0078""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1201-7473	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1202-8745	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1204-7609	core_subtree_0025	"[""baseml_subtree_0023"", ""baseml_subtree_0025"", ""baseml_subtree_0028"", ""baseml_subtree_0029"", ""baseml_subtree_0030"", ""baseml_subtree_0078""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1204-8989	core_subtree_0052	"[""baseml_subtree_0052""]"	"[""core""]"
111-1266-8323	core_subtree_0060	"[""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1274-0982	core_subtree_0017	"[""baseml_subtree_0017""]"	"[""core""]"
111-1307-0330	core_subtree_0018	"[""baseml_subtree_0018""]"	"[""core""]"
111-1313-7996	core_subtree_0050	"[""baseml_subtree_0050""]"	"[""core""]"
111-1349-6727	core_subtree_0019	"[""baseml_subtree_0015"", ""baseml_subtree_0016"", ""baseml_subtree_0019"", ""baseml_subtree_0022""]"	"[""anchor"", ""anchor"", ""core"", ""anchor""]"
111-1364-4159	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1369-5472	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1373-5222	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1374-6846	core_subtree_0024	"[""baseml_subtree_0024""]"	"[""core""]"
111-1392-6040	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1393-9545	core_subtree_0056	"[""baseml_subtree_0056""]"	"[""core""]"
111-1396-0686	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1414-2845	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1415-0819	core_subtree_0049	"[""baseml_subtree_0045"", ""baseml_subtree_0049"", ""baseml_subtree_0088""]"	"[""anchor"", ""core"", ""anchor""]"
111-1425-2261	core_subtree_0024	"[""baseml_subtree_0024""]"	"[""core""]"
111-1432-2155	core_subtree_0021	"[""baseml_subtree_0021""]"	"[""core""]"
111-1435-9878	core_subtree_0025	"[""baseml_subtree_0023"", ""baseml_subtree_0025"", ""baseml_subtree_0028"", ""baseml_subtree_0029"", ""baseml_subtree_0030"", ""baseml_subtree_0078""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1439-3919	core_subtree_0018	"[""baseml_subtree_0018""]"	"[""core""]"
111-1446-5524	core_subtree_0025	"[""baseml_subtree_0023"", ""baseml_subtree_0025"", ""baseml_subtree_0028"", ""baseml_subtree_0029"", ""baseml_subtree_0030"", ""baseml_subtree_0078""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1448-2163	core_subtree_0025	"[""baseml_subtree_0023"", ""baseml_subtree_0025"", ""baseml_subtree_0028"", ""baseml_subtree_0029"", ""baseml_subtree_0030"", ""baseml_subtree_0078""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1457-7494	core_subtree_0049	"[""baseml_subtree_0045"", ""baseml_subtree_0049"", ""baseml_subtree_0088""]"	"[""anchor"", ""core"", ""anchor""]"
111-1458-2559	core_subtree_0054	"[""baseml_subtree_0054""]"	"[""core""]"
111-1459-0974	core_subtree_0019	"[""baseml_subtree_0015"", ""baseml_subtree_0016"", ""baseml_subtree_0019"", ""baseml_subtree_0022""]"	"[""anchor"", ""anchor"", ""core"", ""anchor""]"
111-1462-0480	core_subtree_0042	"[""baseml_subtree_0042""]"	"[""core""]"
111-1462-2699	core_subtree_0020	"[""baseml_subtree_0020""]"	"[""core""]"
111-1466-3630	core_subtree_0026	"[""baseml_subtree_0026""]"	"[""core""]"
111-1480-6396	core_subtree_0027	"[""baseml_subtree_0027""]"	"[""core""]"
111-1481-1130	core_subtree_0057	"[""baseml_subtree_0057""]"	"[""core""]"
111-1488-4134	core_subtree_0066	"[""baseml_subtree_0066""]"	"[""core""]"
111-1492-0078	core_subtree_0055	"[""baseml_subtree_0055""]"	"[""core""]"
111-1499-7124	core_subtree_0047	"[""baseml_subtree_0043"", ""baseml_subtree_0044"", ""baseml_subtree_0046"", ""baseml_subtree_0047"", ""baseml_subtree_0067"", ""baseml_subtree_0072"", ""baseml_subtree_0081"", ""baseml_subtree_0083"", ""baseml_subtree_0084""]"	"[""anchor"", ""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1504-7156	core_subtree_0049	"[""baseml_subtree_0045"", ""baseml_subtree_0049"", ""baseml_subtree_0088""]"	"[""anchor"", ""core"", ""anchor""]"
111-1510-1995	core_subtree_0021	"[""baseml_subtree_0021""]"	"[""core""]"
111-1522-3949	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1525-8125	core_subtree_0047	"[""baseml_subtree_0043"", ""baseml_subtree_0044"", ""baseml_subtree_0046"", ""baseml_subtree_0047"", ""baseml_subtree_0067"", ""baseml_subtree_0072"", ""baseml_subtree_0081"", ""baseml_subtree_0083"", ""baseml_subtree_0084""]"	"[""anchor"", ""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1554-1166	core_subtree_0056	"[""baseml_subtree_0056""]"	"[""core""]"
111-1584-3765	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1585-2453	core_subtree_0051	"[""baseml_subtree_0051""]"	"[""core""]"
111-1587-1966	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1611-1207	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1613-9140	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1629-3484	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1631-5599	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1641-0669	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1648-9726	core_subtree_0021	"[""baseml_subtree_0021""]"	"[""core""]"
111-1649-3327	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1651-6415	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1653-9353	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1678-3121	core_subtree_0056	"[""baseml_subtree_0056""]"	"[""core""]"
111-1684-8790	core_subtree_0024	"[""baseml_subtree_0024""]"	"[""core""]"
111-1691-9155	core_subtree_0057	"[""baseml_subtree_0057""]"	"[""core""]"
111-1692-1400	core_subtree_0049	"[""baseml_subtree_0045"", ""baseml_subtree_0049"", ""baseml_subtree_0088""]"	"[""anchor"", ""core"", ""anchor""]"
111-1695-6891	core_subtree_0049	"[""baseml_subtree_0045"", ""baseml_subtree_0049"", ""baseml_subtree_0088""]"	"[""anchor"", ""core"", ""anchor""]"
111-1701-6495	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1715-5972	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1717-8247	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1721-2149	core_subtree_0033	"[""baseml_subtree_0033""]"	"[""core""]"
111-1721-7007	core_subtree_0017	"[""baseml_subtree_0017""]"	"[""core""]"
111-1726-6777	core_subtree_0020	"[""baseml_subtree_0020""]"	"[""core""]"
111-1726-7279	core_subtree_0034	"[""baseml_subtree_0034""]"	"[""core""]"
111-1727-4390	core_subtree_0017	"[""baseml_subtree_0017""]"	"[""core""]"
111-1728-0247	core_subtree_0047	"[""baseml_subtree_0043"", ""baseml_subtree_0044"", ""baseml_subtree_0046"", ""baseml_subtree_0047"", ""baseml_subtree_0067"", ""baseml_subtree_0072"", ""baseml_subtree_0081"", ""baseml_subtree_0083"", ""baseml_subtree_0084""]"	"[""anchor"", ""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1729-9980	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1730-3540	core_subtree_0057	"[""baseml_subtree_0057""]"	"[""core""]"
111-1733-1918	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1745-9377	core_subtree_0047	"[""baseml_subtree_0043"", ""baseml_subtree_0044"", ""baseml_subtree_0046"", ""baseml_subtree_0047"", ""baseml_subtree_0067"", ""baseml_subtree_0072"", ""baseml_subtree_0081"", ""baseml_subtree_0083"", ""baseml_subtree_0084""]"	"[""anchor"", ""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1756-3920	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1759-0032	core_subtree_0026	"[""baseml_subtree_0026""]"	"[""core""]"
111-1759-3736	core_subtree_0057	"[""baseml_subtree_0057""]"	"[""core""]"
111-1762-1361	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1763-2954	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1770-9816	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1771-5749	core_subtree_0025	"[""baseml_subtree_0023"", ""baseml_subtree_0025"", ""baseml_subtree_0028"", ""baseml_subtree_0029"", ""baseml_subtree_0030"", ""baseml_subtree_0078""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1773-2104	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1773-7666	core_subtree_0034	"[""baseml_subtree_0034""]"	"[""core""]"
111-1774-6637	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1775-2089	core_subtree_0042	"[""baseml_subtree_0042""]"	"[""core""]"
111-1776-9599	core_subtree_0047	"[""baseml_subtree_0043"", ""baseml_subtree_0044"", ""baseml_subtree_0046"", ""baseml_subtree_0047"", ""baseml_subtree_0067"", ""baseml_subtree_0072"", ""baseml_subtree_0081"", ""baseml_subtree_0083"", ""baseml_subtree_0084""]"	"[""anchor"", ""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1778-1140	core_subtree_0047	"[""baseml_subtree_0043"", ""baseml_subtree_0044"", ""baseml_subtree_0046"", ""baseml_subtree_0047"", ""baseml_subtree_0067"", ""baseml_subtree_0072"", ""baseml_subtree_0081"", ""baseml_subtree_0083"", ""baseml_subtree_0084""]"	"[""anchor"", ""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1778-6183	core_subtree_0050	"[""baseml_subtree_0050""]"	"[""core""]"
111-1784-8072	core_subtree_0056	"[""baseml_subtree_0056""]"	"[""core""]"
111-1785-2093	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1785-7555	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1788-5770	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1789-9005	core_subtree_0018	"[""baseml_subtree_0018""]"	"[""core""]"
111-1791-2056	core_subtree_0061	"[""baseml_subtree_0061""]"	"[""core""]"
111-1791-7082	core_subtree_0018	"[""baseml_subtree_0018""]"	"[""core""]"
111-1792-2017	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1794-6488	core_subtree_0057	"[""baseml_subtree_0057""]"	"[""core""]"
111-1797-7123	core_subtree_0018	"[""baseml_subtree_0018""]"	"[""core""]"
111-1799-0399	core_subtree_0020	"[""baseml_subtree_0020""]"	"[""core""]"
111-1800-2411	core_subtree_0056	"[""baseml_subtree_0056""]"	"[""core""]"
111-1805-7206	core_subtree_0054	"[""baseml_subtree_0054""]"	"[""core""]"
111-1810-8786	core_subtree_0034	"[""baseml_subtree_0034""]"	"[""core""]"
111-1810-9233	core_subtree_0002	"[""baseml_subtree_0002""]"	"[""core""]"
111-1812-5745	core_subtree_0024	"[""baseml_subtree_0024""]"	"[""core""]"
111-1823-0630	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1825-3059	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1832-8917	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1836-3079	core_subtree_0051	"[""baseml_subtree_0051""]"	"[""core""]"
111-1837-2491	core_subtree_0021	"[""baseml_subtree_0021""]"	"[""core""]"
111-1837-5089	core_subtree_0018	"[""baseml_subtree_0018""]"	"[""core""]"
111-1840-5663	core_subtree_0049	"[""baseml_subtree_0045"", ""baseml_subtree_0049"", ""baseml_subtree_0088""]"	"[""anchor"", ""core"", ""anchor""]"
111-1841-5075	core_subtree_0021	"[""baseml_subtree_0021""]"	"[""core""]"
111-1841-7222	core_subtree_0057	"[""baseml_subtree_0057""]"	"[""core""]"
111-1842-2400	core_subtree_0061	"[""baseml_subtree_0061""]"	"[""core""]"
111-1843-5561	core_subtree_0025	"[""baseml_subtree_0023"", ""baseml_subtree_0025"", ""baseml_subtree_0028"", ""baseml_subtree_0029"", ""baseml_subtree_0030"", ""baseml_subtree_0078""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1843-8425	core_subtree_0027	"[""baseml_subtree_0027""]"	"[""core""]"
111-1845-5248	core_subtree_0026	"[""baseml_subtree_0026""]"	"[""core""]"
111-1846-2352	core_subtree_0019	"[""baseml_subtree_0015"", ""baseml_subtree_0016"", ""baseml_subtree_0019"", ""baseml_subtree_0022""]"	"[""anchor"", ""anchor"", ""core"", ""anchor""]"
111-1846-7142	core_subtree_0056	"[""baseml_subtree_0056""]"	"[""core""]"
111-1847-3891	core_subtree_0021	"[""baseml_subtree_0021""]"	"[""core""]"
111-1847-4249	core_subtree_0057	"[""baseml_subtree_0057""]"	"[""core""]"
111-1848-1513	core_subtree_0061	"[""baseml_subtree_0061""]"	"[""core""]"
111-1848-4002	core_subtree_0061	"[""baseml_subtree_0061""]"	"[""core""]"
111-1848-8321	core_subtree_0047	"[""baseml_subtree_0043"", ""baseml_subtree_0044"", ""baseml_subtree_0046"", ""baseml_subtree_0047"", ""baseml_subtree_0067"", ""baseml_subtree_0072"", ""baseml_subtree_0081"", ""baseml_subtree_0083"", ""baseml_subtree_0084""]"	"[""anchor"", ""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1848-9632	core_subtree_0034	"[""baseml_subtree_0034""]"	"[""core""]"
111-1848-9717	core_subtree_0060	"[""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1849-4759	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1849-9938	core_subtree_0021	"[""baseml_subtree_0021""]"	"[""core""]"
111-1850-3208	core_subtree_0056	"[""baseml_subtree_0056""]"	"[""core""]"
111-1850-3673	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1851-3511	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1852-7068	core_subtree_0024	"[""baseml_subtree_0024""]"	"[""core""]"
111-1853-6312	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1853-8170	core_subtree_0021	"[""baseml_subtree_0021""]"	"[""core""]"
111-1853-8750	core_subtree_0065	"[""baseml_subtree_0065""]"	"[""core""]"
111-1855-8918	core_subtree_0042	"[""baseml_subtree_0042""]"	"[""core""]"
111-1856-1154	core_subtree_0060	"[""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1856-2441	core_subtree_0024	"[""baseml_subtree_0024""]"	"[""core""]"
111-1856-4667	core_subtree_0025	"[""baseml_subtree_0023"", ""baseml_subtree_0025"", ""baseml_subtree_0028"", ""baseml_subtree_0029"", ""baseml_subtree_0030"", ""baseml_subtree_0078""]"	"[""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1858-0377	core_subtree_0024	"[""baseml_subtree_0024""]"	"[""core""]"
111-1858-6744	core_subtree_0035	"[""baseml_subtree_0035"", ""baseml_subtree_0037"", ""baseml_subtree_0038"", ""baseml_subtree_0082"", ""baseml_subtree_0087""]"	"[""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1858-8854	core_subtree_0041	"[""baseml_subtree_0041""]"	"[""core""]"
111-1860-0921	core_subtree_0060	"[""baseml_subtree_0058"", ""baseml_subtree_0059"", ""baseml_subtree_0060"", ""baseml_subtree_0062"", ""baseml_subtree_0063"", ""baseml_subtree_0064"", ""baseml_subtree_0068"", ""baseml_subtree_0070"", ""baseml_subtree_0071"", ""baseml_subtree_0074"", ""baseml_subtree_0079""]"	"[""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1860-1324	core_subtree_0020	"[""baseml_subtree_0020""]"	"[""core""]"
111-1860-2192	core_subtree_0049	"[""baseml_subtree_0045"", ""baseml_subtree_0049"", ""baseml_subtree_0088""]"	"[""anchor"", ""core"", ""anchor""]"
111-1861-0487	core_subtree_0047	"[""baseml_subtree_0043"", ""baseml_subtree_0044"", ""baseml_subtree_0046"", ""baseml_subtree_0047"", ""baseml_subtree_0067"", ""baseml_subtree_0072"", ""baseml_subtree_0081"", ""baseml_subtree_0083"", ""baseml_subtree_0084""]"	"[""anchor"", ""anchor"", ""anchor"", ""core"", ""anchor"", ""anchor"", ""anchor"", ""anchor"", ""anchor""]"
111-1861-2764	core_subtree_0024	"[""baseml_subtree_0024""]"	"[""core""]"
