Sample	Grouping	Group
GSRD010944A00_BB0_01	Corridor_and_key_regions	South_China
GSRD010944A00_BB0_01	Corridor_NCS	Others
GSRD010944A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010944A00_BB0_01	Elevation_group	Low
GSRD010944A00_BB0_01	Language	Tai_Kadai
GSRD010965A00_BB0_01	Corridor_and_key_regions	South_China
GSRD010965A00_BB0_01	Corridor_NCS	Others
GSRD010965A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010965A00_BB0_01	Elevation_group	Low
GSRD010965A00_BB0_01	Language	Tai_Kadai
GSRD010966A00_BB0_01	Corridor_and_key_regions	South_China
GSRD010966A00_BB0_01	Corridor_NCS	Others
GSRD010966A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010966A00_BB0_01	Elevation_group	Low
GSRD010966A00_BB0_01	Language	Tai_Kadai
111-1837-7076	Corridor_and_key_regions	South_China
111-1837-7076	Corridor_NCS	Others
111-1837-7076	Sichuan_geographic_regions	Non_Sichuan
111-1837-7076	Elevation_group	Low
111-1837-7076	Language	Tai_Kadai
111-1770-5214	Corridor_and_key_regions	South_China
111-1770-5214	Corridor_NCS	Others
111-1770-5214	Sichuan_geographic_regions	Non_Sichuan
111-1770-5214	Elevation_group	Low
111-1770-5214	Language	Sinitic
GX-0441_BB0_00	Corridor_and_key_regions	South_China
GX-0441_BB0_00	Corridor_NCS	Others
GX-0441_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0441_BB0_00	Elevation_group	Low
GX-0441_BB0_00	Language	Sinitic
GX10148A00_BB0_01	Corridor_and_key_regions	South_China
GX10148A00_BB0_01	Corridor_NCS	Others
GX10148A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GX10148A00_BB0_01	Elevation_group	Low
GX10148A00_BB0_01	Language	Sinitic
GX-0872_BB0_00	Corridor_and_key_regions	South_China
GX-0872_BB0_00	Corridor_NCS	Others
GX-0872_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0872_BB0_00	Elevation_group	Low
GX-0872_BB0_00	Language	Sinitic
111-1706-6681	Corridor_and_key_regions	South_China
111-1706-6681	Corridor_NCS	Others
111-1706-6681	Sichuan_geographic_regions	Non_Sichuan
111-1706-6681	Elevation_group	Low
111-1706-6681	Language	Hmong_Mien
GSRD009299A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009299A00_BB0_01	Corridor_NCS	Others
GSRD009299A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009299A00_BB0_01	Elevation_group	Low
GSRD009299A00_BB0_01	Language	Sinitic
GSRD010935A00_BB0_01	Corridor_and_key_regions	South_China
GSRD010935A00_BB0_01	Corridor_NCS	Others
GSRD010935A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010935A00_BB0_01	Elevation_group	Low
GSRD010935A00_BB0_01	Language	Sinitic
GX-1148_BB1_01-jiace1	Corridor_and_key_regions	South_China
GX-1148_BB1_01-jiace1	Corridor_NCS	Others
GX-1148_BB1_01-jiace1	Sichuan_geographic_regions	Non_Sichuan
GX-1148_BB1_01-jiace1	Elevation_group	Low
GX-1148_BB1_01-jiace1	Language	Sinitic
GX-1076_BB0_00	Corridor_and_key_regions	South_China
GX-1076_BB0_00	Corridor_NCS	Others
GX-1076_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-1076_BB0_00	Elevation_group	Low
GX-1076_BB0_00	Language	Sinitic
GSRD009513A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009513A00_BB0_01	Corridor_NCS	Others
GSRD009513A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009513A00_BB0_01	Elevation_group	Low
GSRD009513A00_BB0_01	Language	Sinitic
GX-0154-1_BB0_00	Corridor_and_key_regions	South_China
GX-0154-1_BB0_00	Corridor_NCS	Others
GX-0154-1_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0154-1_BB0_00	Elevation_group	Low
GX-0154-1_BB0_00	Language	Sinitic
GX-0271_BB0_00	Corridor_and_key_regions	South_China
GX-0271_BB0_00	Corridor_NCS	Others
GX-0271_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0271_BB0_00	Elevation_group	Low
GX-0271_BB0_00	Language	Sinitic
GSRD009281A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009281A00_BB0_01	Corridor_NCS	Others
GSRD009281A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009281A00_BB0_01	Elevation_group	Low
GSRD009281A00_BB0_01	Language	Tai_Kadai
GSRD009281A01_BB0_01	Corridor_and_key_regions	South_China
GSRD009281A01_BB0_01	Corridor_NCS	Others
GSRD009281A01_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009281A01_BB0_01	Elevation_group	Low
GSRD009281A01_BB0_01	Language	Tai_Kadai
GSRD009480A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009480A00_BB0_01	Corridor_NCS	Others
GSRD009480A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009480A00_BB0_01	Elevation_group	Low
GSRD009480A00_BB0_01	Language	Sinitic
GX-1792_BB0_00	Corridor_and_key_regions	South_China
GX-1792_BB0_00	Corridor_NCS	Others
GX-1792_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-1792_BB0_00	Elevation_group	Low
GX-1792_BB0_00	Language	Sinitic
GX-0515_BB0_00	Corridor_and_key_regions	South_China
GX-0515_BB0_00	Corridor_NCS	Others
GX-0515_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0515_BB0_00	Elevation_group	Low
GX-0515_BB0_00	Language	Tai_Kadai
GSRD009184A00_BB0_00	Corridor_and_key_regions	South_China
GSRD009184A00_BB0_00	Corridor_NCS	Others
GSRD009184A00_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GSRD009184A00_BB0_00	Elevation_group	Low
GSRD009184A00_BB0_00	Language	Sinitic
111-1198-1577	Corridor_and_key_regions	South_China
111-1198-1577	Corridor_NCS	Others
111-1198-1577	Sichuan_geographic_regions	Non_Sichuan
111-1198-1577	Elevation_group	Low
111-1198-1577	Language	Tai_Kadai
GX-0589_BB0_00	Corridor_and_key_regions	South_China
GX-0589_BB0_00	Corridor_NCS	Others
GX-0589_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0589_BB0_00	Elevation_group	Low
GX-0589_BB0_00	Language	Sinitic
GSRD009212A00_BB0_00	Corridor_and_key_regions	South_China
GSRD009212A00_BB0_00	Corridor_NCS	Others
GSRD009212A00_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GSRD009212A00_BB0_00	Elevation_group	Low
GSRD009212A00_BB0_00	Language	Sinitic
GSRD009294A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009294A00_BB0_01	Corridor_NCS	Others
GSRD009294A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009294A00_BB0_01	Elevation_group	Low
GSRD009294A00_BB0_01	Language	Tai_Kadai
111-1696-8382	Corridor_and_key_regions	South_China
111-1696-8382	Corridor_NCS	Others
111-1696-8382	Sichuan_geographic_regions	Non_Sichuan
111-1696-8382	Elevation_group	Low
111-1696-8382	Language	Sinitic
GX-0695_BB0_00	Corridor_and_key_regions	South_China
GX-0695_BB0_00	Corridor_NCS	Others
GX-0695_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0695_BB0_00	Elevation_group	Low
GX-0695_BB0_00	Language	Sinitic
111-1743-7078	Corridor_and_key_regions	South_China
111-1743-7078	Corridor_NCS	Others
111-1743-7078	Sichuan_geographic_regions	Non_Sichuan
111-1743-7078	Elevation_group	Low
111-1743-7078	Language	Sinitic
GX-0320_BB0_00	Corridor_and_key_regions	South_China
GX-0320_BB0_00	Corridor_NCS	Others
GX-0320_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0320_BB0_00	Elevation_group	Low
GX-0320_BB0_00	Language	Sinitic
GX-0861_BB0_00	Corridor_and_key_regions	South_China
GX-0861_BB0_00	Corridor_NCS	Others
GX-0861_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0861_BB0_00	Elevation_group	Low
GX-0861_BB0_00	Language	Sinitic
GX-0581_BB0_00	Corridor_and_key_regions	South_China
GX-0581_BB0_00	Corridor_NCS	Others
GX-0581_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0581_BB0_00	Elevation_group	Low
GX-0581_BB0_00	Language	Sinitic
111-1244-3777	Corridor_and_key_regions	South_China
111-1244-3777	Corridor_NCS	Others
111-1244-3777	Sichuan_geographic_regions	Non_Sichuan
111-1244-3777	Elevation_group	Low
111-1244-3777	Language	Tai_Kadai
111-1854-1361	Corridor_and_key_regions	South_China
111-1854-1361	Corridor_NCS	Others
111-1854-1361	Sichuan_geographic_regions	Non_Sichuan
111-1854-1361	Elevation_group	Low
111-1854-1361	Language	Tai_Kadai
GSRD009293A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009293A00_BB0_01	Corridor_NCS	Others
GSRD009293A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009293A00_BB0_01	Elevation_group	Low
GSRD009293A00_BB0_01	Language	Tai_Kadai
111-1727-7490	Corridor_and_key_regions	South_China
111-1727-7490	Corridor_NCS	Others
111-1727-7490	Sichuan_geographic_regions	Non_Sichuan
111-1727-7490	Elevation_group	Low
111-1727-7490	Language	Sinitic
111-1771-9273	Corridor_and_key_regions	South_China
111-1771-9273	Corridor_NCS	Others
111-1771-9273	Sichuan_geographic_regions	Non_Sichuan
111-1771-9273	Elevation_group	Low
111-1771-9273	Language	Sinitic
GX-0453_BB0_00	Corridor_and_key_regions	South_China
GX-0453_BB0_00	Corridor_NCS	Others
GX-0453_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0453_BB0_00	Elevation_group	Low
GX-0453_BB0_00	Language	Hmong_Mien
GSRD010920A00_BB0_01	Corridor_and_key_regions	South_China
GSRD010920A00_BB0_01	Corridor_NCS	Others
GSRD010920A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010920A00_BB0_01	Elevation_group	Low
GSRD010920A00_BB0_01	Language	Sinitic
GSRD012749A01_BB0_01	Corridor_and_key_regions	South_China
GSRD012749A01_BB0_01	Corridor_NCS	Others
GSRD012749A01_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD012749A01_BB0_01	Elevation_group	Low
GSRD012749A01_BB0_01	Language	Sinitic
GSRD010913A00_BB0_01	Corridor_and_key_regions	South_China
GSRD010913A00_BB0_01	Corridor_NCS	Others
GSRD010913A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010913A00_BB0_01	Elevation_group	Low
GSRD010913A00_BB0_01	Language	Sinitic
111-1730-4851	Corridor_and_key_regions	South_China
111-1730-4851	Corridor_NCS	Others
111-1730-4851	Sichuan_geographic_regions	Non_Sichuan
111-1730-4851	Elevation_group	Low
111-1730-4851	Language	Sinitic
GX-0594_BB0_00	Corridor_and_key_regions	South_China
GX-0594_BB0_00	Corridor_NCS	Others
GX-0594_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0594_BB0_00	Elevation_group	Low
GX-0594_BB0_00	Language	Sinitic
GX-1049_BB0_00	Corridor_and_key_regions	South_China
GX-1049_BB0_00	Corridor_NCS	Others
GX-1049_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-1049_BB0_00	Elevation_group	Low
GX-1049_BB0_00	Language	Hmong_Mien
GX-0639_BB0_00	Corridor_and_key_regions	South_China
GX-0639_BB0_00	Corridor_NCS	Others
GX-0639_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0639_BB0_00	Elevation_group	Low
GX-0639_BB0_00	Language	Sinitic
GX10021A00_BB0_00	Corridor_and_key_regions	South_China
GX10021A00_BB0_00	Corridor_NCS	Others
GX10021A00_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX10021A00_BB0_00	Elevation_group	Low
GX10021A00_BB0_00	Language	Sinitic
111-1312-5863	Corridor_and_key_regions	South_China
111-1312-5863	Corridor_NCS	Others
111-1312-5863	Sichuan_geographic_regions	Non_Sichuan
111-1312-5863	Elevation_group	Low
111-1312-5863	Language	Tai_Kadai
GSRD009490A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009490A00_BB0_01	Corridor_NCS	Others
GSRD009490A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009490A00_BB0_01	Elevation_group	Low
GSRD009490A00_BB0_01	Language	Sinitic
GX-0275_BB0_00	Corridor_and_key_regions	South_China
GX-0275_BB0_00	Corridor_NCS	Others
GX-0275_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0275_BB0_00	Elevation_group	Low
GX-0275_BB0_00	Language	Sinitic
GSRD009284A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009284A00_BB0_01	Corridor_NCS	Others
GSRD009284A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009284A00_BB0_01	Elevation_group	Low
GSRD009284A00_BB0_01	Language	Sinitic
GSRD010013A00_BB0_01	Corridor_and_key_regions	South_China
GSRD010013A00_BB0_01	Corridor_NCS	Others
GSRD010013A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010013A00_BB0_01	Elevation_group	Low
GSRD010013A00_BB0_01	Language	Sinitic
GX-0963_BB0_00	Corridor_and_key_regions	South_China
GX-0963_BB0_00	Corridor_NCS	Others
GX-0963_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0963_BB0_00	Elevation_group	Low
GX-0963_BB0_00	Language	Sinitic
GSRD010918A00_BB0_01	Corridor_and_key_regions	South_China
GSRD010918A00_BB0_01	Corridor_NCS	Others
GSRD010918A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010918A00_BB0_01	Elevation_group	Low
GSRD010918A00_BB0_01	Language	Sinitic
GDong-383_BB0_00	Corridor_and_key_regions	South_China
GDong-383_BB0_00	Corridor_NCS	Others
GDong-383_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GDong-383_BB0_00	Elevation_group	Low
GDong-383_BB0_00	Language	Sinitic
GX-0094_BB0_00	Corridor_and_key_regions	South_China
GX-0094_BB0_00	Corridor_NCS	Others
GX-0094_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0094_BB0_00	Elevation_group	Low
GX-0094_BB0_00	Language	Sinitic
GX-0494_BB0_00	Corridor_and_key_regions	South_China
GX-0494_BB0_00	Corridor_NCS	Others
GX-0494_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0494_BB0_00	Elevation_group	Low
GX-0494_BB0_00	Language	Sinitic
GX-0048_BB1_02-jiace1	Corridor_and_key_regions	South_China
GX-0048_BB1_02-jiace1	Corridor_NCS	Others
GX-0048_BB1_02-jiace1	Sichuan_geographic_regions	Non_Sichuan
GX-0048_BB1_02-jiace1	Elevation_group	Low
GX-0048_BB1_02-jiace1	Language	Sinitic
GX-0630_BB0_00	Corridor_and_key_regions	South_China
GX-0630_BB0_00	Corridor_NCS	Others
GX-0630_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0630_BB0_00	Elevation_group	Low
GX-0630_BB0_00	Language	Sinitic
111-1779-3686	Corridor_and_key_regions	South_China
111-1779-3686	Corridor_NCS	Others
111-1779-3686	Sichuan_geographic_regions	Non_Sichuan
111-1779-3686	Elevation_group	Low
111-1779-3686	Language	Sinitic
GSRD009182A00_BB0_00	Corridor_and_key_regions	South_China
GSRD009182A00_BB0_00	Corridor_NCS	Others
GSRD009182A00_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GSRD009182A00_BB0_00	Elevation_group	Low
GSRD009182A00_BB0_00	Language	Sinitic
GSRD009752A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009752A00_BB0_01	Corridor_NCS	Others
GSRD009752A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009752A00_BB0_01	Elevation_group	Low
GSRD009752A00_BB0_01	Language	Tai_Kadai
GX-0159_BB0_00	Corridor_and_key_regions	South_China
GX-0159_BB0_00	Corridor_NCS	Others
GX-0159_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0159_BB0_00	Elevation_group	Low
GX-0159_BB0_00	Language	Sinitic
GX10059A00_BB0_01	Corridor_and_key_regions	South_China
GX10059A00_BB0_01	Corridor_NCS	Others
GX10059A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GX10059A00_BB0_01	Elevation_group	Low
GX10059A00_BB0_01	Language	Tai_Kadai
GX-0679_BB0_00	Corridor_and_key_regions	South_China
GX-0679_BB0_00	Corridor_NCS	Others
GX-0679_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0679_BB0_00	Elevation_group	Low
GX-0679_BB0_00	Language	Sinitic
990-0011-9294	Corridor_and_key_regions	South_China
990-0011-9294	Corridor_NCS	Others
990-0011-9294	Sichuan_geographic_regions	Non_Sichuan
990-0011-9294	Elevation_group	Low
990-0011-9294	Language	Tai_Kadai
GSRD009532A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009532A00_BB0_01	Corridor_NCS	Others
GSRD009532A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009532A00_BB0_01	Elevation_group	Low
GSRD009532A00_BB0_01	Language	Sinitic
GSRD010954A00_BB0_01	Corridor_and_key_regions	South_China
GSRD010954A00_BB0_01	Corridor_NCS	Others
GSRD010954A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010954A00_BB0_01	Elevation_group	Low
GSRD010954A00_BB0_01	Language	Sinitic
QPKZ18134-18505E-T125V1-AC-20180514cap102-18R06001	Corridor_and_key_regions	South_China
QPKZ18134-18505E-T125V1-AC-20180514cap102-18R06001	Corridor_NCS	Others
QPKZ18134-18505E-T125V1-AC-20180514cap102-18R06001	Sichuan_geographic_regions	Non_Sichuan
QPKZ18134-18505E-T125V1-AC-20180514cap102-18R06001	Elevation_group	Low
QPKZ18134-18505E-T125V1-AC-20180514cap102-18R06001	Language	Tai_Kadai
QPKZ18134-18505E-T125V1-AD-20180514cap13-18R05955	Corridor_and_key_regions	South_China
QPKZ18134-18505E-T125V1-AD-20180514cap13-18R05955	Corridor_NCS	Others
QPKZ18134-18505E-T125V1-AD-20180514cap13-18R05955	Sichuan_geographic_regions	Non_Sichuan
QPKZ18134-18505E-T125V1-AD-20180514cap13-18R05955	Elevation_group	Low
QPKZ18134-18505E-T125V1-AD-20180514cap13-18R05955	Language	Tai_Kadai
GSRD010919A00_BB0_01	Corridor_and_key_regions	South_China
GSRD010919A00_BB0_01	Corridor_NCS	Others
GSRD010919A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010919A00_BB0_01	Elevation_group	Low
GSRD010919A00_BB0_01	Language	Sinitic
GSRD009191A00_BB0_00	Corridor_and_key_regions	South_China
GSRD009191A00_BB0_00	Corridor_NCS	Others
GSRD009191A00_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GSRD009191A00_BB0_00	Elevation_group	Low
GSRD009191A00_BB0_00	Language	Tai_Kadai
111-1256-8975	Corridor_and_key_regions	South_China
111-1256-8975	Corridor_NCS	Others
111-1256-8975	Sichuan_geographic_regions	Non_Sichuan
111-1256-8975	Elevation_group	Low
111-1256-8975	Language	Tai_Kadai
GSRD009514A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009514A00_BB0_01	Corridor_NCS	Others
GSRD009514A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009514A00_BB0_01	Elevation_group	Low
GSRD009514A00_BB0_01	Language	Sinitic
GX-0487_BB0_00	Corridor_and_key_regions	South_China
GX-0487_BB0_00	Corridor_NCS	Others
GX-0487_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0487_BB0_00	Elevation_group	Low
GX-0487_BB0_00	Language	Tai_Kadai
111-1197-8195	Corridor_and_key_regions	South_China
111-1197-8195	Corridor_NCS	Others
111-1197-8195	Sichuan_geographic_regions	Non_Sichuan
111-1197-8195	Elevation_group	Low
111-1197-8195	Language	Hmong_Mien
111-1751-9545	Corridor_and_key_regions	South_China
111-1751-9545	Corridor_NCS	Others
111-1751-9545	Sichuan_geographic_regions	Non_Sichuan
111-1751-9545	Elevation_group	Low
111-1751-9545	Language	Sinitic
GX-0133_BB0_00	Corridor_and_key_regions	South_China
GX-0133_BB0_00	Corridor_NCS	Others
GX-0133_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0133_BB0_00	Elevation_group	Low
GX-0133_BB0_00	Language	Sinitic
GX-0549_BB0_00	Corridor_and_key_regions	South_China
GX-0549_BB0_00	Corridor_NCS	Others
GX-0549_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0549_BB0_00	Elevation_group	Low
GX-0549_BB0_00	Language	Sinitic
111-1735-9769	Corridor_and_key_regions	South_China
111-1735-9769	Corridor_NCS	Others
111-1735-9769	Sichuan_geographic_regions	Non_Sichuan
111-1735-9769	Elevation_group	Low
111-1735-9769	Language	Sinitic
GSRD009219A00_BB0_00	Corridor_and_key_regions	South_China
GSRD009219A00_BB0_00	Corridor_NCS	Others
GSRD009219A00_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GSRD009219A00_BB0_00	Elevation_group	Low
GSRD009219A00_BB0_00	Language	Tai_Kadai
111-1818-9105	Corridor_and_key_regions	South_China
111-1818-9105	Corridor_NCS	Others
111-1818-9105	Sichuan_geographic_regions	Non_Sichuan
111-1818-9105	Elevation_group	Low
111-1818-9105	Language	Sinitic
GSRD009271A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009271A00_BB0_01	Corridor_NCS	Others
GSRD009271A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009271A00_BB0_01	Elevation_group	Low
GSRD009271A00_BB0_01	Language	Tai_Kadai
GX-0830_BB0_00	Corridor_and_key_regions	South_China
GX-0830_BB0_00	Corridor_NCS	Others
GX-0830_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0830_BB0_00	Elevation_group	Low
GX-0830_BB0_00	Language	Sinitic
GX-0418_BB0_00	Corridor_and_key_regions	South_China
GX-0418_BB0_00	Corridor_NCS	Others
GX-0418_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0418_BB0_00	Elevation_group	Low
GX-0418_BB0_00	Language	Sinitic
111-1714-5003	Corridor_and_key_regions	South_China
111-1714-5003	Corridor_NCS	Others
111-1714-5003	Sichuan_geographic_regions	Non_Sichuan
111-1714-5003	Elevation_group	Low
111-1714-5003	Language	Sinitic
GX-0090_BB0_00	Corridor_and_key_regions	South_China
GX-0090_BB0_00	Corridor_NCS	Others
GX-0090_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0090_BB0_00	Elevation_group	Low
GX-0090_BB0_00	Language	Tai_Kadai
GX-0437_BB0_00	Corridor_and_key_regions	South_China
GX-0437_BB0_00	Corridor_NCS	Others
GX-0437_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0437_BB0_00	Elevation_group	Low
GX-0437_BB0_00	Language	Tai_Kadai
111-1389-8248	Corridor_and_key_regions	South_China
111-1389-8248	Corridor_NCS	Others
111-1389-8248	Sichuan_geographic_regions	Non_Sichuan
111-1389-8248	Elevation_group	Low
111-1389-8248	Language	Tai_Kadai
990-0000-5580	Corridor_and_key_regions	South_China
990-0000-5580	Corridor_NCS	Others
990-0000-5580	Sichuan_geographic_regions	Non_Sichuan
990-0000-5580	Elevation_group	Low
990-0000-5580	Language	Tai_Kadai
111-1273-0648	Corridor_and_key_regions	South_China
111-1273-0648	Corridor_NCS	Others
111-1273-0648	Sichuan_geographic_regions	Non_Sichuan
111-1273-0648	Elevation_group	Low
111-1273-0648	Language	Tai_Kadai
GX-0080_BB0_00	Corridor_and_key_regions	South_China
GX-0080_BB0_00	Corridor_NCS	Others
GX-0080_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0080_BB0_00	Elevation_group	Low
GX-0080_BB0_00	Language	Hmong_Mien
GSRD009192A00_BB0_00	Corridor_and_key_regions	South_China
GSRD009192A00_BB0_00	Corridor_NCS	Others
GSRD009192A00_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GSRD009192A00_BB0_00	Elevation_group	Low
GSRD009192A00_BB0_00	Language	Sinitic
GSRD009295A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009295A00_BB0_01	Corridor_NCS	Others
GSRD009295A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009295A00_BB0_01	Elevation_group	Low
GSRD009295A00_BB0_01	Language	Sinitic
GSRD009478A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009478A00_BB0_01	Corridor_NCS	Others
GSRD009478A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009478A00_BB0_01	Elevation_group	Low
GSRD009478A00_BB0_01	Language	Sinitic
GSRD009478A01_BB0_01	Corridor_and_key_regions	South_China
GSRD009478A01_BB0_01	Corridor_NCS	Others
GSRD009478A01_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009478A01_BB0_01	Elevation_group	Low
GSRD009478A01_BB0_01	Language	Sinitic
111-1833-9616	Corridor_and_key_regions	South_China
111-1833-9616	Corridor_NCS	Others
111-1833-9616	Sichuan_geographic_regions	Non_Sichuan
111-1833-9616	Elevation_group	Low
111-1833-9616	Language	Tai_Kadai
111-1781-4688	Corridor_and_key_regions	South_China
111-1781-4688	Corridor_NCS	Others
111-1781-4688	Sichuan_geographic_regions	Non_Sichuan
111-1781-4688	Elevation_group	Low
111-1781-4688	Language	Tai_Kadai
GSRD012704A00_BB0_01	Corridor_and_key_regions	South_China
GSRD012704A00_BB0_01	Corridor_NCS	Others
GSRD012704A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD012704A00_BB0_01	Elevation_group	Low
GSRD012704A00_BB0_01	Language	Sinitic
GX-0234_BB0_00	Corridor_and_key_regions	South_China
GX-0234_BB0_00	Corridor_NCS	Others
GX-0234_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0234_BB0_00	Elevation_group	Low
GX-0234_BB0_00	Language	Sinitic
GX-0508_BB0_00	Corridor_and_key_regions	South_China
GX-0508_BB0_00	Corridor_NCS	Others
GX-0508_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0508_BB0_00	Elevation_group	Low
GX-0508_BB0_00	Language	Hmong_Mien
GSRD009296A00_BB0_01	Corridor_and_key_regions	South_China
GSRD009296A00_BB0_01	Corridor_NCS	Others
GSRD009296A00_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD009296A00_BB0_01	Elevation_group	Low
GSRD009296A00_BB0_01	Language	Hmong_Mien
GX-0576_BB0_00	Corridor_and_key_regions	South_China
GX-0576_BB0_00	Corridor_NCS	Others
GX-0576_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-0576_BB0_00	Elevation_group	Low
GX-0576_BB0_00	Language	Sinitic
GX-1078_BB0_00	Corridor_and_key_regions	South_China
GX-1078_BB0_00	Corridor_NCS	Others
GX-1078_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GX-1078_BB0_00	Elevation_group	Low
GX-1078_BB0_00	Language	Sinitic
GSRD009245A00_BB0_00	Corridor_and_key_regions	South_China
GSRD009245A00_BB0_00	Corridor_NCS	Others
GSRD009245A00_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GSRD009245A00_BB0_00	Elevation_group	Low
GSRD009245A00_BB0_00	Language	Hmong_Mien
GSRD009245A01_BB0_00	Corridor_and_key_regions	South_China
GSRD009245A01_BB0_00	Corridor_NCS	Others
GSRD009245A01_BB0_00	Sichuan_geographic_regions	Non_Sichuan
GSRD009245A01_BB0_00	Elevation_group	Low
