Sample	Grouping	Group
023-0001-8690	Elevation_group	Low
023-0001-8690	Language	Hmong_Mien
MPG-HNZ-135A	Corridor_and_key_regions	South_China
MPG-HNZ-135A	Corridor_NCS	Southern
MPG-HNZ-135A	Sichuan_geographic_regions	Non_Sichuan
MPG-HNZ-135A	Elevation_group	Low
MPG-HNZ-135A	Language	Tibeto_Burman
MPG-HNZ-133A	Corridor_and_key_regions	South_China
MPG-HNZ-133A	Corridor_NCS	Southern
MPG-HNZ-133A	Sichuan_geographic_regions	Non_Sichuan
MPG-HNZ-133A	Elevation_group	Low
MPG-HNZ-133A	Language	Tibeto_Burman
E250104243_L01_8025	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104243_L01_8025	Corridor_NCS	Southern
E250104243_L01_8025	Sichuan_geographic_regions	Non_Sichuan
E250104243_L01_8025	Elevation_group	Middle
E250104243_L01_8025	Language	Tibeto_Burman
E250104243_L01_8028	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104243_L01_8028	Corridor_NCS	Southern
E250104243_L01_8028	Sichuan_geographic_regions	Non_Sichuan
E250104243_L01_8028	Elevation_group	Middle
E250104243_L01_8028	Language	Tibeto_Burman
111-1890-5767	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1890-5767	Corridor_NCS	Southern
111-1890-5767	Sichuan_geographic_regions	Non_Sichuan
111-1890-5767	Elevation_group	High
111-1890-5767	Language	Tibeto_Burman
023-0001-8892	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8892	Corridor_NCS	Southern
023-0001-8892	Sichuan_geographic_regions	Non_Sichuan
023-0001-8892	Elevation_group	High
023-0001-8892	Language	Tibeto_Burman
023-0001-8895	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8895	Corridor_NCS	Southern
023-0001-8895	Sichuan_geographic_regions	Non_Sichuan
023-0001-8895	Elevation_group	High
023-0001-8895	Language	Tibeto_Burman
023-0001-8896	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8896	Corridor_NCS	Southern
023-0001-8896	Sichuan_geographic_regions	Non_Sichuan
023-0001-8896	Elevation_group	High
023-0001-8896	Language	Tibeto_Burman
023-0001-8897	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8897	Corridor_NCS	Southern
023-0001-8897	Sichuan_geographic_regions	Non_Sichuan
023-0001-8897	Elevation_group	High
023-0001-8897	Language	Tibeto_Burman
023-0001-8900	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8900	Corridor_NCS	Southern
023-0001-8900	Sichuan_geographic_regions	Non_Sichuan
023-0001-8900	Elevation_group	High
023-0001-8900	Language	Tibeto_Burman
GSRD010695A01_BB0_01	Corridor_and_key_regions	Zang_Yi_Corridor_Core
GSRD010695A01_BB0_01	Corridor_NCS	Southern
GSRD010695A01_BB0_01	Sichuan_geographic_regions	Non_Sichuan
GSRD010695A01_BB0_01	Elevation_group	Middle
GSRD010695A01_BB0_01	Language	Sinitic
E250105359_L01_8049	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250105359_L01_8049	Corridor_NCS	Southern
E250105359_L01_8049	Sichuan_geographic_regions	Non_Sichuan
E250105359_L01_8049	Elevation_group	Low
E250105359_L01_8049	Language	Tibeto_Burman
111-1858-9899	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1858-9899	Corridor_NCS	Southern
111-1858-9899	Sichuan_geographic_regions	Non_Sichuan
111-1858-9899	Elevation_group	Middle
111-1858-9899	Language	Tibeto_Burman
990-0001-1246	Corridor_and_key_regions	Zang_Yi_Corridor_Core
990-0001-1246	Corridor_NCS	Southern
990-0001-1246	Sichuan_geographic_regions	Non_Sichuan
990-0001-1246	Elevation_group	Middle
990-0001-1246	Language	Tibeto_Burman
E250102344_L01_8081	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102344_L01_8081	Corridor_NCS	Southern
E250102344_L01_8081	Sichuan_geographic_regions	Non_Sichuan
E250102344_L01_8081	Elevation_group	Low
E250102344_L01_8081	Language	Austroasiatic
111-1303-9023	Corridor_and_key_regions	South_China
111-1303-9023	Corridor_NCS	Southern
111-1303-9023	Sichuan_geographic_regions	Non_Sichuan
111-1303-9023	Elevation_group	Middle
111-1303-9023	Language	Sinitic
111-1925-2761	Corridor_and_key_regions	South_China
111-1925-2761	Corridor_NCS	Southern
111-1925-2761	Sichuan_geographic_regions	Non_Sichuan
111-1925-2761	Elevation_group	Middle
111-1925-2761	Language	Sinitic
111-1852-9888	Corridor_and_key_regions	Zang_Yi_Corridor_Core
111-1852-9888	Corridor_NCS	Southern
111-1852-9888	Sichuan_geographic_regions	Non_Sichuan
111-1852-9888	Elevation_group	Middle
111-1852-9888	Language	Tibeto_Burman
023-0001-8763	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8763	Corridor_NCS	Southern
023-0001-8763	Sichuan_geographic_regions	Non_Sichuan
023-0001-8763	Elevation_group	Middle
023-0001-8763	Language	Tibeto_Burman
023-0001-8905	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8905	Corridor_NCS	Southern
023-0001-8905	Sichuan_geographic_regions	Non_Sichuan
023-0001-8905	Elevation_group	Low
023-0001-8905	Language	Tibeto_Burman
023-0001-8917	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8917	Corridor_NCS	Southern
023-0001-8917	Sichuan_geographic_regions	Non_Sichuan
023-0001-8917	Elevation_group	Low
023-0001-8917	Language	Tibeto_Burman
023-0001-8925	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8925	Corridor_NCS	Southern
023-0001-8925	Sichuan_geographic_regions	Non_Sichuan
023-0001-8925	Elevation_group	Low
023-0001-8925	Language	Tibeto_Burman
E250106965_L01_8094	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250106965_L01_8094	Corridor_NCS	Southern
E250106965_L01_8094	Sichuan_geographic_regions	Non_Sichuan
E250106965_L01_8094	Elevation_group	Low
E250106965_L01_8094	Language	Tibeto_Burman
E250106965_L01_8096	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250106965_L01_8096	Corridor_NCS	Southern
E250106965_L01_8096	Sichuan_geographic_regions	Non_Sichuan
E250106965_L01_8096	Elevation_group	Low
E250106965_L01_8096	Language	Tibeto_Burman
E250106965_L01_8097	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250106965_L01_8097	Corridor_NCS	Southern
E250106965_L01_8097	Sichuan_geographic_regions	Non_Sichuan
E250106965_L01_8097	Elevation_group	Low
E250106965_L01_8097	Language	Tibeto_Burman
E250106965_L01_8099	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250106965_L01_8099	Corridor_NCS	Southern
E250106965_L01_8099	Sichuan_geographic_regions	Non_Sichuan
E250106965_L01_8099	Elevation_group	Low
E250106965_L01_8099	Language	Tibeto_Burman
E250106965_L01_8100	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250106965_L01_8100	Corridor_NCS	Southern
E250106965_L01_8100	Sichuan_geographic_regions	Non_Sichuan
E250106965_L01_8100	Elevation_group	Low
E250106965_L01_8100	Language	Tibeto_Burman
E250100914_L01_8104	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250100914_L01_8104	Corridor_NCS	Southern
E250100914_L01_8104	Sichuan_geographic_regions	Non_Sichuan
E250100914_L01_8104	Elevation_group	Low
E250100914_L01_8104	Language	Tibeto_Burman
E250100914_L01_8114	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250100914_L01_8114	Corridor_NCS	Southern
E250100914_L01_8114	Sichuan_geographic_regions	Non_Sichuan
E250100914_L01_8114	Elevation_group	Low
E250100914_L01_8114	Language	Tibeto_Burman
E250100914_L01_8115	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250100914_L01_8115	Corridor_NCS	Southern
E250100914_L01_8115	Sichuan_geographic_regions	Non_Sichuan
E250100914_L01_8115	Elevation_group	Low
E250100914_L01_8115	Language	Tibeto_Burman
E250100914_L01_8116	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250100914_L01_8116	Corridor_NCS	Southern
E250100914_L01_8116	Sichuan_geographic_regions	Non_Sichuan
E250100914_L01_8116	Elevation_group	Low
E250100914_L01_8116	Language	Tibeto_Burman
E250100914_L01_8117	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250100914_L01_8117	Corridor_NCS	Southern
E250100914_L01_8117	Sichuan_geographic_regions	Non_Sichuan
E250100914_L01_8117	Elevation_group	Low
E250100914_L01_8117	Language	Tibeto_Burman
E250100914_L01_8122	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250100914_L01_8122	Corridor_NCS	Southern
E250100914_L01_8122	Sichuan_geographic_regions	Non_Sichuan
E250100914_L01_8122	Elevation_group	Low
E250100914_L01_8122	Language	Tibeto_Burman
023-0001-8837	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8837	Corridor_NCS	Southern
023-0001-8837	Sichuan_geographic_regions	Non_Sichuan
023-0001-8837	Elevation_group	Middle
023-0001-8837	Language	Tibeto_Burman
023-0001-8840	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8840	Corridor_NCS	Southern
023-0001-8840	Sichuan_geographic_regions	Non_Sichuan
023-0001-8840	Elevation_group	Middle
023-0001-8840	Language	Tibeto_Burman
023-0001-8845	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8845	Corridor_NCS	Southern
023-0001-8845	Sichuan_geographic_regions	Non_Sichuan
023-0001-8845	Elevation_group	Middle
023-0001-8845	Language	Tibeto_Burman
023-0001-8853	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8853	Corridor_NCS	Southern
023-0001-8853	Sichuan_geographic_regions	Non_Sichuan
023-0001-8853	Elevation_group	Middle
023-0001-8853	Language	Tibeto_Burman
E250102276_L01_8060	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102276_L01_8060	Corridor_NCS	Southern
E250102276_L01_8060	Sichuan_geographic_regions	Non_Sichuan
E250102276_L01_8060	Elevation_group	Low
E250102276_L01_8060	Language	Tibeto_Burman
E250102276_L01_8257	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250102276_L01_8257	Corridor_NCS	Southern
E250102276_L01_8257	Sichuan_geographic_regions	Non_Sichuan
E250102276_L01_8257	Elevation_group	Low
E250102276_L01_8257	Language	Tibeto_Burman
E250104207_L01_8065	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104207_L01_8065	Corridor_NCS	Southern
E250104207_L01_8065	Sichuan_geographic_regions	Non_Sichuan
E250104207_L01_8065	Elevation_group	Low
E250104207_L01_8065	Language	Tibeto_Burman
E250104207_L01_8066	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104207_L01_8066	Corridor_NCS	Southern
E250104207_L01_8066	Sichuan_geographic_regions	Non_Sichuan
E250104207_L01_8066	Elevation_group	Low
E250104207_L01_8066	Language	Tibeto_Burman
E250104207_L01_8067	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104207_L01_8067	Corridor_NCS	Southern
E250104207_L01_8067	Sichuan_geographic_regions	Non_Sichuan
E250104207_L01_8067	Elevation_group	Low
E250104207_L01_8067	Language	Tibeto_Burman
E250104207_L01_8071	Corridor_and_key_regions	Zang_Yi_Corridor_Core
E250104207_L01_8071	Corridor_NCS	Southern
E250104207_L01_8071	Sichuan_geographic_regions	Non_Sichuan
E250104207_L01_8071	Elevation_group	Low
E250104207_L01_8071	Language	Tibeto_Burman
023-0001-8737	Corridor_and_key_regions	South_China
023-0001-8737	Corridor_NCS	Southern
023-0001-8737	Sichuan_geographic_regions	Non_Sichuan
023-0001-8737	Elevation_group	Middle
023-0001-8737	Language	Tibeto_Burman
023-0001-8739	Corridor_and_key_regions	South_China
023-0001-8739	Corridor_NCS	Southern
023-0001-8739	Sichuan_geographic_regions	Non_Sichuan
023-0001-8739	Elevation_group	Middle
023-0001-8739	Language	Tibeto_Burman
023-0001-8743	Corridor_and_key_regions	South_China
023-0001-8743	Corridor_NCS	Southern
023-0001-8743	Sichuan_geographic_regions	Non_Sichuan
023-0001-8743	Elevation_group	Middle
023-0001-8743	Language	Tibeto_Burman
023-0001-8750	Corridor_and_key_regions	South_China
023-0001-8750	Corridor_NCS	Southern
023-0001-8750	Sichuan_geographic_regions	Non_Sichuan
023-0001-8750	Elevation_group	Middle
023-0001-8750	Language	Tibeto_Burman
023-0001-8752	Corridor_and_key_regions	South_China
023-0001-8752	Corridor_NCS	Southern
023-0001-8752	Sichuan_geographic_regions	Non_Sichuan
023-0001-8752	Elevation_group	Middle
023-0001-8752	Language	Tibeto_Burman
023-0001-8692	Corridor_and_key_regions	South_China
023-0001-8692	Corridor_NCS	Southern
023-0001-8692	Sichuan_geographic_regions	Non_Sichuan
023-0001-8692	Elevation_group	Low
023-0001-8692	Language	Tibeto_Burman
023-0001-8693	Corridor_and_key_regions	South_China
023-0001-8693	Corridor_NCS	Southern
023-0001-8693	Sichuan_geographic_regions	Non_Sichuan
023-0001-8693	Elevation_group	Low
023-0001-8693	Language	Tibeto_Burman
023-0001-8694	Corridor_and_key_regions	South_China
023-0001-8694	Corridor_NCS	Southern
023-0001-8694	Sichuan_geographic_regions	Non_Sichuan
023-0001-8694	Elevation_group	Low
023-0001-8694	Language	Tibeto_Burman
023-0001-8695	Corridor_and_key_regions	South_China
023-0001-8695	Corridor_NCS	Southern
023-0001-8695	Sichuan_geographic_regions	Non_Sichuan
023-0001-8695	Elevation_group	Low
023-0001-8695	Language	Tibeto_Burman
023-0001-8696	Corridor_and_key_regions	South_China
023-0001-8696	Corridor_NCS	Southern
023-0001-8696	Sichuan_geographic_regions	Non_Sichuan
023-0001-8696	Elevation_group	Low
023-0001-8696	Language	Tibeto_Burman
023-0001-8697	Corridor_and_key_regions	South_China
023-0001-8697	Corridor_NCS	Southern
023-0001-8697	Sichuan_geographic_regions	Non_Sichuan
023-0001-8697	Elevation_group	Low
023-0001-8697	Language	Tibeto_Burman
023-0001-8698	Corridor_and_key_regions	South_China
023-0001-8698	Corridor_NCS	Southern
023-0001-8698	Sichuan_geographic_regions	Non_Sichuan
023-0001-8698	Elevation_group	Low
023-0001-8698	Language	Tibeto_Burman
023-0001-8699	Corridor_and_key_regions	South_China
023-0001-8699	Corridor_NCS	Southern
023-0001-8699	Sichuan_geographic_regions	Non_Sichuan
023-0001-8699	Elevation_group	Low
023-0001-8699	Language	Tibeto_Burman
023-0001-8700	Corridor_and_key_regions	South_China
023-0001-8700	Corridor_NCS	Southern
023-0001-8700	Sichuan_geographic_regions	Non_Sichuan
023-0001-8700	Elevation_group	Low
023-0001-8700	Language	Tibeto_Burman
023-0001-8701	Corridor_and_key_regions	South_China
023-0001-8701	Corridor_NCS	Southern
023-0001-8701	Sichuan_geographic_regions	Non_Sichuan
023-0001-8701	Elevation_group	Low
023-0001-8701	Language	Tibeto_Burman
023-0001-8816	Corridor_and_key_regions	Corridor_Periphery
023-0001-8816	Corridor_NCS	Southern
023-0001-8816	Sichuan_geographic_regions	Non_Sichuan
023-0001-8816	Elevation_group	Middle
023-0001-8816	Language	Tibeto_Burman
023-0001-8820	Corridor_and_key_regions	Corridor_Periphery
023-0001-8820	Corridor_NCS	Southern
023-0001-8820	Sichuan_geographic_regions	Non_Sichuan
023-0001-8820	Elevation_group	Middle
023-0001-8820	Language	Tibeto_Burman
023-0001-8822	Corridor_and_key_regions	Corridor_Periphery
023-0001-8822	Corridor_NCS	Southern
023-0001-8822	Sichuan_geographic_regions	Non_Sichuan
023-0001-8822	Elevation_group	Middle
023-0001-8822	Language	Tibeto_Burman
023-0001-8823	Corridor_and_key_regions	Corridor_Periphery
023-0001-8823	Corridor_NCS	Southern
023-0001-8823	Sichuan_geographic_regions	Non_Sichuan
023-0001-8823	Elevation_group	Middle
023-0001-8823	Language	Tibeto_Burman
023-0001-8824	Corridor_and_key_regions	Corridor_Periphery
023-0001-8824	Corridor_NCS	Southern
023-0001-8824	Sichuan_geographic_regions	Non_Sichuan
023-0001-8824	Elevation_group	Middle
023-0001-8824	Language	Tibeto_Burman
023-0001-8827	Corridor_and_key_regions	Corridor_Periphery
023-0001-8827	Corridor_NCS	Southern
023-0001-8827	Sichuan_geographic_regions	Non_Sichuan
023-0001-8827	Elevation_group	Middle
023-0001-8827	Language	Tibeto_Burman
023-0001-8828	Corridor_and_key_regions	Corridor_Periphery
023-0001-8828	Corridor_NCS	Southern
023-0001-8828	Sichuan_geographic_regions	Non_Sichuan
023-0001-8828	Elevation_group	Middle
023-0001-8828	Language	Tibeto_Burman
023-0001-8798	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0001-8798	Corridor_NCS	Southern
023-0001-8798	Sichuan_geographic_regions	Non_Sichuan
023-0001-8798	Elevation_group	Middle
023-0001-8798	Language	Tibeto_Burman
023-0000-2489	Corridor_and_key_regions	Corridor_Periphery
023-0000-2489	Corridor_NCS	Southern
023-0000-2489	Sichuan_geographic_regions	Non_Sichuan
023-0000-2489	Elevation_group	Middle
023-0000-2489	Language	Mongolic
023-0000-2506	Corridor_and_key_regions	Corridor_Periphery
023-0000-2506	Corridor_NCS	Southern
023-0000-2506	Sichuan_geographic_regions	Non_Sichuan
023-0000-2506	Elevation_group	Middle
023-0000-2506	Language	Mongolic
023-0000-2493	Corridor_and_key_regions	South_China
023-0000-2493	Corridor_NCS	Southern
023-0000-2493	Sichuan_geographic_regions	Non_Sichuan
023-0000-2493	Elevation_group	Low
023-0000-2493	Language	Sinitic
023-0000-2454	Corridor_and_key_regions	South_China
023-0000-2454	Corridor_NCS	Southern
023-0000-2454	Sichuan_geographic_regions	Non_Sichuan
023-0000-2454	Elevation_group	Low
023-0000-2454	Language	Sinitic
023-0000-2451	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2451	Corridor_NCS	Southern
023-0000-2451	Sichuan_geographic_regions	Non_Sichuan
023-0000-2451	Elevation_group	Low
023-0000-2451	Language	Sinitic
023-0000-2492	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2492	Corridor_NCS	Southern
023-0000-2492	Sichuan_geographic_regions	Non_Sichuan
023-0000-2492	Elevation_group	Low
023-0000-2492	Language	Sinitic
023-0000-2546	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2546	Corridor_NCS	Southern
023-0000-2546	Sichuan_geographic_regions	Non_Sichuan
023-0000-2546	Elevation_group	Low
023-0000-2546	Language	Sinitic
023-0000-2479	Corridor_and_key_regions	Corridor_Periphery
023-0000-2479	Corridor_NCS	Southern
023-0000-2479	Sichuan_geographic_regions	Non_Sichuan
023-0000-2479	Elevation_group	Middle
023-0000-2479	Language	Sinitic
023-0000-2481	Corridor_and_key_regions	Corridor_Periphery
023-0000-2481	Corridor_NCS	Southern
023-0000-2481	Sichuan_geographic_regions	Non_Sichuan
023-0000-2481	Elevation_group	Middle
023-0000-2481	Language	Sinitic
023-0000-2513	Corridor_and_key_regions	Corridor_Periphery
023-0000-2513	Corridor_NCS	Southern
023-0000-2513	Sichuan_geographic_regions	Non_Sichuan
023-0000-2513	Elevation_group	Middle
023-0000-2513	Language	Sinitic
023-0000-2537	Corridor_and_key_regions	Corridor_Periphery
023-0000-2537	Corridor_NCS	Southern
023-0000-2537	Sichuan_geographic_regions	Non_Sichuan
023-0000-2537	Elevation_group	Middle
023-0000-2537	Language	Sinitic
023-0000-2556	Corridor_and_key_regions	Corridor_Periphery
023-0000-2556	Corridor_NCS	Southern
023-0000-2556	Sichuan_geographic_regions	Non_Sichuan
023-0000-2556	Elevation_group	Middle
023-0000-2556	Language	Sinitic
023-0000-2452	Corridor_and_key_regions	South_China
023-0000-2452	Corridor_NCS	Southern
023-0000-2452	Sichuan_geographic_regions	Non_Sichuan
023-0000-2452	Elevation_group	Middle
023-0000-2452	Language	Sinitic
023-0000-2458	Corridor_and_key_regions	South_China
023-0000-2458	Corridor_NCS	Southern
023-0000-2458	Sichuan_geographic_regions	Non_Sichuan
023-0000-2458	Elevation_group	Middle
023-0000-2458	Language	Sinitic
023-0000-2469	Corridor_and_key_regions	South_China
023-0000-2469	Corridor_NCS	Southern
023-0000-2469	Sichuan_geographic_regions	Non_Sichuan
023-0000-2469	Elevation_group	Middle
023-0000-2469	Language	Sinitic
023-0000-2491	Corridor_and_key_regions	South_China
023-0000-2491	Corridor_NCS	Southern
023-0000-2491	Sichuan_geographic_regions	Non_Sichuan
023-0000-2491	Elevation_group	Middle
023-0000-2491	Language	Sinitic
023-0000-2502	Corridor_and_key_regions	South_China
023-0000-2502	Corridor_NCS	Southern
023-0000-2502	Sichuan_geographic_regions	Non_Sichuan
023-0000-2502	Elevation_group	Middle
023-0000-2502	Language	Sinitic
023-0000-2517	Corridor_and_key_regions	South_China
023-0000-2517	Corridor_NCS	Southern
023-0000-2517	Sichuan_geographic_regions	Non_Sichuan
023-0000-2517	Elevation_group	Middle
023-0000-2517	Language	Sinitic
023-0000-2518	Corridor_and_key_regions	South_China
023-0000-2518	Corridor_NCS	Southern
023-0000-2518	Sichuan_geographic_regions	Non_Sichuan
023-0000-2518	Elevation_group	Middle
023-0000-2518	Language	Sinitic
023-0000-2525	Corridor_and_key_regions	South_China
023-0000-2525	Corridor_NCS	Southern
023-0000-2525	Sichuan_geographic_regions	Non_Sichuan
023-0000-2525	Elevation_group	Middle
023-0000-2525	Language	Sinitic
023-0000-2527	Corridor_and_key_regions	South_China
023-0000-2527	Corridor_NCS	Southern
023-0000-2527	Sichuan_geographic_regions	Non_Sichuan
023-0000-2527	Elevation_group	Middle
023-0000-2527	Language	Sinitic
023-0000-2535	Corridor_and_key_regions	South_China
023-0000-2535	Corridor_NCS	Southern
023-0000-2535	Sichuan_geographic_regions	Non_Sichuan
023-0000-2535	Elevation_group	Middle
023-0000-2535	Language	Sinitic
023-0000-2552	Corridor_and_key_regions	South_China
023-0000-2552	Corridor_NCS	Southern
023-0000-2552	Sichuan_geographic_regions	Non_Sichuan
023-0000-2552	Elevation_group	Middle
023-0000-2552	Language	Sinitic
023-0000-2555	Corridor_and_key_regions	South_China
023-0000-2555	Corridor_NCS	Southern
023-0000-2555	Sichuan_geographic_regions	Non_Sichuan
023-0000-2555	Elevation_group	Middle
023-0000-2555	Language	Sinitic
023-0000-2559	Corridor_and_key_regions	South_China
023-0000-2559	Corridor_NCS	Southern
023-0000-2559	Sichuan_geographic_regions	Non_Sichuan
023-0000-2559	Elevation_group	Middle
023-0000-2559	Language	Sinitic
023-0000-2504	Corridor_and_key_regions	Corridor_Periphery
023-0000-2504	Corridor_NCS	Southern
023-0000-2504	Sichuan_geographic_regions	Non_Sichuan
023-0000-2504	Elevation_group	Middle
023-0000-2504	Language	Sinitic
023-0000-2449	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2449	Corridor_NCS	Southern
023-0000-2449	Sichuan_geographic_regions	Non_Sichuan
023-0000-2449	Elevation_group	Middle
023-0000-2449	Language	Sinitic
023-0000-2510	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2510	Corridor_NCS	Southern
023-0000-2510	Sichuan_geographic_regions	Non_Sichuan
023-0000-2510	Elevation_group	Middle
023-0000-2510	Language	Sinitic
023-0000-2529	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2529	Corridor_NCS	Southern
023-0000-2529	Sichuan_geographic_regions	Non_Sichuan
023-0000-2529	Elevation_group	Middle
023-0000-2529	Language	Sinitic
023-0000-2482	Corridor_and_key_regions	South_China
023-0000-2482	Corridor_NCS	Southern
023-0000-2482	Sichuan_geographic_regions	Non_Sichuan
023-0000-2482	Elevation_group	Middle
023-0000-2482	Language	Sinitic
023-0000-2520	Corridor_and_key_regions	South_China
023-0000-2520	Corridor_NCS	Southern
023-0000-2520	Sichuan_geographic_regions	Non_Sichuan
023-0000-2520	Elevation_group	Middle
023-0000-2520	Language	Sinitic
023-0000-2561	Corridor_and_key_regions	South_China
023-0000-2561	Corridor_NCS	Southern
023-0000-2561	Sichuan_geographic_regions	Non_Sichuan
023-0000-2561	Elevation_group	Middle
023-0000-2561	Language	Sinitic
023-0000-2514	Corridor_and_key_regions	South_China
023-0000-2514	Corridor_NCS	Southern
023-0000-2514	Sichuan_geographic_regions	Non_Sichuan
023-0000-2514	Elevation_group	Middle
023-0000-2514	Language	Sinitic
111-1856-1574	Corridor_and_key_regions	South_China
111-1856-1574	Corridor_NCS	Southern
111-1856-1574	Sichuan_geographic_regions	Non_Sichuan
111-1856-1574	Elevation_group	Middle
111-1856-1574	Language	Sinitic
111-1765-4826	Corridor_and_key_regions	South_China
111-1765-4826	Corridor_NCS	Southern
111-1765-4826	Sichuan_geographic_regions	Non_Sichuan
111-1765-4826	Elevation_group	Middle
111-1765-4826	Language	Sinitic
023-0000-2512	Corridor_and_key_regions	South_China
023-0000-2512	Corridor_NCS	Southern
023-0000-2512	Sichuan_geographic_regions	Non_Sichuan
023-0000-2512	Elevation_group	Low
023-0000-2512	Language	Sinitic
023-0000-2441	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2441	Corridor_NCS	Southern
023-0000-2441	Sichuan_geographic_regions	Non_Sichuan
023-0000-2441	Elevation_group	Middle
023-0000-2441	Language	Tai_Kadai
111-1343-8574	Corridor_and_key_regions	South_China
111-1343-8574	Corridor_NCS	Southern
111-1343-8574	Sichuan_geographic_regions	Non_Sichuan
111-1343-8574	Elevation_group	Low
111-1343-8574	Language	Tai_Kadai
111-1243-0487	Corridor_and_key_regions	South_China
111-1243-0487	Corridor_NCS	Southern
111-1243-0487	Sichuan_geographic_regions	Non_Sichuan
111-1243-0487	Elevation_group	Low
111-1243-0487	Language	Tibeto_Burman
023-0000-2475	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2475	Corridor_NCS	Southern
023-0000-2475	Sichuan_geographic_regions	Non_Sichuan
023-0000-2475	Elevation_group	Middle
023-0000-2475	Language	Tibeto_Burman
023-0000-2480	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2480	Corridor_NCS	Southern
023-0000-2480	Sichuan_geographic_regions	Non_Sichuan
023-0000-2480	Elevation_group	Middle
023-0000-2480	Language	Tibeto_Burman
023-0000-2547	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2547	Corridor_NCS	Southern
023-0000-2547	Sichuan_geographic_regions	Non_Sichuan
023-0000-2547	Elevation_group	Middle
023-0000-2547	Language	Tibeto_Burman
023-0000-2444	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2444	Corridor_NCS	Southern
023-0000-2444	Sichuan_geographic_regions	Non_Sichuan
023-0000-2444	Elevation_group	Low
023-0000-2444	Language	Tibeto_Burman
023-0000-2445	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2445	Corridor_NCS	Southern
023-0000-2445	Sichuan_geographic_regions	Non_Sichuan
023-0000-2445	Elevation_group	Low
023-0000-2445	Language	Tibeto_Burman
023-0000-2448	Corridor_and_key_regions	Zang_Yi_Corridor_Core
023-0000-2448	Corridor_NCS	Southern
023-0000-2448	Sichuan_geographic_regions	Non_Sichuan
023-0000-2448	Elevation_group	Low
023-0000-2448	Language	Tibeto_Burman
MPG-HNZ-089A	Corridor_and_key_regions	South_China
MPG-HNZ-089A	Corridor_NCS	Southern
MPG-HNZ-089A	Sichuan_geographic_regions	Non_Sichuan
MPG-HNZ-089A	Elevation_group	Low
MPG-HNZ-089A	Language	Tibeto_Burman
MPG-HNZ-088A	Corridor_and_key_regions	South_China
MPG-HNZ-088A	Corridor_NCS	Southern
MPG-HNZ-088A	Sichuan_geographic_regions	Non_Sichuan
MPG-HNZ-088A	Elevation_group	Low
MPG-HNZ-088A	Language	Tibeto_Burman
