haplogroup	region	n_samples	rho	se	age_years	ci95_lower_years	ci95_upper_years	age_kya	ci95_lower_kya	ci95_upper_kya	confidence	flag
J1c7a31j	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31j	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31j	control	0							NA	NA	no_ci	no_descendants
J1c7a31k	complete	0							NA	NA	no_ci	no_descendants
J1c7a31k	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31k	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31k	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31k	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31k	control	0							NA	NA	no_ci	no_descendants
J1c7a31l	complete	0							NA	NA	no_ci	no_descendants
J1c7a31l	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a31l	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a31l	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a31l	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a31l	control	0							NA	NA	no_ci	no_descendants
J1c7a32	complete	0							NA	NA	no_ci	no_descendants
J1c7a32	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a32	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a32	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a32	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a32	control	0							NA	NA	no_ci	no_descendants
J1c7a35	complete	0							NA	NA	no_ci	no_descendants
J1c7a35	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a35	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a35	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a35	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a35	control	0							NA	NA	no_ci	no_descendants
J1c7a35a	complete	0							NA	NA	no_ci	no_descendants
J1c7a35a	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a35a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a35a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a35a	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a35a	control	0							NA	NA	no_ci	no_descendants
J1c7a36	complete	0							NA	NA	no_ci	no_descendants
J1c7a36	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a36	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a36	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a36	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a36	control	0							NA	NA	no_ci	no_descendants
J1c7a36+16092	complete	0							NA	NA	no_ci	no_descendants
J1c7a36+16092	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a36+16092	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a36+16092	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a36+16092	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a36+16092	control	0							NA	NA	no_ci	no_descendants
J1c7a36a	complete	0							NA	NA	no_ci	no_descendants
J1c7a36a	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a36a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a36a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a36a	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a36a	control	0							NA	NA	no_ci	no_descendants
J1c7a38	complete	0							NA	NA	no_ci	no_descendants
J1c7a38	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a38	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a38	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a38	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a38	control	0							NA	NA	no_ci	no_descendants
J1c7a40	complete	0							NA	NA	no_ci	no_descendants
J1c7a40	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a40	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a40	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a40	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a40	control	0							NA	NA	no_ci	no_descendants
J1c7a51	complete	0							NA	NA	no_ci	no_descendants
J1c7a51	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a51	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a51	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a51	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a51	control	0							NA	NA	no_ci	no_descendants
J1c7a51a	complete	0							NA	NA	no_ci	no_descendants
J1c7a51a	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a51a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a51a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a51a	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a51a	control	0							NA	NA	no_ci	no_descendants
J1c7a52	complete	0							NA	NA	no_ci	no_descendants
J1c7a52	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a52	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a52	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a52	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a52	control	0							NA	NA	no_ci	no_descendants
J1c7a52+16189	complete	0							NA	NA	no_ci	no_descendants
J1c7a52+16189	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a52+16189	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a52+16189	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a52+16189	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a52+16189	control	0							NA	NA	no_ci	no_descendants
J1c7a52a	complete	0							NA	NA	no_ci	no_descendants
J1c7a52a	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a52a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a52a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a52a	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a52a	control	0							NA	NA	no_ci	no_descendants
J1c7a54	complete	0							NA	NA	no_ci	no_descendants
J1c7a54	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a54	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a54	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a54	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a54	control	0							NA	NA	no_ci	no_descendants
J1c7a54^	complete	0							NA	NA	no_ci	no_descendants
J1c7a54^	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a54^	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a54^	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a54^	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a54^	control	0							NA	NA	no_ci	no_descendants
J1c7a54^^	complete	0							NA	NA	no_ci	no_descendants
J1c7a54^^	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a54^^	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a54^^	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a54^^	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a54^^	control	0							NA	NA	no_ci	no_descendants
J1c7a54^^^	complete	0							NA	NA	no_ci	no_descendants
J1c7a54^^^	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a54^^^	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a54^^^	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a54^^^	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a54^^^	control	0							NA	NA	no_ci	no_descendants
J1c7a55	complete	0							NA	NA	no_ci	no_descendants
J1c7a55	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a55	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a55	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a55	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a55	control	0							NA	NA	no_ci	no_descendants
J1c7a56	complete	0							NA	NA	no_ci	no_descendants
J1c7a56	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a56	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a56	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a56	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a56	control	0							NA	NA	no_ci	no_descendants
J1c7a56a	complete	0							NA	NA	no_ci	no_descendants
J1c7a56a	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a56a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a56a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a56a	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a56a	control	0							NA	NA	no_ci	no_descendants
J1c7a56a1	complete	0							NA	NA	no_ci	no_descendants
J1c7a56a1	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a56a1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a56a1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a56a1	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a56a1	control	0							NA	NA	no_ci	no_descendants
J1c7a57	complete	0							NA	NA	no_ci	no_descendants
J1c7a57	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a57	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a57	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a57	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a57	control	0							NA	NA	no_ci	no_descendants
J1c7a59	complete	0							NA	NA	no_ci	no_descendants
J1c7a59	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a59	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a59	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a59	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a59	control	0							NA	NA	no_ci	no_descendants
J1c7a6	complete	0							NA	NA	no_ci	no_descendants
J1c7a6	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a6	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a6	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a6	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a6	control	0							NA	NA	no_ci	no_descendants
"J1c7a6""56"	complete	0							NA	NA	no_ci	no_descendants
"J1c7a6""56"	synonymous	0							NA	NA	no_ci	no_descendants
"J1c7a6""56"	hvsi_full	0							NA	NA	no_ci	no_descendants
"J1c7a6""56"	hvsi_trans	0							NA	NA	no_ci	no_descendants
"J1c7a6""56"	hvsii	0							NA	NA	no_ci	no_descendants
"J1c7a6""56"	control	0							NA	NA	no_ci	no_descendants
J1c7a6^	complete	0							NA	NA	no_ci	no_descendants
J1c7a6^	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a6^	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a6^	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a6^	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a6^	control	0							NA	NA	no_ci	no_descendants
J1c7a7	complete	2	2.0	0.0	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	very_low	
J1c7a7	synonymous	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	very_low	
J1c7a7	hvsi_full	2	1.0	0.0	16677.0	16677.0	16677.0	16.677	16.6770	16.6770	very_low	
J1c7a7	hvsi_trans	2	1.0	0.0	18845.0	18845.0	18845.0	18.845	18.8450	18.8450	very_low	
J1c7a7	hvsii	2	1.0	0.0	22388.0	22388.0	22388.0	22.388	22.3880	22.3880	very_low	
J1c7a7	control	2	3.0	0.0	27174.0	27174.0	27174.0	27.174	27.1740	27.1740	very_low	
J1c7a7a	complete	0							NA	NA	no_ci	no_descendants
J1c7a7a	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a7a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a7a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a7a	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a7a	control	0							NA	NA	no_ci	no_descendants
J1c7a7b	complete	0							NA	NA	no_ci	no_descendants
J1c7a7b	synonymous	0							NA	NA	no_ci	no_descendants
J1c7a7b	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7a7b	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7a7b	hvsii	0							NA	NA	no_ci	no_descendants
J1c7a7b	control	0							NA	NA	no_ci	no_descendants
J1c7b	complete	0							NA	NA	no_ci	no_descendants
J1c7b	synonymous	0							NA	NA	no_ci	no_descendants
J1c7b	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7b	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7b	hvsii	0							NA	NA	no_ci	no_descendants
J1c7b	control	0							NA	NA	no_ci	no_descendants
J1c7d	complete	0							NA	NA	no_ci	no_descendants
J1c7d	synonymous	0							NA	NA	no_ci	no_descendants
J1c7d	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7d	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7d	hvsii	0							NA	NA	no_ci	no_descendants
J1c7d	control	0							NA	NA	no_ci	no_descendants
J1c7d4	complete	0							NA	NA	no_ci	no_descendants
J1c7d4	synonymous	0							NA	NA	no_ci	no_descendants
J1c7d4	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7d4	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7d4	hvsii	0							NA	NA	no_ci	no_descendants
J1c7d4	control	0							NA	NA	no_ci	no_descendants
J1c7e	complete	0							NA	NA	no_ci	no_descendants
J1c7e	synonymous	0							NA	NA	no_ci	no_descendants
J1c7e	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7e	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7e	hvsii	0							NA	NA	no_ci	no_descendants
J1c7e	control	0							NA	NA	no_ci	no_descendants
J1c7e1	complete	0							NA	NA	no_ci	no_descendants
J1c7e1	synonymous	0							NA	NA	no_ci	no_descendants
J1c7e1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7e1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7e1	hvsii	0							NA	NA	no_ci	no_descendants
J1c7e1	control	0							NA	NA	no_ci	no_descendants
J1c7e1a	complete	0							NA	NA	no_ci	no_descendants
J1c7e1a	synonymous	0							NA	NA	no_ci	no_descendants
J1c7e1a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7e1a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7e1a	hvsii	0							NA	NA	no_ci	no_descendants
J1c7e1a	control	0							NA	NA	no_ci	no_descendants
J1c7g	complete	1	2.0		5216.4			5.2164	NA	NA	no_ci	
J1c7g	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c7g	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c7g	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c7g	hvsii	1	2.0		44776.0			44.776	NA	NA	no_ci	
J1c7g	control	1	3.0		27174.0			27.174	NA	NA	no_ci	
J1c7g1	complete	0							NA	NA	no_ci	no_descendants
J1c7g1	synonymous	0							NA	NA	no_ci	no_descendants
J1c7g1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7g1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7g1	hvsii	0							NA	NA	no_ci	no_descendants
J1c7g1	control	0							NA	NA	no_ci	no_descendants
J1c7h	complete	0							NA	NA	no_ci	no_descendants
J1c7h	synonymous	0							NA	NA	no_ci	no_descendants
J1c7h	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7h	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7h	hvsii	0							NA	NA	no_ci	no_descendants
J1c7h	control	0							NA	NA	no_ci	no_descendants
J1c7n	complete	0							NA	NA	no_ci	no_descendants
J1c7n	synonymous	0							NA	NA	no_ci	no_descendants
J1c7n	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7n	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7n	hvsii	0							NA	NA	no_ci	no_descendants
J1c7n	control	0							NA	NA	no_ci	no_descendants
J1c7p	complete	0							NA	NA	no_ci	no_descendants
J1c7p	synonymous	0							NA	NA	no_ci	no_descendants
J1c7p	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7p	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7p	hvsii	0							NA	NA	no_ci	no_descendants
J1c7p	control	0							NA	NA	no_ci	no_descendants
J1c7q	complete	0							NA	NA	no_ci	no_descendants
J1c7q	synonymous	0							NA	NA	no_ci	no_descendants
J1c7q	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7q	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7q	hvsii	0							NA	NA	no_ci	no_descendants
J1c7q	control	0							NA	NA	no_ci	no_descendants
J1c7r	complete	0							NA	NA	no_ci	no_descendants
J1c7r	synonymous	0							NA	NA	no_ci	no_descendants
J1c7r	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7r	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7r	hvsii	0							NA	NA	no_ci	no_descendants
J1c7r	control	0							NA	NA	no_ci	no_descendants
J1c7s	complete	0							NA	NA	no_ci	no_descendants
J1c7s	synonymous	0							NA	NA	no_ci	no_descendants
J1c7s	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7s	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7s	hvsii	0							NA	NA	no_ci	no_descendants
J1c7s	control	0							NA	NA	no_ci	no_descendants
J1c7u	complete	0							NA	NA	no_ci	no_descendants
J1c7u	synonymous	0							NA	NA	no_ci	no_descendants
J1c7u	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7u	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7u	hvsii	0							NA	NA	no_ci	no_descendants
J1c7u	control	0							NA	NA	no_ci	no_descendants
J1c7u1	complete	0							NA	NA	no_ci	no_descendants
J1c7u1	synonymous	0							NA	NA	no_ci	no_descendants
J1c7u1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7u1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7u1	hvsii	0							NA	NA	no_ci	no_descendants
J1c7u1	control	0							NA	NA	no_ci	no_descendants
J1c7v	complete	0							NA	NA	no_ci	no_descendants
J1c7v	synonymous	0							NA	NA	no_ci	no_descendants
J1c7v	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7v	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7v	hvsii	0							NA	NA	no_ci	no_descendants
J1c7v	control	0							NA	NA	no_ci	no_descendants
J1c7w	complete	0							NA	NA	no_ci	no_descendants
J1c7w	synonymous	0							NA	NA	no_ci	no_descendants
J1c7w	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7w	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7w	hvsii	0							NA	NA	no_ci	no_descendants
J1c7w	control	0							NA	NA	no_ci	no_descendants
J1c7x	complete	0							NA	NA	no_ci	no_descendants
J1c7x	synonymous	0							NA	NA	no_ci	no_descendants
J1c7x	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7x	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7x	hvsii	0							NA	NA	no_ci	no_descendants
J1c7x	control	0							NA	NA	no_ci	no_descendants
J1c7y	complete	0							NA	NA	no_ci	no_descendants
J1c7y	synonymous	0							NA	NA	no_ci	no_descendants
J1c7y	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c7y	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c7y	hvsii	0							NA	NA	no_ci	no_descendants
J1c7y	control	0							NA	NA	no_ci	no_descendants
J1c8	complete	16	5.5625	0.446922	14941.2	12500.7	17412.5	14.9412	12.5007	17.4125	medium	
J1c8	synonymous	16	0.25	0.193649	1968.0	-1019.8	4955.8	1.968	-1.0198	4.9558	medium	negative_lower_ci
J1c8	hvsi_full	16	1.625	0.256174	27100.1	18726.6	35473.7	27.1001	18.7266	35.4737	medium	
J1c8	hvsi_trans	16	1.625	0.256174	30623.1	21161.0	40085.2	30.6231	21.1610	40.0852	medium	
J1c8	hvsii	16	1.9375	0.110633	43376.8	38522.1	48231.4	43.3768	38.5221	48.2314	medium	
J1c8	control	16	4.75	0.347611	43025.5	36854.1	49196.9	43.0255	36.8541	49.1969	medium	
J1c81	complete	4	6.5	0.866025	17587.2	12822.3	22464.7	17.5872	12.8223	22.4647	low	ci_exceeds_ancestor
J1c81	synonymous	4	0.5	0.288675	3936.0	-518.0	8390.0	3.936	-0.5180	8.3900	low	negative_lower_ci;ci_exceeds_ancestor
J1c81	hvsi_full	4	1.5	0.288675	25015.5	15579.6	34451.4	25.0155	15.5796	34.4514	low	ci_exceeds_ancestor
J1c81	hvsi_trans	4	1.5	0.288675	28267.5	17604.9	38930.1	28.2675	17.6049	38.9301	low	ci_exceeds_ancestor
J1c81	hvsii	4	2.0	0.0	44776.0	44776.0	44776.0	44.776	44.7760	44.7760	low	ci_exceeds_ancestor
J1c81	control	4	4.75	0.478714	43025.5	34526.6	51524.4	43.0255	34.5266	51.5244	low	ci_exceeds_ancestor
J1c81b	complete	0							NA	NA	no_ci	no_descendants
J1c81b	synonymous	0							NA	NA	no_ci	no_descendants
J1c81b	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c81b	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c81b	hvsii	0							NA	NA	no_ci	no_descendants
J1c81b	control	0							NA	NA	no_ci	no_descendants
J1c81b+195	complete	0							NA	NA	no_ci	no_descendants
J1c81b+195	synonymous	0							NA	NA	no_ci	no_descendants
J1c81b+195	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c81b+195	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c81b+195	hvsii	0							NA	NA	no_ci	no_descendants
J1c81b+195	control	0							NA	NA	no_ci	no_descendants
J1c81c	complete	4	4.5	0.866025	11985.1	7360.1	16729.4	11.9851	7.3601	16.7294	low	
J1c81c	synonymous	4	0.5	0.288675	3936.0	-518.0	8390.0	3.936	-0.5180	8.3900	low	negative_lower_ci
J1c81c	hvsi_full	4	0.5	0.288675	8338.5	-1097.4	17774.4	8.3385	-1.0974	17.7744	low	negative_lower_ci
J1c81c	hvsi_trans	4	0.5	0.288675	9422.5	-1240.1	20085.1	9.4225	-1.2401	20.0851	low	negative_lower_ci
J1c81c	hvsii	4	2.0	0.0	44776.0	44776.0	44776.0	44.776	44.7760	44.7760	low	
J1c81c	control	4	3.75	0.478714	33967.5	25468.6	42466.4	33.9675	25.4686	42.4664	low	
J1c81c1	complete	0							NA	NA	no_ci	no_descendants
J1c81c1	synonymous	0							NA	NA	no_ci	no_descendants
J1c81c1	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c81c1	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c81c1	hvsii	0							NA	NA	no_ci	no_descendants
J1c81c1	control	0							NA	NA	no_ci	no_descendants
J1c81c1'2	complete	0							NA	NA	no_ci	no_descendants
J1c81c1'2	synonymous	0							NA	NA	no_ci	no_descendants
J1c81c1'2	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c81c1'2	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c81c1'2	hvsii	0							NA	NA	no_ci	no_descendants
J1c81c1'2	control	0							NA	NA	no_ci	no_descendants
J1c81c1a	complete	0							NA	NA	no_ci	no_descendants
J1c81c1a	synonymous	0							NA	NA	no_ci	no_descendants
J1c81c1a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c81c1a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c81c1a	hvsii	0							NA	NA	no_ci	no_descendants
J1c81c1a	control	0							NA	NA	no_ci	no_descendants
J1c81c2	complete	0							NA	NA	no_ci	no_descendants
J1c81c2	synonymous	0							NA	NA	no_ci	no_descendants
J1c81c2	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c81c2	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c81c2	hvsii	0							NA	NA	no_ci	no_descendants
J1c81c2	control	0							NA	NA	no_ci	no_descendants
J1c81c3	complete	0							NA	NA	no_ci	no_descendants
J1c81c3	synonymous	0							NA	NA	no_ci	no_descendants
J1c81c3	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c81c3	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c81c3	hvsii	0							NA	NA	no_ci	no_descendants
J1c81c3	control	0							NA	NA	no_ci	no_descendants
J1c81c3a	complete	0							NA	NA	no_ci	no_descendants
J1c81c3a	synonymous	0							NA	NA	no_ci	no_descendants
J1c81c3a	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c81c3a	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c81c3a	hvsii	0							NA	NA	no_ci	no_descendants
J1c81c3a	control	0							NA	NA	no_ci	no_descendants
J1c81c3b	complete	0							NA	NA	no_ci	no_descendants
J1c81c3b	synonymous	0							NA	NA	no_ci	no_descendants
J1c81c3b	hvsi_full	0							NA	NA	no_ci	no_descendants
J1c81c3b	hvsi_trans	0							NA	NA	no_ci	no_descendants
J1c81c3b	hvsii	0							NA	NA	no_ci	no_descendants
J1c81c3b	control	0							NA	NA	no_ci	no_descendants
J1c81c4	complete	1	5.0		13370.5			13.3705	NA	NA	no_ci	
J1c81c4	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c81c4	hvsi_full	1	1.0		16677.0			16.677	NA	NA	no_ci	
J1c81c4	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
J1c81c4	hvsii	1	2.0		44776.0			44.776	NA	NA	no_ci	
J1c81c4	control	1	5.0		45290.0			45.29	NA	NA	no_ci	
J1c81c4a	complete	1	3.0		7891.7			7.8917	NA	NA	no_ci	
J1c81c4a	synonymous	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c81c4a	hvsi_full	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c81c4a	hvsi_trans	1	0.0		0.0			0.0	NA	NA	no_ci	
J1c81c4a	hvsii	1	2.0		44776.0			44.776	NA	NA	no_ci	
J1c81c4a	control	1	4.0		36232.0			36.232	NA	NA	no_ci	
J1c84	complete	1	8.0		21891.8			21.8918	NA	NA	no_ci	
J1c84	synonymous	1	3.0		23616.0			23.616	NA	NA	no_ci	
J1c84	hvsi_full	1	1.0		16677.0			16.677	NA	NA	no_ci	
J1c84	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
J1c84	hvsii	1	2.0		44776.0			44.776	NA	NA	no_ci	
J1c84	control	1	4.0		36232.0			36.232	NA	NA	no_ci	
J1c84a	complete	1	7.0		19012.5			19.0125	NA	NA	no_ci	
J1c84a	synonymous	1	2.0		15744.0			15.744	NA	NA	no_ci	
J1c84a	hvsi_full	1	1.0		16677.0			16.677	NA	NA	no_ci	
J1c84a	hvsi_trans	1	1.0		18845.0			18.845	NA	NA	no_ci	
J1c84a	hvsii	1	2.0		44776.0			44.776	NA	NA	no_ci	
J1c84a	control	1	4.0		36232.0			36.232	NA	NA	no_ci	
J1c84a1	complete	0							NA	NA	no_ci	no_descendants
J1c84a1	synonymous	0							NA	NA	no_ci	no_descendants
