Haplogroup	RHO_CS	RHO_CS_SE	RHO_HVSI	RHO_HVSI_SE	RHO_HVSI_TRANSI	RHO_HVSI_TRANSI_SE	RHO_HVSII	RHO_HVSII_SE	RHO_CR	RHO_CR_SE
A	0.0174998	2.667e-05	0.0209549	3.23861e-05	0.0226974	3.5508e-05	0.0354078	6.35337e-05	0.0231244	3.45617e-05
