Haplogroup	RHO_CS	RHO_CS_SE	RHO_HVSI	RHO_HVSI_SE	RHO_HVSI_TRANSI	RHO_HVSI_TRANSI_SE	RHO_HVSII	RHO_HVSII_SE	RHO_CR	RHO_CR_SE
A1	0.144873	0.0104081	0.087963	0.00942315	0.087963	0.00942315	0.42328	0.0334633	0.14059	0.0108749
