edge_id	parent_node	child_node	parent_label	child_label	from_state	to_state	n_simulations_with_event	edge_transition_support	mean_n_event	n_descendant_tip	descendant_tip_representative	edge_was_floored
60	229	239	Node229	Node239	SouthWest	GansuQinghai	4	0.02	0.02	60	GSRD007997A00_BB1_01_D1a1a1a1a1b1;GSRD007997A01_BB1_01_D1a1a1a1a1b1;GSRD008084A00_BB1_01_D1a1a1a1a1b1	FALSE
197	307	98	Node307	GSRD008320A01_BB1_01_D1a1a1a1b	GansuQinghai	Plateau	4	0.02	0.02	1	GSRD008320A01_BB1_01_D1a1a1a1b	FALSE
313	365	366	Node365	Node366	Plateau	YellowRiver	4	0.02	0.02	2	GSRD019919A00_BB1_01_D1a1a1a1b;GSRD020659A00_BB1_01_D1a1a1a1b	FALSE
313	365	366	Node365	Node366	YellowRiver	GansuQinghai	4	0.02	0.02	2	GSRD019919A00_BB1_01_D1a1a1a1b;GSRD020659A00_BB1_01_D1a1a1a1b	FALSE
371	395	184	Node395	GSRD008110A01_BB0_01_D1a1a1a1b2	GansuQinghai	SouthWest	4	0.02	0.02	1	GSRD008110A01_BB0_01_D1a1a1a1b2	FALSE
394	405	197	Node405	GSRD020986A00_BB1_01_D1a1a1a1b	GansuQinghai	Plateau	4	0.02	0.02	1	GSRD020986A00_BB1_01_D1a1a1a1b	FALSE
411	413	206	Node413	CQ10079A00_BB0_00_D1a1a1b1a	SouthWest	GansuQinghai	4	0.02	0.02	1	CQ10079A00_BB0_00_D1a1a1b1a	FALSE
21	219	220	Node219	Node220	GansuQinghai	SouthWest	3	0.015	0.015	10	Chuan10108A00_BB0_00_D1a1a1a1a1b2;Chuan10292A00_BB0_00_D1a1a1a1a1b1;GSRD005430A00_BB0_01_D1a1a1a1a1b1	FALSE
22	220	10	Node220	Y_HRR2364751.bam__	Plateau	SouthWest	3	0.015	0.015	1	Y_HRR2364751.bam__	FALSE
39	228	19	Node228	Chuan10108A00_BB0_00_D1a1a1a1a1b2	GansuQinghai	Plateau	3	0.015	0.015	1	Chuan10108A00_BB0_00_D1a1a1a1a1b2	FALSE
46	231	233	Node231	Node233	GansuQinghai	Plateau	3	0.015	0.015	2	GSRD007975A00_BB1_01_D1a1a1a1a1b1;GSRD007975A01_BB1_02_D1a1a1a1a1b1	FALSE
46	231	233	Node231	Node233	SouthWest	GansuQinghai	3	0.015	0.015	2	GSRD007975A00_BB1_01_D1a1a1a1a1b1;GSRD007975A01_BB1_02_D1a1a1a1a1b1	FALSE
61	239	240	Node239	Node240	GansuQinghai	Plateau	3	0.015	0.015	10	GSRD008312A01_BB1_01_D1a1a1a1a1b1;GSRD009551A00_BB0_01_D1a1a1a1a1b1;GSRD020252A00_BB1_01_D1a1a1a1a1b1	FALSE
196	307	97	Node307	YSW00492A00_BB0_00_D1a1a1a1b	GansuQinghai	Plateau	3	0.015	0.015	1	YSW00492A00_BB0_00_D1a1a1a1b	FALSE
196	307	97	Node307	YSW00492A00_BB0_00_D1a1a1a1b	SouthWest	GansuQinghai	3	0.015	0.015	1	YSW00492A00_BB0_00_D1a1a1a1b	FALSE
197	307	98	Node307	GSRD008320A01_BB1_01_D1a1a1a1b	SouthWest	GansuQinghai	3	0.015	0.015	1	GSRD008320A01_BB1_01_D1a1a1a1b	FALSE
369	394	395	Node394	Node395	SouthWest	GansuQinghai	3	0.015	0.015	2	GSRD008110A00_BB0_01_D1a1a1a1b2;GSRD008110A01_BB0_01_D1a1a1a1b2	FALSE
394	405	197	Node405	GSRD020986A00_BB1_01_D1a1a1a1b	Plateau	SouthWest	3	0.015	0.015	1	GSRD020986A00_BB1_01_D1a1a1a1b	FALSE
394	405	197	Node405	GSRD020986A00_BB1_01_D1a1a1a1b	SouthWest	GansuQinghai	3	0.015	0.015	1	GSRD020986A00_BB1_01_D1a1a1a1b	FALSE
395	405	406	Node405	Node406	GansuQinghai	Plateau	3	0.015	0.015	2	GSRD008072A00_BB1_01_D1a1a1a1b;GSRD008072A01_BB1_01_D1a1a1a1b	FALSE
395	405	406	Node405	Node406	SouthWest	GansuQinghai	3	0.015	0.015	2	GSRD008072A00_BB1_01_D1a1a1a1b;GSRD008072A01_BB1_01_D1a1a1a1b	FALSE
401	409	200	Node409	GSRD008877A00_BB0_01_D1a1a1b2	Plateau	SouthWest	3	0.015	0.015	1	GSRD008877A00_BB0_01_D1a1a1b2	FALSE
12	214	6	Node214	HRR2680016.Y.bam__	GansuQinghai	Plateau	2	0.01	0.01	1	HRR2680016.Y.bam__	FALSE
17	216	217	Node216	Node217	GansuQinghai	Plateau	2	0.01	0.01	191	Chuan10108A00_BB0_00_D1a1a1a1a1b2;Chuan10231A03_BB0_01_D1a1a1a1b;Chuan10292A00_BB0_00_D1a1a1a1a1b1	TRUE
22	220	10	Node220	Y_HRR2364751.bam__	Plateau	YellowRiver	2	0.01	0.01	1	Y_HRR2364751.bam__	FALSE
22	220	10	Node220	Y_HRR2364751.bam__	YellowRiver	GansuQinghai	2	0.01	0.01	1	Y_HRR2364751.bam__	FALSE
24	221	11	Node221	Y_HRR2364744.bam__	Plateau	SouthWest	2	0.01	0.01	1	Y_HRR2364744.bam__	FALSE
24	221	11	Node221	Y_HRR2364744.bam__	Plateau	YellowRiver	2	0.01	0.01	1	Y_HRR2364744.bam__	FALSE
24	221	11	Node221	Y_HRR2364744.bam__	YellowRiver	GansuQinghai	2	0.01	0.01	1	Y_HRR2364744.bam__	FALSE
39	228	19	Node228	Chuan10108A00_BB0_00_D1a1a1a1a1b2	GansuQinghai	SouthWest	2	0.01	0.01	1	Chuan10108A00_BB0_00_D1a1a1a1a1b2	FALSE
50	234	235	Node234	Node235	SouthWest	GansuQinghai	2	0.01	0.01	5	GSRD008184A00_BB1_01_D1a1a1a1a1b1;GSRD008184A01_BB1_01_D1a1a1a1a1b1;GSRD009863A00_BB0_00_D1a1a1a1a1b1	FALSE
50	234	235	Node234	Node235	SouthWest	Plateau	2	0.01	0.01	5	GSRD008184A00_BB1_01_D1a1a1a1a1b1;GSRD008184A01_BB1_01_D1a1a1a1a1b1;GSRD009863A00_BB0_00_D1a1a1a1a1b1	FALSE
55	236	26	Node236	GSRD020852A00_BB1_01_D1a1a1a1a1b1	SouthWest	GansuQinghai	2	0.01	0.01	1	GSRD020852A00_BB1_01_D1a1a1a1a1b1	FALSE
80	239	249	Node239	Node249	GansuQinghai	Plateau	2	0.01	0.01	50	GSRD007997A00_BB1_01_D1a1a1a1a1b1;GSRD007997A01_BB1_01_D1a1a1a1a1b1;GSRD008084A00_BB1_01_D1a1a1a1a1b1	FALSE
93	256	257	Node256	Node257	Plateau	SouthWest	2	0.01	0.01	5	GSRD008247A00_BB1_01_D1a1a1a1a1b1;GSRD008247A01_BB1_01_D1a1a1a1a1b1;WDC11806290047_D1a1a1a1a1b1	FALSE
102	256	261	Node256	Node261	Plateau	SouthWest	2	0.01	0.01	2	GSRD008144A00_BB1_01_D1a1a1a1a1b1;GSRD008144A01_BB1_01_D1a1a1a1a1b1	FALSE
186	301	93	Node301	L8063.Y.trim.bam__	GansuQinghai	Plateau	2	0.01	0.01	1	L8063.Y.trim.bam__	FALSE
198	306	308	Node306	Node308	GansuQinghai	Plateau	2	0.01	0.01	64	Chuan10231A03_BB0_01_D1a1a1a1b;GSRD002335A00_BB1_01_D1a1a1a1b;GSRD005407A00_BB0_01_D1a1a1a1b	FALSE
201	310	311	Node310	Node311	Plateau	SouthWest	2	0.01	0.01	15	GSRD008047A01_BB1_01_D1a1a1a1b;GSRD008057A00_BB1_01_D1a1a1a1b;GSRD008057A01_BB1_01_D1a1a1a1b	FALSE
213	311	317	Node311	Node317	GansuQinghai	Plateau	2	0.01	0.01	9	GSRD008047A01_BB1_01_D1a1a1a1b;GSRD008111A00_BB0_01_D1a1a1a1b;GSRD008111A01_BB0_01_D1a1a1a1b	FALSE
213	311	317	Node311	Node317	SouthWest	GansuQinghai	2	0.01	0.01	9	GSRD008047A01_BB1_01_D1a1a1a1b;GSRD008111A00_BB0_01_D1a1a1a1b;GSRD008111A01_BB0_01_D1a1a1a1b	FALSE
299	359	148	Node359	GSRD008063A01_BB1_01_D1a1a1a1b	GansuQinghai	Plateau	2	0.01	0.01	1	GSRD008063A01_BB1_01_D1a1a1a1b	FALSE
326	371	372	Node371	Node372	GansuQinghai	Plateau	2	0.01	0.01	34	GSRD008110A00_BB0_01_D1a1a1a1b2;GSRD008110A01_BB0_01_D1a1a1a1b2;GSRD019966A00_BB1_01_D1a1a1a1b2	FALSE
327	372	163	Node372	L9055.Y.trim.bam__	GansuQinghai	Plateau	2	0.01	0.01	1	L9055.Y.trim.bam__	FALSE
365	391	182	Node391	S41.Y.trim.Y.Dedup.bam__	GansuQinghai	Plateau	2	0.01	0.01	1	S41.Y.trim.Y.Dedup.bam__	FALSE
365	391	182	Node391	S41.Y.trim.Y.Dedup.bam__	Plateau	SouthWest	2	0.01	0.01	1	S41.Y.trim.Y.Dedup.bam__	FALSE
365	391	182	Node391	S41.Y.trim.Y.Dedup.bam__	SouthWest	GansuQinghai	2	0.01	0.01	1	S41.Y.trim.Y.Dedup.bam__	FALSE
401	409	200	Node409	GSRD008877A00_BB0_01_D1a1a1b2	GansuQinghai	Plateau	2	0.01	0.01	1	GSRD008877A00_BB0_01_D1a1a1b2	FALSE
401	409	200	Node409	GSRD008877A00_BB0_01_D1a1a1b2	SouthWest	GansuQinghai	2	0.01	0.01	1	GSRD008877A00_BB0_01_D1a1a1b2	FALSE
402	409	201	Node409	Y5979_D1a1a1b2	Plateau	SouthWest	2	0.01	0.01	1	Y5979_D1a1a1b2	FALSE
403	408	410	Node408	Node410	Plateau	SouthWest	2	0.01	0.01	2	GSRD009669A00_BB0_01_D1a1a1b2;GSRD009669A01_BB0_01_D1a1a1b2	FALSE
4	210	2	Node210	LJM2_Y_rg.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	LJM2_Y_rg.bam__	FALSE
4	210	2	Node210	LJM2_Y_rg.bam__	Plateau	SouthWest	1	0.005	0.005	1	LJM2_Y_rg.bam__	FALSE
4	210	2	Node210	LJM2_Y_rg.bam__	SouthWest	GansuQinghai	1	0.005	0.005	1	LJM2_Y_rg.bam__	FALSE
12	214	6	Node214	HRR2680016.Y.bam__	Plateau	SouthWest	1	0.005	0.005	1	HRR2680016.Y.bam__	FALSE
12	214	6	Node214	HRR2680016.Y.bam__	Plateau	YellowRiver	1	0.005	0.005	1	HRR2680016.Y.bam__	FALSE
12	214	6	Node214	HRR2680016.Y.bam__	SouthWest	GansuQinghai	1	0.005	0.005	1	HRR2680016.Y.bam__	FALSE
12	214	6	Node214	HRR2680016.Y.bam__	YellowRiver	GansuQinghai	1	0.005	0.005	1	HRR2680016.Y.bam__	FALSE
14	215	7	Node215	HRR1385301.Y.bam__	GansuQinghai	SouthWest	1	0.005	0.005	1	HRR1385301.Y.bam__	FALSE
14	215	7	Node215	HRR1385301.Y.bam__	SouthWest	GansuQinghai	1	0.005	0.005	1	HRR1385301.Y.bam__	FALSE
16	216	8	Node216	HRR1385290.Y.bam__	GansuQinghai	SouthWest	1	0.005	0.005	1	HRR1385290.Y.bam__	FALSE
16	216	8	Node216	HRR1385290.Y.bam__	SouthWest	GansuQinghai	1	0.005	0.005	1	HRR1385290.Y.bam__	FALSE
18	217	9	Node217	HRR1295204_Y.bam__	Plateau	YellowRiver	1	0.005	0.005	1	HRR1295204_Y.bam__	FALSE
18	217	9	Node217	HRR1295204_Y.bam__	YellowRiver	GansuQinghai	1	0.005	0.005	1	HRR1295204_Y.bam__	FALSE
22	220	10	Node220	Y_HRR2364751.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	Y_HRR2364751.bam__	FALSE
25	221	222	Node221	Node222	GansuQinghai	Plateau	1	0.005	0.005	8	Chuan10108A00_BB0_00_D1a1a1a1a1b2;Chuan10292A00_BB0_00_D1a1a1a1a1b1;GSRD005430A00_BB0_01_D1a1a1a1a1b1	TRUE
26	222	223	Node222	Node223	Plateau	YellowRiver	1	0.005	0.005	4	Chuan10292A00_BB0_00_D1a1a1a1a1b1;GSRD005430A00_BB0_01_D1a1a1a1a1b1;GSRD009778A00_BB0_00_D1a1a1a1a1b1	FALSE
26	222	223	Node222	Node223	SouthWest	GansuQinghai	1	0.005	0.005	4	Chuan10292A00_BB0_00_D1a1a1a1a1b1;GSRD005430A00_BB0_01_D1a1a1a1a1b1;GSRD009778A00_BB0_00_D1a1a1a1a1b1	FALSE
26	222	223	Node222	Node223	YellowRiver	GansuQinghai	1	0.005	0.005	4	Chuan10292A00_BB0_00_D1a1a1a1a1b1;GSRD005430A00_BB0_01_D1a1a1a1a1b1;GSRD009778A00_BB0_00_D1a1a1a1a1b1	FALSE
35	227	16	Node227	GSRD009056A00_TS0_00_D1a1a1a1a1b1	GansuQinghai	SouthWest	1	0.005	0.005	1	GSRD009056A00_TS0_00_D1a1a1a1a1b1	FALSE
35	227	16	Node227	GSRD009056A00_TS0_00_D1a1a1a1a1b1	SouthWest	GansuQinghai	1	0.005	0.005	1	GSRD009056A00_TS0_00_D1a1a1a1a1b1	FALSE
36	227	17	Node227	YSW00402A00_BB1_01_D1a1a1a1a1b1	GansuQinghai	SouthWest	1	0.005	0.005	1	YSW00402A00_BB1_01_D1a1a1a1a1b1	FALSE
39	228	19	Node228	Chuan10108A00_BB0_00_D1a1a1a1a1b2	SouthWest	GansuQinghai	1	0.005	0.005	1	Chuan10108A00_BB0_00_D1a1a1a1a1b2	FALSE
40	219	229	Node219	Node229	Plateau	YellowRiver	1	0.005	0.005	70	GSRD007975A00_BB1_01_D1a1a1a1a1b1;GSRD007975A01_BB1_02_D1a1a1a1a1b1;GSRD007997A00_BB1_01_D1a1a1a1a1b1	FALSE
42	230	231	Node230	Node231	GansuQinghai	Plateau	1	0.005	0.005	4	GSRD007975A00_BB1_01_D1a1a1a1a1b1;GSRD007975A01_BB1_02_D1a1a1a1a1b1;GSRD008106A00_BB0_01_D1a1a1a1a1b1	FALSE
50	234	235	Node234	Node235	GansuQinghai	Plateau	1	0.005	0.005	5	GSRD008184A00_BB1_01_D1a1a1a1a1b1;GSRD008184A01_BB1_01_D1a1a1a1a1b1;GSRD009863A00_BB0_00_D1a1a1a1a1b1	FALSE
52	236	237	Node236	Node237	SouthWest	GansuQinghai	1	0.005	0.005	2	GSRD008184A00_BB1_01_D1a1a1a1a1b1;GSRD008184A01_BB1_01_D1a1a1a1a1b1	FALSE
56	235	238	Node235	Node238	Plateau	YellowRiver	1	0.005	0.005	2	GSRD009863A00_BB0_00_D1a1a1a1a1b1;WDC11806290166_D1a1a1a1a1b1	FALSE
56	235	238	Node235	Node238	SouthWest	GansuQinghai	1	0.005	0.005	2	GSRD009863A00_BB0_00_D1a1a1a1a1b1;WDC11806290166_D1a1a1a1a1b1	FALSE
56	235	238	Node235	Node238	YellowRiver	GansuQinghai	1	0.005	0.005	2	GSRD009863A00_BB0_00_D1a1a1a1a1b1;WDC11806290166_D1a1a1a1a1b1	FALSE
59	234	29	Node234	WDC11806290089_D1a1a1a1a1b	GansuQinghai	Plateau	1	0.005	0.005	1	WDC11806290089_D1a1a1a1a1b	FALSE
81	249	250	Node249	Node250	GansuQinghai	Plateau	1	0.005	0.005	14	GSRD008140A00_BB1_02_D1a1a1a1a1b1;GSRD008140A01_BB1_01_D1a1a1a1a1b1;GSRD008144A00_BB1_01_D1a1a1a1a1b1	FALSE
92	255	256	Node255	Node256	GansuQinghai	SouthWest	1	0.005	0.005	7	GSRD008144A00_BB1_01_D1a1a1a1a1b1;GSRD008144A01_BB1_01_D1a1a1a1a1b1;GSRD008247A00_BB1_01_D1a1a1a1a1b1	FALSE
92	255	256	Node255	Node256	SouthWest	GansuQinghai	1	0.005	0.005	7	GSRD008144A00_BB1_01_D1a1a1a1a1b1;GSRD008144A01_BB1_01_D1a1a1a1a1b1;GSRD008247A00_BB1_01_D1a1a1a1a1b1	FALSE
108	249	263	Node249	Node263	GansuQinghai	Plateau	1	0.005	0.005	36	GSRD007997A00_BB1_01_D1a1a1a1a1b1;GSRD007997A01_BB1_01_D1a1a1a1a1b1;GSRD008084A00_BB1_01_D1a1a1a1a1b1	FALSE
156	288	76	Node288	GSRD008129A01_BB0_02_D1a1a1a1a1b1	Plateau	SouthWest	1	0.005	0.005	1	GSRD008129A01_BB0_02_D1a1a1a1a1b1	FALSE
157	288	77	Node288	GSRD008088A01_BB1_01_D1a1a1a1a1b1	Plateau	SouthWest	1	0.005	0.005	1	GSRD008088A01_BB1_01_D1a1a1a1a1b1	FALSE
179	218	298	Node218	Node298	GansuQinghai	SouthWest	1	0.005	0.005	110	Chuan10231A03_BB0_01_D1a1a1a1b;GSRD002335A00_BB1_01_D1a1a1a1b;GSRD005407A00_BB0_01_D1a1a1a1b	FALSE
180	298	90	Node298	Y_HRR2695345.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	Y_HRR2695345.bam__	FALSE
182	299	91	Node299	Y_HRR1257504.remap.sorted_rg.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	Y_HRR1257504.remap.sorted_rg.bam__	FALSE
184	300	92	Node300	L8796.Y.trim.Y.Dedup.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	L8796.Y.trim.Y.Dedup.bam__	FALSE
186	301	93	Node301	L8063.Y.trim.bam__	Plateau	SouthWest	1	0.005	0.005	1	L8063.Y.trim.bam__	FALSE
186	301	93	Node301	L8063.Y.trim.bam__	SouthWest	GansuQinghai	1	0.005	0.005	1	L8063.Y.trim.bam__	FALSE
188	302	94	Node302	HRR660149_Y_rg.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	HRR660149_Y_rg.bam__	FALSE
190	303	95	Node303	HRR1385303.Y.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	HRR1385303.Y.bam__	FALSE
192	304	96	Node304	HRR1385287.Y.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	HRR1385287.Y.bam__	FALSE
194	305	306	Node305	Node306	Plateau	SouthWest	1	0.005	0.005	66	Chuan10231A03_BB0_01_D1a1a1a1b;GSRD002335A00_BB1_01_D1a1a1a1b;GSRD005407A00_BB0_01_D1a1a1a1b	FALSE
195	306	307	Node306	Node307	GansuQinghai	Plateau	1	0.005	0.005	2	GSRD008320A01_BB1_01_D1a1a1a1b;YSW00492A00_BB0_00_D1a1a1a1b	FALSE
197	307	98	Node307	GSRD008320A01_BB1_01_D1a1a1a1b	Plateau	YellowRiver	1	0.005	0.005	1	GSRD008320A01_BB1_01_D1a1a1a1b	FALSE
197	307	98	Node307	GSRD008320A01_BB1_01_D1a1a1a1b	YellowRiver	GansuQinghai	1	0.005	0.005	1	GSRD008320A01_BB1_01_D1a1a1a1b	FALSE
198	306	308	Node306	Node308	SouthWest	GansuQinghai	1	0.005	0.005	64	Chuan10231A03_BB0_01_D1a1a1a1b;GSRD002335A00_BB1_01_D1a1a1a1b;GSRD005407A00_BB0_01_D1a1a1a1b	FALSE
237	330	115	Node330	GSRD005859A01_BB0_01_D1a1a1a1b	GansuQinghai	Plateau	1	0.005	0.005	1	GSRD005859A01_BB0_01_D1a1a1a1b	FALSE
237	330	115	Node330	GSRD005859A01_BB0_01_D1a1a1a1b	Plateau	SouthWest	1	0.005	0.005	1	GSRD005859A01_BB0_01_D1a1a1a1b	FALSE
237	330	115	Node330	GSRD005859A01_BB0_01_D1a1a1a1b	SouthWest	GansuQinghai	1	0.005	0.005	1	GSRD005859A01_BB0_01_D1a1a1a1b	FALSE
260	340	128	Node340	GSRD009785A00_BB0_00_D1a1a1a1b	GansuQinghai	Plateau	1	0.005	0.005	1	GSRD009785A00_BB0_00_D1a1a1a1b	FALSE
260	340	128	Node340	GSRD009785A00_BB0_00_D1a1a1a1b	Plateau	SouthWest	1	0.005	0.005	1	GSRD009785A00_BB0_00_D1a1a1a1b	FALSE
260	340	128	Node340	GSRD009785A00_BB0_00_D1a1a1a1b	SouthWest	GansuQinghai	1	0.005	0.005	1	GSRD009785A00_BB0_00_D1a1a1a1b	FALSE
299	359	148	Node359	GSRD008063A01_BB1_01_D1a1a1a1b	Plateau	YellowRiver	1	0.005	0.005	1	GSRD008063A01_BB1_01_D1a1a1a1b	FALSE
299	359	148	Node359	GSRD008063A01_BB1_01_D1a1a1a1b	SouthWest	GansuQinghai	1	0.005	0.005	1	GSRD008063A01_BB1_01_D1a1a1a1b	FALSE
299	359	148	Node359	GSRD008063A01_BB1_01_D1a1a1a1b	YellowRiver	GansuQinghai	1	0.005	0.005	1	GSRD008063A01_BB1_01_D1a1a1a1b	FALSE
317	367	368	Node367	Node368	Plateau	SouthWest	1	0.005	0.005	2	GSRD009881A00_BB0_00_D1a1a1a1b;YSW00872A00_BB0_00_D1a1a1a1b	FALSE
321	369	160	Node369	GSRD009892A00_BB0_00_D1a1a1a1b	Plateau	SouthWest	1	0.005	0.005	1	GSRD009892A00_BB0_00_D1a1a1a1b	FALSE
322	369	370	Node369	Node370	Plateau	SouthWest	1	0.005	0.005	2	GSRD009811A00_BB0_00_D1a1a1a1b;HGDP01185_D1a1a1a1b	FALSE
323	370	161	Node370	HGDP01185_D1a1a1a1b	GansuQinghai	Plateau	1	0.005	0.005	1	HGDP01185_D1a1a1a1b	FALSE
323	370	161	Node370	HGDP01185_D1a1a1a1b	Plateau	SouthWest	1	0.005	0.005	1	HGDP01185_D1a1a1a1b	FALSE
323	370	161	Node370	HGDP01185_D1a1a1a1b	SouthWest	GansuQinghai	1	0.005	0.005	1	HGDP01185_D1a1a1a1b	FALSE
326	371	372	Node371	Node372	Plateau	SouthWest	1	0.005	0.005	34	GSRD008110A00_BB0_01_D1a1a1a1b2;GSRD008110A01_BB0_01_D1a1a1a1b2;GSRD019966A00_BB1_01_D1a1a1a1b2	FALSE
326	371	372	Node371	Node372	SouthWest	GansuQinghai	1	0.005	0.005	34	GSRD008110A00_BB0_01_D1a1a1a1b2;GSRD008110A01_BB0_01_D1a1a1a1b2;GSRD019966A00_BB1_01_D1a1a1a1b2	FALSE
327	372	163	Node372	L9055.Y.trim.bam__	Plateau	SouthWest	1	0.005	0.005	1	L9055.Y.trim.bam__	FALSE
327	372	163	Node372	L9055.Y.trim.bam__	Plateau	YellowRiver	1	0.005	0.005	1	L9055.Y.trim.bam__	FALSE
327	372	163	Node372	L9055.Y.trim.bam__	SouthWest	GansuQinghai	1	0.005	0.005	1	L9055.Y.trim.bam__	FALSE
327	372	163	Node372	L9055.Y.trim.bam__	YellowRiver	GansuQinghai	1	0.005	0.005	1	L9055.Y.trim.bam__	FALSE
331	374	165	Node374	L8164.Y.trim.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	L8164.Y.trim.bam__	FALSE
331	374	165	Node374	L8164.Y.trim.bam__	Plateau	SouthWest	1	0.005	0.005	1	L8164.Y.trim.bam__	FALSE
331	374	165	Node374	L8164.Y.trim.bam__	SouthWest	GansuQinghai	1	0.005	0.005	1	L8164.Y.trim.bam__	FALSE
333	375	166	Node375	L8106.Y.trim.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	L8106.Y.trim.bam__	FALSE
333	375	166	Node375	L8106.Y.trim.bam__	Plateau	YellowRiver	1	0.005	0.005	1	L8106.Y.trim.bam__	FALSE
333	375	166	Node375	L8106.Y.trim.bam__	YellowRiver	GansuQinghai	1	0.005	0.005	1	L8106.Y.trim.bam__	FALSE
335	376	167	Node376	L8076.Y.trim.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	L8076.Y.trim.bam__	FALSE
335	376	167	Node376	L8076.Y.trim.bam__	Plateau	YellowRiver	1	0.005	0.005	1	L8076.Y.trim.bam__	FALSE
335	376	167	Node376	L8076.Y.trim.bam__	YellowRiver	GansuQinghai	1	0.005	0.005	1	L8076.Y.trim.bam__	FALSE
347	382	173	Node382	HRR1385327.Y.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	HRR1385327.Y.bam__	FALSE
347	382	173	Node382	HRR1385327.Y.bam__	Plateau	YellowRiver	1	0.005	0.005	1	HRR1385327.Y.bam__	FALSE
347	382	173	Node382	HRR1385327.Y.bam__	YellowRiver	GansuQinghai	1	0.005	0.005	1	HRR1385327.Y.bam__	FALSE
349	383	174	Node383	HRR1385292.Y.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	HRR1385292.Y.bam__	FALSE
349	383	174	Node383	HRR1385292.Y.bam__	Plateau	YellowRiver	1	0.005	0.005	1	HRR1385292.Y.bam__	FALSE
349	383	174	Node383	HRR1385292.Y.bam__	YellowRiver	GansuQinghai	1	0.005	0.005	1	HRR1385292.Y.bam__	FALSE
369	394	395	Node394	Node395	Plateau	YellowRiver	1	0.005	0.005	2	GSRD008110A00_BB0_01_D1a1a1a1b2;GSRD008110A01_BB0_01_D1a1a1a1b2	FALSE
369	394	395	Node394	Node395	YellowRiver	GansuQinghai	1	0.005	0.005	2	GSRD008110A00_BB0_01_D1a1a1a1b2;GSRD008110A01_BB0_01_D1a1a1a1b2	FALSE
395	405	406	Node405	Node406	GansuQinghai	SouthWest	1	0.005	0.005	2	GSRD008072A00_BB1_01_D1a1a1a1b;GSRD008072A01_BB1_01_D1a1a1a1b	FALSE
400	408	409	Node408	Node409	Plateau	SouthWest	1	0.005	0.005	2	GSRD008877A00_BB0_01_D1a1a1b2;Y5979_D1a1a1b2	FALSE
402	409	201	Node409	Y5979_D1a1a1b2	GansuQinghai	Plateau	1	0.005	0.005	1	Y5979_D1a1a1b2	FALSE
402	409	201	Node409	Y5979_D1a1a1b2	SouthWest	GansuQinghai	1	0.005	0.005	1	Y5979_D1a1a1b2	FALSE
407	411	204	Node411	Y_HRR2105086.bam__	GansuQinghai	Plateau	1	0.005	0.005	1	Y_HRR2105086.bam__	FALSE
409	412	205	Node412	GSRD009801A00_BB0_00_D1a1a1b1b	GansuQinghai	SouthWest	1	0.005	0.005	1	GSRD009801A00_BB0_00_D1a1a1b1b	FALSE
410	412	413	Node412	Node413	GansuQinghai	SouthWest	1	0.005	0.005	2	Chuan10298A00_BB0_00_D1a1a1b1a2;CQ10079A00_BB0_00_D1a1a1b1a	FALSE
