source_file	reference	literature_method	haplogroup	n_literature	literature_age_kya	literature_ci95_lower_kya	literature_ci95_upper_kya	literature_sd_kya	literature_period	matched_in_project	project_n_samples	project_confidence	project_calibration_method	project_rho_age_kya	project_rho_ci95_lower_kya	project_rho_ci95_upper_kya	project_ml_age_kya	project_ml_ci95_lower_kya	project_ml_ci95_upper_kya	diff_lit_minus_project_rho_kya	diff_lit_minus_project_ml_kya	abs_diff_vs_rho_kya	abs_diff_vs_ml_kya	rel_diff_vs_rho_pct	rel_diff_vs_ml_pct	nearest_project_method	min_abs_diff_to_project_kya	overlap_with_project_rho_ci95	overlap_with_project_ml_ci95	interval_reasonable_flag	large_difference_flag
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2b		9.34	5.88	12.87			yes	3	low	rho_fallback_no_desc	10.6101	10.6101	10.6101	10.6101	10.6101	10.6101	-1.2701	-1.2701	1.2701	1.2701	11.970669	11.970669	rho	1.2701	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2b1		3.24	0.4	6.14			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2b1		3.52	0.07	7.06			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2b2		12.45	4.16	21.11			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2b2		8.01	4.09	12.02			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2b3		5.88	2.01	9.84			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2b3		7.44	3.3	11.69			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2b3a		1.29	0.0	3.09			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2b3a		2.18	0.0	5.92			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2b3b		2.59	0.0	5.57			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2b3b		3.15	0.0	6.92			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2c		3.71	0.79	6.68			yes	3	low	rho_fallback_no_desc	10.6101	10.6101	10.6101	10.6101	10.6101	10.6101	-6.9001	-6.9001	6.9001	6.9001	65.033317	65.033317	rho	6.9001	no	no	no	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2c		4.02	0.0	9.92			yes	3	low	rho_fallback_no_desc	10.6101	10.6101	10.6101	10.6101	10.6101	10.6101	-6.5901	-6.5901	6.5901	6.5901	62.111573	62.111573	rho	6.5901	no	no	no	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2d		7.16	1.71	12.79			yes	19	medium	rho_direct	12.2032	5.2947	19.38	12.2032	5.2947	19.38	-5.0432	-5.0432	5.0432	5.0432	41.326865	41.326865	rho	5.0432	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2d		5.44	1.82	9.14			yes	19	medium	rho_direct	12.2032	5.2947	19.38	12.2032	5.2947	19.38	-6.7632	-6.7632	6.7632	6.7632	55.421529	55.421529	rho	6.7632	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2d1		6.74	0.17	13.58			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2d1		4.14	0.32	8.06			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2d1a		2.15	0.0	4.42			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2d1a		1.87	0.0	5.25			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2e		7.89	2.09	13.9			yes	4	low	rho_fallback_no_desc	4.5544	3.2651	5.8544	4.5544	3.2651	5.8544	3.3356	3.3356	3.3356	3.3356	73.239066	73.239066	rho	3.3356	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2e		6.5	1.78	11.36			yes	4	low	rho_fallback_no_desc	4.5544	3.2651	5.8544	4.5544	3.2651	5.8544	1.9456	1.9456	1.9456	1.9456	42.719129	42.719129	rho	1.9456	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2f		5.48	2.26	8.77			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2f		5.94	0.88	11.16			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2f1		5.22	1.07	9.47			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2f1		5.94	0.0	13.82			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2f1a		2.59	0.05	5.16			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2f1a		2.85	0.0	7.23			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2g		5.22	1.03	9.52			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2g		5.5	0.58	10.58			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2h		6.55	0.79	12.51			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2h		7.63	1.33	14.18			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2i		4.77	0.68	8.97			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2i		6.81	1.26	12.57			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2i1		1.29	0.0	3.09			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2i1		2.12	0.0	6.6			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a2j		5.22	0.39	10.19			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a2j		6.63	0.48	13.01			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a6		7.89	1.29	14.76			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a6		7.95	0.69	15.54			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a7		2.59	0.05	5.16			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a7		3.15	0.0	7.17			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a8		13.37	5.77	21.29			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a8		11.72	6.73	16.84			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a8a		3.63	0.26	7.08			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a8a		3.52	0.0	7.43			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a9		5.22	0.1	10.5			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a9		5.5	0.11	11.08			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a3		7.49	4.39	10.65			yes	28	medium	single_child_interpolation	8.7608	6.3182	11.2386	13.4986	11.3526	15.6734	-1.2708	-6.0086	1.2708	6.0086	14.505525	44.512764	rho	1.2708	yes	no	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a3		7.44	4.39	10.56			yes	28	medium	single_child_interpolation	8.7608	6.3182	11.2386	13.4986	11.3526	15.6734	-1.3208	-6.0586	1.3208	6.0586	15.076249	44.883173	rho	1.3208	yes	no	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a3a		9.25	2.13	16.66			yes	9	low	rho_fallback_no_desc	5.8071	3.11	8.5502	5.8071	3.11	8.5502	3.4429	3.4429	3.4429	3.4429	59.287768	59.287768	rho	3.4429	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a3a		6.0	2.97	9.09			yes	9	low	rho_fallback_no_desc	5.8071	3.11	8.5502	5.8071	3.11	8.5502	0.1929	0.1929	0.1929	0.1929	3.321796	3.321796	rho	0.1929	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a3a1		5.22	1.11	9.43			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a3a1		3.71	1.2	6.26			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a3a1a		5.22	1.03	9.52			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a3a1a		2.91	0.65	5.21			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3a3b		7.89	1.54	14.49			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3a3b		5.88	2.25	9.59			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b		11.92	8.21	15.7			yes	116	high	rho_direct	22.2669	18.573	26.0221	22.2669	18.573	26.0221	-10.3469	-10.3469	10.3469	10.3469	46.467627	46.467627	rho	10.3469	no	no	no	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b		12.75	7.49	18.17			yes	116	high	rho_direct	22.2669	18.573	26.0221	22.2669	18.573	26.0221	-9.5169	-9.5169	9.5169	9.5169	42.740121	42.740121	rho	9.5169	no	no	no	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b1		8.34	4.3	12.49			yes	47	medium	single_child_interpolation	16.6524	12.4191	20.9762	16.4385	9.2865	24.2526	-8.3124	-8.0985	8.3124	8.0985	49.917129	49.265444	ml	8.0985	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b1		8.71	3.81	13.75			yes	47	medium	single_child_interpolation	16.6524	12.4191	20.9762	16.4385	9.2865	24.2526	-7.9424	-7.7285	7.9424	7.7285	47.695227	47.01463	ml	7.7285	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b1a'b		7.44	2.33	12.72			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b1a'b		6.88	1.08	12.89			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b1a		6.55	1.72	11.53			yes	5	low	rho_fallback_no_desc	10.6101	-0.521	22.4831	10.6101	0.0	22.4831	-4.0601	-4.0601	4.0601	4.0601	38.266369	38.266369	rho	4.0601	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b1a		5.38	0.58	10.33			yes	5	low	rho_fallback_no_desc	10.6101	-0.521	22.4831	10.6101	0.0	22.4831	-5.2301	-5.2301	5.2301	5.2301	49.293598	49.293598	rho	5.2301	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b1b		1.29	0.0	3.84			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b1b		1.75	0.0	5.24			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b2		9.52	5.86	13.25			yes	29	medium	rho_direct	18.2249	9.6784	27.1362	18.2249	9.6784	27.1362	-8.7049	-8.7049	8.7049	8.7049	47.763774	47.763774	rho	8.7049	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b2		9.98	4.8	15.32			yes	29	medium	rho_direct	18.2249	9.6784	27.1362	18.2249	9.6784	27.1362	-8.2449	-8.2449	8.2449	8.2449	45.239754	45.239754	rho	8.2449	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b2a'b		7.89	1.93	14.07			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b2a'b		7.51	0.0	16.76			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b2a		4.33	0.0	9.59			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b2a		3.46	0.0	14.28			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b2b		2.59	0.0	6.24			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b2b		3.28	0.0	7.79			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b2c		2.59	0.0	6.24			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b2c		2.54	0.0	6.54			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b3		8.43	2.72	14.34			yes	6	low	rho_fallback_no_desc	11.5256	-1.6361	25.7171	11.5256	0.0	25.7171	-3.0956	-3.0956	3.0956	3.0956	26.858472	26.858472	rho	3.0956	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b3		8.26	0.0	20.18			yes	6	low	rho_fallback_no_desc	11.5256	-1.6361	25.7171	11.5256	0.0	25.7171	-3.2656	-3.2656	3.2656	3.2656	28.333449	28.333449	rho	3.2656	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b3a		6.1	0.96	11.42			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b3a		5.81	0.0	15.75			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G3b4		4.33	0.53	8.24			yes	4	low	rho_fallback_no_desc	29.9994	9.9459	51.736	29.9994	9.9459	51.736	-25.6694	-25.6694	25.6694	25.6694	85.566378	85.566378	rho	25.6694	no	no	no	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G3b4		5.81	0.53	11.28			yes	4	low	rho_fallback_no_desc	29.9994	9.9459	51.736	29.9994	9.9459	51.736	-24.1894	-24.1894	24.1894	24.1894	80.632946	80.632946	rho	24.1894	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G4		23.05	12.81	33.78			yes	6	low	single_child_interpolation	13.3705	5.5809	21.4944	20.0707	17.1183	23.4737	9.6795	2.9793	9.6795	2.9793	72.39445	14.844026	ml	2.9793	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G4		23.14	13.08	33.66			yes	6	low	single_child_interpolation	13.3705	5.5809	21.4944	20.0707	17.1183	23.4737	9.7695	3.0693	9.7695	3.0693	73.067574	15.292441	ml	3.0693	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G4a		10.61	3.41	18.11			yes	3	low	rho_fallback_no_desc	5.2164	-0.6728	11.3326	5.2164	0.0	11.3326	5.3936	5.3936	5.3936	5.3936	103.396979	103.396979	rho	5.3936	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G4a		10.75	1.69	20.3			yes	3	low	rho_fallback_no_desc	5.2164	-0.6728	11.3326	5.2164	0.0	11.3326	5.5336	5.5336	5.5336	5.5336	106.080822	106.080822	rho	5.5336	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G4b		7.89	1.9	14.1			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G4b		10.11	2.39	18.18			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G4b1		1.93	0.0	4.16			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G4b1		3.89	0.0	8.92			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G4b2		1.29	0.0	3.84			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G4b2		1.33	0.0	3.96			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	G5		16.88	6.18	28.18			yes	26	medium	rho_direct	24.6957	15.401	34.3705	24.6957	15.401	34.3705	-7.8157	-7.8157	7.8157	7.8157	31.64802	31.64802	rho	7.8157	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	G5		14.84	5.68	24.45			yes	26	medium	rho_direct	24.6957	15.401	34.3705	24.6957	15.401	34.3705	-9.8557	-9.8557	9.8557	9.8557	39.908567	39.908567	rho	9.8557	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12		44.18	31.56	57.29			yes	322	high	rho_direct	41.5859	39.7475	43.4349	41.5859	39.7475	43.4349	2.5941	2.5941	2.5941	2.5941	6.237932	6.237932	rho	2.5941	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12		39.2	29.97	48.71			yes	322	high	rho_direct	41.5859	39.7475	43.4349	41.5859	39.7475	43.4349	-2.3859	-2.3859	2.3859	2.3859	5.737281	5.737281	rho	2.3859	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a		42.07	28.4	56.35			yes	243	high	rho_direct	40.2082	37.9372	42.4958	40.2082	37.9372	42.4958	1.8618	1.8618	1.8618	1.8618	4.630399	4.630399	rho	1.8618	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a		37.32	28.29	46.63			yes	243	high	rho_direct	40.2082	37.9372	42.4958	40.2082	37.9372	42.4958	-2.8882	-2.8882	2.8882	2.8882	7.183112	7.183112	rho	2.8882	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1		33.46	23.86	43.4			yes	235	high	rho_direct	34.0954	31.7871	36.4227	34.0954	31.7871	36.4227	-0.6354	-0.6354	0.6354	0.6354	1.863595	1.863595	rho	0.6354	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1		34.1	25.17	43.31			yes	235	high	rho_direct	34.0954	31.7871	36.4227	34.0954	31.7871	36.4227	0.0046	0.0046	0.0046	0.0046	0.013492	0.013492	rho	0.0046	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a		24.36	16.41	32.58			yes	196	high	rho_direct	25.829	23.7693	27.9064	25.829	23.7693	27.9064	-1.469	-1.469	1.469	1.469	5.687406	5.687406	rho	1.469	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a		24.99	13.44	37.14			yes	196	high	rho_direct	25.829	23.7693	27.9064	25.829	23.7693	27.9064	-0.839	-0.839	0.839	0.839	3.248287	3.248287	rho	0.839	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a1		9.73	5.09	14.49			yes	93	high	rho_direct	17.2057	14.0548	20.4058	17.2057	14.0548	20.4058	-7.4757	-7.4757	7.4757	7.4757	43.448973	43.448973	rho	7.4757	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a1		11.14	1.93	20.83			yes	93	high	rho_direct	17.2057	14.0548	20.4058	17.2057	14.0548	20.4058	-6.0657	-6.0657	6.0657	6.0657	35.254015	35.254015	rho	6.0657	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a1a		7.89	5.15	10.68			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a1a		8.58	4.89	12.35			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a1a1		2.59	0.0	5.31			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a1a1		2.85	0.0	6.0			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a1b		5.66	0.6	10.88			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a1b		7.0	0.0	15.71			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a1b1		3.06	1.15	4.99			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a1b1		3.77	0.9	6.69			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a2'3'4		28.75	17.12	40.95			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a2'3'4		23.55	9.18	38.88			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a2		6.55	1.39	11.87			yes	12	medium	rho_direct	11.2963	5.6385	17.1363	11.2963	5.6385	17.1363	-4.7463	-4.7463	4.7463	4.7463	42.016412	42.016412	rho	4.7463	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a2		7.95	0.0	18.79			yes	12	medium	rho_direct	11.2963	5.6385	17.1363	11.2963	5.6385	17.1363	-3.3463	-3.3463	3.3463	3.3463	29.622974	29.622974	rho	3.3463	yes	yes	yes	no
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a2a		3.46	0.07	6.92			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a2a		4.08	0.0	8.99			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a3'4		27.53	15.61	40.05			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a3'4		22.6	11.67	34.07			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a3		15.64	7.47	24.15			yes	16	medium	rho_direct	21.1685	19.6667	22.6805	21.1685	19.6667	22.6805	-5.5285	-5.5285	5.5285	5.5285	26.116636	26.116636	rho	5.5285	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a3		15.3	7.35	23.58			yes	16	medium	rho_direct	21.1685	19.6667	22.6805	21.1685	19.6667	22.6805	-5.8685	-5.8685	5.8685	5.8685	27.722796	27.722796	rho	5.8685	yes	yes	yes	yes
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a3a		6.01	2.78	9.31			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	ML	M12a1a3a		6.06	2.31	9.9			no																					
以往研究-3.tsv	MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum	rho_based	M12a1a3a1		7.0	1.04	13.18			no																					
