source_file	reference	literature_method	haplogroup	n_literature	literature_age_kya	literature_ci95_lower_kya	literature_ci95_upper_kya	literature_sd_kya	literature_period	matched_in_project	project_n_samples	project_confidence	project_calibration_method	project_rho_age_kya	project_rho_ci95_lower_kya	project_rho_ci95_upper_kya	project_ml_age_kya	project_ml_ci95_lower_kya	project_ml_ci95_upper_kya	diff_lit_minus_project_rho_kya	diff_lit_minus_project_ml_kya	abs_diff_vs_rho_kya	abs_diff_vs_ml_kya	rel_diff_vs_rho_pct	rel_diff_vs_ml_pct	nearest_project_method	min_abs_diff_to_project_kya	overlap_with_project_rho_ci95	overlap_with_project_ml_ci95	interval_reasonable_flag	large_difference_flag
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	N22		21.7	19.3	24.1			yes	19	medium	rho_direct	22.9621	19.9519	26.0124	22.9621	19.9519	26.0124	-1.2621	-1.2621	1.2621	1.2621	5.496448	5.496448	rho	1.2621	yes	yes	yes	no
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	R		34.35	30.5	38.2			yes	28975	high	rho_direct	51.7011	51.4551	51.9472	51.7011	51.4551	51.9472	-17.3511	-17.3511	17.3511	17.3511	33.560408	33.560408	rho	17.3511	no	no	no	yes
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	R21		4.6	4.1	5.1			yes	10	medium	rho_direct	5.4819	2.3638	8.6622	5.4819	2.3638	8.6622	-0.8819	-0.8819	0.8819	0.8819	16.087488	16.087488	rho	0.8819	yes	yes	yes	no
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	B5		32.2	28.6	35.8			yes	2850	high	rho_direct	44.4394	43.6432	45.2376	44.4394	43.6432	45.2376	-12.2394	-12.2394	12.2394	12.2394	27.541776	27.541776	rho	12.2394	no	no	no	yes
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	B5b2		10.0	8.9	11.1			yes	459	high	rho_direct	22.5495	21.1769	23.9303	22.5495	21.1769	23.9303	-12.5495	-12.5495	12.5495	12.5495	55.653119	55.653119	rho	12.5495	no	no	no	yes
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	B4a		27.1	24.1	30.1			yes	2210	high	rho_direct	25.3058	24.8315	25.781	25.3058	24.8315	25.781	1.7942	1.7942	1.7942	1.7942	7.090074	7.090074	rho	1.7942	yes	yes	yes	no
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	B4a1a1a		9.05	8.1	10.0			yes	155	high	rho_direct	6.0574	5.4651	6.6518	6.0574	5.4651	6.6518	2.9926	2.9926	2.9926	2.9926	49.404035	49.404035	rho	2.9926	no	no	no	yes
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	B4b		24.45	21.7	27.2			yes	1349	high	rho_direct	31.2804	30.5552	32.0077	31.2804	30.5552	32.0077	-6.8304	-6.8304	6.8304	6.8304	21.836038	21.836038	rho	6.8304	no	no	no	yes
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	B4b1a2		9.15	8.1	10.2			yes	465	high	rho_direct	18.2205	16.9827	19.4657	18.2205	16.9827	19.4657	-9.0705	-9.0705	9.0705	9.0705	49.781839	49.781839	rho	9.0705	no	no	no	yes
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	B4c		25.75	22.9	28.6			yes	1228	high	rho_direct	39.6946	38.6497	40.7431	39.6946	38.6497	40.7431	-13.9446	-13.9446	13.9446	13.9446	35.129715	35.129715	rho	13.9446	no	no	no	yes
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	B4c2		9.45	8.4	10.5			yes	178	high	rho_direct	17.1249	15.0256	19.246	17.1249	15.0256	19.246	-7.6749	-7.6749	7.6749	7.6749	44.817196	44.817196	rho	7.6749	no	no	no	yes
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	B6		13.2	11.7	14.7			yes	154	high	rho_direct	26.0123	24.5583	27.475	26.0123	24.5583	27.475	-12.8123	-12.8123	12.8123	12.8123	49.254776	49.254776	rho	12.8123	no	no	no	yes
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	F1		21.45	19.1	23.8			yes	5328	high	rho_direct	34.5338	34.0701	34.9983	34.5338	34.0701	34.9983	-13.0838	-13.0838	13.0838	13.0838	37.88694	37.88694	rho	13.0838	no	no	no	yes
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	F1a'c		15.55	13.8	17.3			no																					
以往研究-1.tsv	"Evolutionary history of continental southeast Asians: ""early train"" hypothesis based on genetic analysis of mitochondrial and autosomal DNA data"	ML_range_midpoint	F1a1a		7.75	6.9	8.6			yes	897	high	rho_direct	14.0724	13.1492	15.0001	14.0724	13.1492	15.0001	-6.3224	-6.3224	6.3224	6.3224	44.92766	44.92766	rho	6.3224	no	no	no	yes
