draw	time	log_ne
1	0.00000	9.81023
1	200.00000	9.81023
1	400.00000	9.81023
1	600.00000	9.81023
1	800.00000	9.81023
1	1000.00000	9.90812
1	1200.00000	9.90812
1	1400.00000	9.90812
1	1600.00000	9.90812
1	1800.00000	9.90812
1	2000.00000	9.14760
1	2200.00000	9.14760
1	2400.00000	9.14760
1	2600.00000	9.14760
1	2800.00000	9.14760
1	3000.00000	8.39706
1	3200.00000	8.39706
1	3400.00000	8.39706
1	3600.00000	8.39706
1	3800.00000	8.39706
1	4000.00000	8.68334
1	4200.00000	8.68334
1	4400.00000	8.68334
1	4600.00000	8.68334
1	4800.00000	8.68334
1	5000.00000	8.67202
1	5200.00000	8.67202
1	5400.00000	8.67202
1	5600.00000	8.67202
1	5800.00000	8.67202
1	6000.00000	8.43712
1	6200.00000	8.43712
1	6400.00000	8.43712
1	6600.00000	8.43712
1	6800.00000	8.43712
1	7000.00000	8.36857
1	7200.00000	8.36857
1	7400.00000	8.36857
1	7600.00000	8.36857
1	7800.00000	8.36857
1	8000.00000	8.53370
1	8200.00000	8.53370
1	8400.00000	8.53370
1	8600.00000	8.53370
1	8800.00000	8.53370
1	9000.00000	8.52839
1	9200.00000	8.52839
1	9400.00000	8.52839
1	9600.00000	8.52839
1	9800.00000	8.52839
1	10000.00000	8.64085
1	10200.00000	8.64085
1	10400.00000	8.64085
1	10600.00000	8.64085
1	10800.00000	8.64085
1	11000.00000	8.94540
1	11200.00000	8.94540
1	11400.00000	8.94540
1	11600.00000	8.94540
1	11800.00000	8.94540
1	12000.00000	9.32062
1	12200.00000	9.32062
1	12400.00000	9.32062
1	12600.00000	9.32062
1	12800.00000	9.32062
1	13000.00000	9.22150
1	13200.00000	9.22150
1	13400.00000	9.22150
1	13600.00000	9.22150
1	13800.00000	9.22150
1	14000.00000	9.17453
1	14200.00000	9.17453
1	14400.00000	9.17453
1	14600.00000	9.17453
1	14800.00000	9.17453
1	15000.00000	9.04394
1	15200.00000	9.04394
1	15400.00000	9.04394
1	15600.00000	9.04394
1	15800.00000	9.23338
1	16000.00000	9.23338
1	16200.00000	9.23338
1	16400.00000	9.23338
1	16600.00000	9.23338
1	16800.00000	9.01522
1	17000.00000	9.01522
1	17200.00000	9.01522
1	17400.00000	9.01522
1	17600.00000	9.01522
1	17800.00000	9.15110
1	18000.00000	9.15110
1	18200.00000	9.15110
1	18400.00000	9.15110
1	18600.00000	9.15110
1	18800.00000	8.96443
1	19000.00000	8.96443
1	19200.00000	8.96443
1	19400.00000	8.96443
1	19600.00000	8.96443
1	19800.00000	9.17455
1	20000.00000	9.17455
2	0.00000	9.69158
2	200.00000	9.69158
2	400.00000	9.69158
2	600.00000	9.69158
2	800.00000	9.69158
2	1000.00000	9.92982
2	1200.00000	9.92982
2	1400.00000	9.92982
2	1600.00000	9.92982
2	1800.00000	9.92982
2	2000.00000	9.18396
2	2200.00000	9.18396
2	2400.00000	9.18396
2	2600.00000	9.18396
2	2800.00000	9.18396
2	3000.00000	8.74920
2	3200.00000	8.74920
2	3400.00000	8.74920
2	3600.00000	8.74920
2	3800.00000	8.74920
2	4000.00000	8.87726
2	4200.00000	8.87726
2	4400.00000	8.87726
2	4600.00000	8.87726
2	4800.00000	8.87726
2	5000.00000	8.80795
2	5200.00000	8.80795
2	5400.00000	8.80795
2	5600.00000	8.80795
2	5800.00000	8.80795
2	6000.00000	8.04373
2	6200.00000	8.04373
2	6400.00000	8.04373
2	6600.00000	8.04373
2	6800.00000	8.04373
2	7000.00000	8.75063
2	7200.00000	8.75063
2	7400.00000	8.75063
2	7600.00000	8.75063
2	7800.00000	8.75063
2	8000.00000	9.01803
2	8200.00000	9.01803
2	8400.00000	9.01803
2	8600.00000	9.01803
2	8800.00000	9.01803
2	9000.00000	8.76149
2	9200.00000	8.76149
2	9400.00000	8.76149
2	9600.00000	8.76149
2	9800.00000	8.76149
2	10000.00000	8.64396
2	10200.00000	8.64396
2	10400.00000	8.64396
2	10600.00000	8.64396
2	10800.00000	8.64396
2	11000.00000	9.42784
2	11200.00000	9.42784
2	11400.00000	9.42784
2	11600.00000	9.42784
2	11800.00000	9.42784
2	12000.00000	9.49317
2	12200.00000	9.49317
2	12400.00000	9.49317
2	12600.00000	9.49317
2	12800.00000	9.49317
2	13000.00000	9.52735
2	13200.00000	9.52735
2	13400.00000	9.52735
2	13600.00000	9.52735
2	13800.00000	9.52735
2	14000.00000	9.42095
2	14200.00000	9.42095
2	14400.00000	9.42095
